"","session_id","referrer","scalesgroup","scales"
"5625",2470455,"ufl","high category scale","more than 2 1/2 hrs"
"5626",2473477,"ufl","high category scale","less than 2 1/2 hrs"
"5627",2473617,"ufl","low category scale","less than 2 1/2 hrs"
"5628",2473673,"ufl","low category scale","less than 2 1/2 hrs"
"5629",2473798,"ufl","high category scale","more than 2 1/2 hrs"
"5630",2479109,"ufl","low category scale","less than 2 1/2 hrs"
"5631",2479343,"ufl","high category scale","less than 2 1/2 hrs"
"5632",2484771,"ufl","high category scale","less than 2 1/2 hrs"
"5633",2484856,"ufl","low category scale","less than 2 1/2 hrs"
"5634",2486607,"ufl","low category scale","less than 2 1/2 hrs"
"5635",2486610,"ufl","high category scale","less than 2 1/2 hrs"
