"","session_id","referrer","scalesgroup","scales"
"4682",2476887,"swps","low category scale","less than 2 1/2 hrs"
"4683",2476915,"swps","high category scale","less than 2 1/2 hrs"
"4684",2476916,"swps","high category scale","more than 2 1/2 hrs"
"4685",2476919,"swps","low category scale","less than 2 1/2 hrs"
"4686",2476923,"swps","high category scale","less than 2 1/2 hrs"
"4687",2476927,"swps","low category scale","less than 2 1/2 hrs"
"4688",2476928,"swps","low category scale","less than 2 1/2 hrs"
"4689",2476939,"swps","low category scale","less than 2 1/2 hrs"
"4690",2476940,"swps","high category scale","less than 2 1/2 hrs"
"4691",2476942,"swps","high category scale","more than 2 1/2 hrs"
"4692",2476946,"swps","high category scale","less than 2 1/2 hrs"
"4693",2476962,"swps","low category scale","less than 2 1/2 hrs"
"4694",2476971,"swps","low category scale","less than 2 1/2 hrs"
"4695",2476974,"swps","high category scale","less than 2 1/2 hrs"
"4696",2476978,"swps","high category scale","more than 2 1/2 hrs"
"4697",2476979,"swps","high category scale","less than 2 1/2 hrs"
"4698",2476985,"swps","high category scale","less than 2 1/2 hrs"
"4699",2476986,"swps","low category scale","less than 2 1/2 hrs"
"4700",2476996,"swps","high category scale","less than 2 1/2 hrs"
"4701",2480988,"swps","low category scale","less than 2 1/2 hrs"
"4702",2480992,"swps","high category scale","less than 2 1/2 hrs"
"4703",2480993,"swps","low category scale","less than 2 1/2 hrs"
"4704",2480997,"swps","low category scale","less than 2 1/2 hrs"
"4705",2481010,"swps","high category scale","less than 2 1/2 hrs"
"4706",2481026,"swps","low category scale","less than 2 1/2 hrs"
"4708",2481067,"swps","low category scale","less than 2 1/2 hrs"
"4709",2481068,"swps","low category scale","less than 2 1/2 hrs"
"4710",2481072,"swps","high category scale","more than 2 1/2 hrs"
"4711",2481073,"swps","high category scale","more than 2 1/2 hrs"
"4712",2481082,"swps","high category scale","more than 2 1/2 hrs"
"4713",2481083,"swps","low category scale","less than 2 1/2 hrs"
"4714",2481084,"swps","high category scale","more than 2 1/2 hrs"
"4715",2481085,"swps","low category scale","less than 2 1/2 hrs"
"4716",2481094,"swps","high category scale","less than 2 1/2 hrs"
"4717",2481095,"swps","high category scale","less than 2 1/2 hrs"
"4718",2481096,"swps","low category scale","less than 2 1/2 hrs"
"4719",2481100,"swps","low category scale","less than 2 1/2 hrs"
"4721",2481148,"swps","low category scale","less than 2 1/2 hrs"
"4722",2481219,"swps","high category scale","less than 2 1/2 hrs"
"4723",2481221,"swps","high category scale","less than 2 1/2 hrs"
"4724",2481223,"swps","high category scale","less than 2 1/2 hrs"
"4725",2481243,"swps","high category scale","more than 2 1/2 hrs"
"4726",2481245,"swps","high category scale","less than 2 1/2 hrs"
"4727",2481246,"swps","high category scale","less than 2 1/2 hrs"
"4729",2481291,"swps","high category scale","less than 2 1/2 hrs"
"4730",2481292,"swps","low category scale","less than 2 1/2 hrs"
"4731",2481295,"swps","low category scale","less than 2 1/2 hrs"
"4732",2481333,"swps","low category scale","less than 2 1/2 hrs"
"4733",2481383,"swps","low category scale","less than 2 1/2 hrs"
"4734",2481435,"swps","high category scale","more than 2 1/2 hrs"
"4735",2481437,"swps","low category scale","less than 2 1/2 hrs"
"4736",2481439,"swps","high category scale","less than 2 1/2 hrs"
"4737",2481474,"swps","low category scale","less than 2 1/2 hrs"
"4738",2481478,"swps","high category scale","more than 2 1/2 hrs"
"4739",2481490,"swps","high category scale","more than 2 1/2 hrs"
"4741",2483562,"swps","high category scale","less than 2 1/2 hrs"
"4743",2483580,"swps","low category scale","less than 2 1/2 hrs"
"4744",2483603,"swps","low category scale","less than 2 1/2 hrs"
"4745",2483618,"swps","high category scale","less than 2 1/2 hrs"
"4746",2483620,"swps","high category scale","less than 2 1/2 hrs"
"4747",2483622,"swps","high category scale","more than 2 1/2 hrs"
"4748",2483645,"swps","low category scale","less than 2 1/2 hrs"
"4749",2483646,"swps","low category scale","less than 2 1/2 hrs"
"4750",2483680,"swps","low category scale","less than 2 1/2 hrs"
"4751",2483697,"swps","high category scale","less than 2 1/2 hrs"
"4752",2483709,"swps","low category scale","less than 2 1/2 hrs"
"4753",2483716,"swps","low category scale","less than 2 1/2 hrs"
"4755",2483731,"swps","low category scale","less than 2 1/2 hrs"
"4758",2483787,"swps","low category scale","less than 2 1/2 hrs"
"4759",2483788,"swps","low category scale","less than 2 1/2 hrs"
"4760",2483815,"swps","high category scale","less than 2 1/2 hrs"
