"","session_id","referrer","sex","d_art","iat_exclude"
"5509",2410996,"ufl","m",0.86629313532878,"Include"
"5510",2411208,"ufl","f",0.681686192612151,"Include"
"5511",2411213,"ufl","f",0.923704188606282,"Include"
"5512",2413016,"ufl","f",1.23406708015408,"Include"
"5513",2413017,"ufl","f",0.0475532951895264,"Include"
"5514",2413018,"ufl","f",-0.216707881084693,"Include"
"5515",2413210,"ufl","f",-0.0123911201836034,"Include"
"5516",2413452,"ufl","f",1.20903021804404,"Include"
"5517",2413453,"ufl","f",0.0103200379050611,"Include"
"5518",2413454,"ufl","f",0.497787175659884,"Include"
"5519",2413537,"ufl","m",0.14342656145867,"Include"
"5520",2413539,"ufl","f",0.796229879342571,"Include"
"5521",2413641,"ufl","m",-0.089895930588213,"Include"
"5522",2413648,"ufl","f",0.0808322286322503,"Include"
"5523",2413652,"ufl","m",-0.725614405063174,"Include"
"5524",2413747,"ufl","f",0.312565182172904,"Include"
"5525",2413749,"ufl","f",0.710562999493748,"Include"
"5526",2413752,"ufl","m",-0.595516670880154,"Include"
"5527",2413870,"ufl","f",1.06759160910449,"Include"
"5528",2413873,"ufl","m",-0.941945851999177,"Include"
"5529",2413874,"ufl","f",0.827774093374833,"Include"
"5530",2413875,"ufl","m",-0.247823124724194,"Include"
"5531",2413936,"ufl","f",-0.707280725251968,"Include"
"5532",2413938,"ufl","f",0.931314824090649,"Include"
"5533",2413939,"ufl","f",1.01762097362689,"Include"
"5534",2418384,"ufl","f",0.413462271624043,"Include"
"5535",2418388,"ufl","f",1.25653316835893,"Include"
"5536",2418461,"ufl","f",-0.0102254681869378,"Include"
"5537",2418506,"ufl","m",1.10710917302468,"Include"
"5538",2419239,"ufl","m",-0.170729278389016,"Include"
"5539",2419353,"ufl","f",1.41540495348792,"Include"
"5540",2421339,"ufl","f",1.11874446686965,"Include"
"5541",2421344,"ufl","f",0.689541620179395,"Include"
"5542",2421349,"ufl","m",0.0588352606505576,"Include"
"5543",2421352,"ufl","f",0.832326283048574,"Include"
"5544",2421503,"ufl","f",0.679923396902173,"Include"
"5545",2421843,"ufl","m",0.225120652056304,"Include"
"5546",2422266,"ufl","f",0.393071450487396,"Include"
"5547",2422270,"ufl","m",0.0790672879922257,"Include"
"5548",2422294,"ufl","m",0.611476359700734,"Include"
"5549",2422898,"ufl","f",0.658640237561967,"Include"
"5550",2422904,"ufl","f",0.0407722859607251,"Include"
"5551",2422910,"ufl","f",0.746114875121979,"Include"
"5552",2422918,"ufl","f",1.0948586581818,"Include"
"5553",2423191,"ufl","f",0.0383005524883171,"Include"
"5554",2425333,"ufl","f",0.650122581032699,"Include"
"5555",2425334,"ufl","f",0.959340449009658,"Include"
"5556",2425598,"ufl","f",0.115801224255683,"Include"
"5557",2425912,"ufl","f",0.476171375307053,"Include"
"5558",2425928,"ufl","f",0.27571664311162,"Include"
"5559",2428447,"ufl","f",1.04597949276015,"Include"
"5560",2428449,"ufl","f",-0.728200577279376,"Include"
"5561",2428541,"ufl","f",0.812513863358898,"Include"
"5562",2428543,"ufl","f",0.234288175224515,"Include"
"5563",2428704,"ufl","f",1.2640218164777,"Include"
"5564",2428708,"ufl","f",-0.243238260338244,"Include"
"5565",2428710,"ufl","f",0.615030884442658,"Include"
"5566",2428715,"ufl","f",-0.0702459214695669,"Include"
"5567",2428834,"ufl","f",0.480877120104536,"Include"
"5568",2428836,"ufl","f",-0.639438822491434,"Include"
"5569",2428840,"ufl","f",-0.132562968458407,"Include"
"5570",2428987,"ufl","f",0.327877295705284,"Include"
"5571",2429136,"ufl","f",1.15217821164265,"Include"
"5572",2429145,"ufl","f",0.191595869506242,"Include"
"5573",2429146,"ufl","f",-0.146679828403301,"Include"
"5574",2429236,"ufl","m",0.454243050809355,"Include"
"5575",2429239,"ufl","f",-0.103234293364583,"Include"
"5576",2429247,"ufl","f",0.852062151332243,"Include"
"5577",2429263,"ufl","m",-0.844216560506497,"Include"
"5578",2430730,"ufl","f",0.779102509737242,"Include"
"5579",2430732,"ufl","f",0.975201962878192,"Include"
"5580",2430736,"ufl","f",-0.621648414041533,"Include"
"5581",2430737,"ufl","f",-0.709877834826611,"Include"
"5582",2430738,"ufl","f",0.649375957893721,"Include"
"5583",2430747,"ufl","f",-0.0326760921635865,"Include"
"5584",2430899,"ufl","f",0.930268431125235,"Include"
"5585",2430901,"ufl","f",0.75029869710945,"Include"
"5586",2431049,"ufl","f",-0.851435105565588,"Include"
"5587",2431050,"ufl","m",0.00169858454492988,"Include"
"5588",2431155,"ufl","f",0.145675689681236,"Include"
"5589",2431158,"ufl","f",0.689463160245125,"Include"
"5590",2431163,"ufl","f",0.244774305885055,"Include"
"5592",2431438,"ufl","m",-0.421785795567739,"Include"
"5593",2431545,"ufl","f",-0.424096677540069,"Include"
"5594",2431549,"ufl","f",1.08144071613501,"Include"
"5595",2431635,"ufl","f",0.560949136245194,"Include"
"5596",2431639,"ufl","f",0.64753312758374,"Include"
"5597",2431659,"ufl","m",-0.691006794527004,"Include"
"5598",2431729,"ufl","f",0.693400764994752,"Include"
"5599",2435972,"ufl","f",-0.670979781564581,"Include"
"5600",2442762,"ufl","f",0.59613393697065,"Include"
"5601",2442764,"ufl","f",0.915271211571535,"Include"
"5602",2445943,"ufl","f",0.202831686217412,"Include"
"5603",2445949,"ufl","f",0.749024146720548,"Include"
"5604",2446062,"ufl","m",-0.200167881308827,"Include"
"5605",2446209,"ufl","m",0.957150708063415,"Include"
