"","session_id","referrer","quoteGroup","quote"
"1494",2399787,"mcdaniel","disliked source",4
"1495",2399902,"mcdaniel","liked source",3
"1496",2400037,"mcdaniel","liked source",5
"1497",2400210,"mcdaniel","disliked source",5
"1498",2400235,"mcdaniel","liked source",5
"1499",2401208,"mcdaniel","disliked source",8
"1500",2401951,"mcdaniel","disliked source",4
"1501",2402044,"mcdaniel","disliked source",4
"1502",2402928,"mcdaniel","disliked source",7
"1503",2403279,"mcdaniel","liked source",5
"1504",2403281,"mcdaniel","disliked source",5
"1505",2403486,"mcdaniel","disliked source",5
"1506",2403994,"mcdaniel","disliked source",5
"1507",2404062,"mcdaniel","disliked source",1
"1508",2404410,"mcdaniel","liked source",7
"1509",2404963,"mcdaniel","disliked source",5
"1510",2406245,"mcdaniel","disliked source",3
"1511",2406254,"mcdaniel","liked source",7
"1512",2406284,"mcdaniel","liked source",5
"1513",2406393,"mcdaniel","liked source",7
"1514",2406430,"mcdaniel","disliked source",9
"1515",2406659,"mcdaniel","liked source",5
"1516",2407838,"mcdaniel","liked source",6
"1517",2407974,"mcdaniel","liked source",5
"1518",2408350,"mcdaniel","liked source",4
"1519",2411236,"mcdaniel","disliked source",5
"1520",2417482,"mcdaniel","disliked source",5
"1521",2417521,"mcdaniel","disliked source",7
"1522",2419187,"mcdaniel","disliked source",1
"1523",2419449,"mcdaniel","disliked source",9
"1524",2419466,"mcdaniel","liked source",6
"1525",2422137,"mcdaniel","liked source",5
"1526",2426038,"mcdaniel","disliked source",4
"1527",2427815,"mcdaniel","disliked source",3
"1528",2432796,"mcdaniel","disliked source",7
"1529",2432935,"mcdaniel","liked source",7
"1530",2437191,"mcdaniel","disliked source",4
"1531",2443785,"mcdaniel","liked source",7
"1532",2450946,"mcdaniel","disliked source",8
"1533",2451040,"mcdaniel","liked source",3
"1534",2451047,"mcdaniel","disliked source",3
"1535",2451061,"mcdaniel","disliked source",4
"1536",2451063,"mcdaniel","liked source",5
"1537",2451168,"mcdaniel","liked source",5
"1538",2451581,"mcdaniel","liked source",5
"1539",2452524,"mcdaniel","liked source",3
"1540",2452700,"mcdaniel","liked source",6
"1541",2452715,"mcdaniel","disliked source",5
"1542",2453249,"mcdaniel","disliked source",7
"1543",2453291,"mcdaniel","liked source",5
"1544",2455264,"mcdaniel","liked source",6
"1545",2457301,"mcdaniel","liked source",8
"1546",2457522,"mcdaniel","liked source",9
"1547",2457617,"mcdaniel","liked source",5
"1548",2463756,"mcdaniel","liked source",7
"1549",2465487,"mcdaniel","disliked source",5
"1550",2465595,"mcdaniel","disliked source",5
"1551",2465691,"mcdaniel","liked source",8
"1552",2465895,"mcdaniel","disliked source",6
"1553",2465948,"mcdaniel","disliked source",9
"1554",2465952,"mcdaniel","disliked source",6
"1555",2466277,"mcdaniel","disliked source",7
"1556",2466426,"mcdaniel","disliked source",2
"1557",2466569,"mcdaniel","disliked source",5
"1558",2468447,"mcdaniel","disliked source",4
"1559",2475770,"mcdaniel","liked source",3
"1560",2475870,"mcdaniel","liked source",4
"1561",2475950,"mcdaniel","liked source",3
"1562",2475968,"mcdaniel","disliked source",5
"1563",2475985,"mcdaniel","liked source",9
"1564",2476037,"mcdaniel","liked source",5
"1565",2476046,"mcdaniel","disliked source",6
"1566",2476444,"mcdaniel","liked source",6
"1567",2476544,"mcdaniel","disliked source",5
"1568",2476548,"mcdaniel","liked source",4
"1569",2476586,"mcdaniel","liked source",5
"1570",2476588,"mcdaniel","disliked source",3
"1571",2476678,"mcdaniel","liked source",1
"1572",2477597,"mcdaniel","disliked source",6
"1573",2478261,"mcdaniel","liked source",6
"1574",2478285,"mcdaniel","liked source",3
"1575",2478338,"mcdaniel","disliked source",9
"1576",2478384,"mcdaniel","disliked source",4
"1577",2478426,"mcdaniel","disliked source",7
"1578",2478477,"mcdaniel","liked source",5
"1579",2478500,"mcdaniel","liked source",4
"1580",2478592,"mcdaniel","liked source",4
"1581",2478634,"mcdaniel","disliked source",2
"1582",2479532,"mcdaniel","disliked source",5
"1583",2479770,"mcdaniel","liked source",5
"1584",2479919,"mcdaniel","liked source",4
"1585",2480394,"mcdaniel","liked source",5
"1586",2480401,"mcdaniel","liked source",6
"1587",2481545,"mcdaniel","disliked source",5
"1588",2482952,"mcdaniel","disliked source",7
"1589",2483183,"mcdaniel","liked source",9
"1590",2483263,"mcdaniel","liked source",7
"1591",2491455,"mcdaniel","liked source",7
