"","session_id","referrer","quoteGroup","quote"
"5780",2443384,"uva","liked source",6
"5781",2443392,"uva","disliked source",4
"5782",2443401,"uva","liked source",3
"5783",2443436,"uva","disliked source",8
"5784",2443445,"uva","liked source",4
"5785",2443449,"uva","liked source",5
"5786",2443485,"uva","liked source",4
"5787",2443494,"uva","disliked source",6
"5788",2443583,"uva","liked source",7
"5789",2443625,"uva","disliked source",7
"5790",2443643,"uva","disliked source",3
"5791",2443646,"uva","disliked source",5
"5792",2443669,"uva","disliked source",3
"5793",2456535,"uva","disliked source",5
"5794",2456539,"uva","disliked source",7
"5795",2456541,"uva","liked source",4
"5796",2456550,"uva","disliked source",5
"5797",2456616,"uva","disliked source",9
"5798",2456620,"uva","liked source",5
"5799",2456621,"uva","disliked source",4
"5800",2456649,"uva","liked source",8
"5801",2456690,"uva","liked source",7
"5802",2456696,"uva","liked source",5
"5803",2456699,"uva","liked source",5
"5804",2456709,"uva","disliked source",4
"5805",2456741,"uva","disliked source",5
"5806",2456758,"uva","disliked source",5
"5807",2456762,"uva","liked source",4
"5808",2456767,"uva","liked source",7
"5809",2461896,"uva","liked source",3
"5810",2461900,"uva","disliked source",4
"5811",2461901,"uva","disliked source",6
"5812",2461905,"uva","liked source",9
"5813",2461947,"uva","disliked source",6
"5814",2461950,"uva","disliked source",5
"5815",2461952,"uva","disliked source",8
"5816",2461953,"uva","liked source",3
"5817",2462040,"uva","disliked source",6
"5818",2462051,"uva","disliked source",8
"5819",2462060,"uva","liked source",7
"5820",2462122,"uva","disliked source",7
"5821",2493673,"uva","liked source",6
"5822",2493676,"uva","liked source",5
"5823",2493677,"uva","liked source",4
"5824",2493724,"uva","disliked source",5
"5825",2493743,"uva","liked source",9
"5826",2493783,"uva","disliked source",4
"5827",2493784,"uva","liked source",5
"5828",2493797,"uva","liked source",5
"5829",2493804,"uva","liked source",2
"5830",2493811,"uva","disliked source",7
"5831",2493823,"uva","disliked source",5
"5832",2493824,"uva","liked source",7
"5833",2493825,"uva","disliked source",4
"5834",2495929,"uva","disliked source",3
"5835",2495938,"uva","liked source",4
"5836",2495940,"uva","liked source",4
"5837",2495995,"uva","liked source",6
"5838",2495998,"uva","liked source",6
"5839",2496022,"uva","liked source",7
"5840",2496027,"uva","disliked source",7
"5841",2497527,"uva","disliked source",5
"5842",2497532,"uva","disliked source",4
"5843",2497560,"uva","liked source",7
"5844",2497563,"uva","liked source",5
"5845",2497591,"uva","liked source",6
"5846",2497596,"uva","liked source",5
"5847",2497602,"uva","liked source",7
"5848",2497609,"uva","liked source",4
"5849",2497629,"uva","disliked source",2
"5850",2497633,"uva","liked source",9
"5851",2497655,"uva","disliked source",1
"5852",2497672,"uva","liked source",5
"5853",2503816,"uva","disliked source",5
"5854",2503817,"uva","liked source",6
"5855",2503820,"uva","disliked source",6
"5856",2503821,"uva","liked source",5
"5857",2503900,"uva","liked source",6
"5858",2503903,"uva","disliked source",6
"5859",2503904,"uva","disliked source",6
"5860",2503907,"uva","disliked source",4
