"","session_id","referrer","quoteGroup","quote"
"2677",2461191,"osu","liked source",9
"2678",2461193,"osu","disliked source",4
"2679",2461194,"osu","liked source",5
"2680",2461196,"osu","disliked source",7
"2681",2461197,"osu","liked source",3
"2682",2461198,"osu","liked source",7
"2683",2461201,"osu","disliked source",5
"2684",2461202,"osu","disliked source",7
"2685",2461204,"osu","disliked source",8
"2686",2461207,"osu","liked source",9
"2687",2461208,"osu","liked source",6
"2688",2461212,"osu","disliked source",3
"2689",2461217,"osu","disliked source",6
"2690",2461218,"osu","disliked source",7
"2691",2461224,"osu","liked source",6
"2692",2461225,"osu","liked source",3
"2693",2461226,"osu","disliked source",5
"2694",2461231,"osu","liked source",5
"2695",2461235,"osu","liked source",9
"2696",2461236,"osu","disliked source",5
"2697",2461292,"osu","disliked source",7
"2698",2461298,"osu","disliked source",5
"2699",2461299,"osu","liked source",5
"2700",2461308,"osu","disliked source",5
"2701",2461309,"osu","disliked source",6
"2702",2461310,"osu","disliked source",2
"2703",2461311,"osu","liked source",9
"2704",2461316,"osu","liked source",2
"2705",2461319,"osu","liked source",7
"2706",2461321,"osu","liked source",9
"2707",2461327,"osu","liked source",7
"2708",2461330,"osu","liked source",8
"2709",2461333,"osu","disliked source",4
"2710",2461334,"osu","disliked source",5
"2711",2461335,"osu","liked source",5
"2712",2461338,"osu","disliked source",5
"2713",2461340,"osu","disliked source",4
"2714",2461341,"osu","disliked source",7
"2715",2461342,"osu","liked source",5
"2716",2461343,"osu","liked source",9
"2717",2461476,"osu","liked source",5
"2718",2461477,"osu","disliked source",6
"2719",2461479,"osu","liked source",9
"2720",2461481,"osu","disliked source",5
"2721",2461487,"osu","disliked source",5
"2722",2461488,"osu","liked source",5
"2723",2461489,"osu","liked source",7
"2724",2461491,"osu","liked source",6
"2725",2461492,"osu","disliked source",4
"2726",2461495,"osu","liked source",6
"2727",2461497,"osu","liked source",4
"2728",2461499,"osu","disliked source",4
"2729",2461500,"osu","disliked source",9
"2730",2461503,"osu","liked source",8
"2731",2461504,"osu","liked source",4
"2732",2461505,"osu","disliked source",7
"2733",2461510,"osu","disliked source",7
"2734",2461512,"osu","disliked source",5
"2735",2461513,"osu","disliked source",2
"2736",2461518,"osu","disliked source",8
"2737",2461521,"osu","disliked source",5
"2738",2461524,"osu","liked source",8
"2739",2461532,"osu","liked source",9
"2740",2461645,"osu","disliked source",5
"2741",2461650,"osu","liked source",7
"2742",2461652,"osu","disliked source",4
"2743",2461656,"osu","liked source",4
"2744",2461657,"osu","disliked source",1
"2745",2461659,"osu","disliked source",3
"2746",2461661,"osu","liked source",9
"2747",2461663,"osu","liked source",9
"2748",2461664,"osu","liked source",7
"2749",2461666,"osu","disliked source",5
"2750",2461668,"osu","disliked source",8
"2751",2461672,"osu","liked source",3
"2752",2461673,"osu","liked source",4
"2753",2461674,"osu","liked source",3
"2754",2461676,"osu","liked source",3
"2755",2461685,"osu","liked source",9
"2756",2461689,"osu","liked source",2
"2757",2461690,"osu","disliked source",9
"2758",2461693,"osu","liked source",8
"2759",2461706,"osu","disliked source",5
"2760",2461707,"osu","disliked source",6
"2761",2461710,"osu","liked source",9
"2762",2461828,"osu","disliked source",5
"2763",2461831,"osu","disliked source",9
"2764",2461832,"osu","disliked source",3
"2765",2461834,"osu","liked source",7
"2766",2461837,"osu","disliked source",5
"2767",2461841,"osu","disliked source",6
"2768",2461848,"osu","liked source",4
"2769",2461849,"osu","disliked source",6
"2770",2461852,"osu","disliked source",5
"2771",2461855,"osu","disliked source",6
"2772",2461856,"osu","disliked source",5
"2773",2461858,"osu","liked source",3
"2774",2461860,"osu","liked source",4
"2775",2461861,"osu","liked source",9
"2776",2461864,"osu","disliked source",5
"2777",2461865,"osu","liked source",5
"2778",2461867,"osu","disliked source",9
"2779",2461868,"osu","liked source",8
"2780",2461870,"osu","disliked source",9
"2781",2461876,"osu","liked source",4
"2782",2461880,"osu","disliked source",8
"2783",2461925,"osu","disliked source",7
