"","session_id","referrer","quoteGroup","quote"
"5861",2448165,"vcu","liked source",9
"5862",2451793,"vcu","liked source",6
"5863",2451903,"vcu","liked source",5
"5864",2451987,"vcu","liked source",3
"5865",2457829,"vcu","liked source",5
"5866",2458789,"vcu","liked source",6
"5867",2458795,"vcu","liked source",8
"5868",2458799,"vcu","liked source",3
"5869",2458838,"vcu","disliked source",7
"5870",2458840,"vcu","liked source",3
"5871",2458846,"vcu","liked source",8
"5872",2458891,"vcu","disliked source",4
"5873",2458896,"vcu","liked source",4
"5874",2458907,"vcu","disliked source",7
"5875",2458917,"vcu","liked source",5
"5876",2458939,"vcu","liked source",3
"5877",2458963,"vcu","disliked source",2
"5878",2458993,"vcu","liked source",9
"5879",2459055,"vcu","liked source",5
"5880",2459062,"vcu","disliked source",5
"5881",2459110,"vcu","liked source",4
"5882",2461604,"vcu","disliked source",4
"5883",2461607,"vcu","liked source",9
"5884",2461614,"vcu","disliked source",3
"5885",2461714,"vcu","disliked source",5
"5886",2461716,"vcu","liked source",5
"5887",2465635,"vcu","disliked source",5
"5888",2465638,"vcu","disliked source",7
"5889",2465639,"vcu","disliked source",3
"5890",2465710,"vcu","disliked source",6
"5891",2465711,"vcu","liked source",9
"5892",2465713,"vcu","liked source",6
"5893",2465756,"vcu","disliked source",6
"5894",2465758,"vcu","disliked source",9
"5895",2465793,"vcu","liked source",2
"5896",2465826,"vcu","liked source",7
"5897",2465946,"vcu","disliked source",7
"5898",2467333,"vcu","disliked source",4
"5899",2467427,"vcu","disliked source",2
"5900",2467490,"vcu","disliked source",5
"5901",2472268,"vcu","liked source",4
"5902",2472270,"vcu","disliked source",5
"5903",2472311,"vcu","liked source",6
"5904",2472313,"vcu","liked source",6
"5905",2472314,"vcu","disliked source",1
"5906",2472424,"vcu","liked source",6
"5907",2472454,"vcu","liked source",3
"5908",2472461,"vcu","disliked source",5
"5909",2472484,"vcu","liked source",1
"5910",2472527,"vcu","disliked source",1
"5911",2472533,"vcu","disliked source",7
"5912",2473443,"vcu","liked source",8
"5913",2473491,"vcu","liked source",7
"5914",2473628,"vcu","liked source",9
"5915",2473629,"vcu","disliked source",8
"5916",2473630,"vcu","liked source",9
"5917",2477381,"vcu","liked source",3
"5918",2477384,"vcu","liked source",8
"5919",2477392,"vcu","disliked source",5
"5920",2477407,"vcu","disliked source",6
"5921",2477432,"vcu","disliked source",5
"5922",2477481,"vcu","disliked source",5
"5923",2477552,"vcu","disliked source",4
"5924",2477553,"vcu","disliked source",4
"5925",2477608,"vcu","liked source",8
"5926",2479419,"vcu","disliked source",7
"5927",2479456,"vcu","disliked source",5
"5928",2479459,"vcu","disliked source",5
"5929",2479461,"vcu","liked source",5
"5930",2479491,"vcu","disliked source",5
"5931",2479492,"vcu","liked source",5
"5932",2479551,"vcu","disliked source",5
"5933",2479552,"vcu","disliked source",5
"5934",2479556,"vcu","disliked source",1
"5935",2479606,"vcu","liked source",5
"5936",2479607,"vcu","disliked source",5
"5937",2479610,"vcu","liked source",8
"5938",2484393,"vcu","disliked source",5
"5939",2484394,"vcu","liked source",5
"5940",2484409,"vcu","disliked source",5
"5941",2484479,"vcu","liked source",1
"5942",2484583,"vcu","disliked source",9
"5943",2484584,"vcu","disliked source",5
"5944",2484605,"vcu","disliked source",6
"5945",2484731,"vcu","disliked source",7
"5946",2484821,"vcu","disliked source",5
"5947",2484823,"vcu","liked source",9
"5948",2486359,"vcu","disliked source",5
"5949",2486360,"vcu","disliked source",5
"5950",2486471,"vcu","liked source",9
"5951",2486800,"vcu","disliked source",5
"5952",2486813,"vcu","disliked source",7
"5953",2486820,"vcu","liked source",5
"5954",2486838,"vcu","disliked source",5
"5955",2486843,"vcu","liked source",1
"5956",2490264,"vcu","disliked source",5
"5957",2490265,"vcu","disliked source",8
"5958",2490268,"vcu","disliked source",1
"5959",2490275,"vcu","disliked source",5
"5960",2490276,"vcu","disliked source",3
"5961",2490281,"vcu","disliked source",7
"5962",2490326,"vcu","liked source",9
"5963",2490327,"vcu","liked source",5
"5964",2490328,"vcu","liked source",5
"5965",2490371,"vcu","disliked source",7
"5966",2490398,"vcu","disliked source",4
"5967",2492269,"vcu","liked source",9
"5968",2492270,"vcu","disliked source",8
