"","session_id","referrer","quoteGroup","quote"
"2784",2462516,"oxy","disliked source",6
"2785",2466207,"oxy","disliked source",8
"2786",2467505,"oxy","liked source",5
"2787",2468479,"oxy","disliked source",5
"2788",2468498,"oxy","liked source",1
"2789",2468526,"oxy","disliked source",5
"2790",2468562,"oxy","liked source",6
"2791",2470610,"oxy","disliked source",8
"2792",2472850,"oxy","disliked source",5
"2793",2472858,"oxy","disliked source",6
"2794",2473837,"oxy","liked source",5
"2795",2474014,"oxy","disliked source",5
"2796",2474020,"oxy","disliked source",3
"2797",2474056,"oxy","disliked source",5
"2798",2474176,"oxy","liked source",7
"2799",2474177,"oxy","disliked source",4
"2800",2474189,"oxy","liked source",5
"2801",2474252,"oxy","disliked source",8
"2802",2474254,"oxy","disliked source",5
"2803",2477323,"oxy","disliked source",3
"2804",2477855,"oxy","disliked source",5
"2805",2477933,"oxy","liked source",9
"2806",2477938,"oxy","liked source",8
"2807",2478303,"oxy","disliked source",9
"2808",2478307,"oxy","liked source",4
"2809",2478344,"oxy","disliked source",4
"2810",2478349,"oxy","liked source",1
"2811",2479320,"oxy","liked source",5
"2812",2479506,"oxy","liked source",7
"2813",2479520,"oxy","liked source",5
"2814",2479543,"oxy","liked source",7
"2815",2479549,"oxy","disliked source",6
"2816",2479567,"oxy","disliked source",7
"2817",2479599,"oxy","disliked source",8
"2818",2480067,"oxy","liked source",7
"2819",2480069,"oxy","liked source",9
"2820",2480096,"oxy","liked source",2
"2821",2480103,"oxy","liked source",7
"2822",2480200,"oxy","liked source",6
"2823",2480203,"oxy","liked source",8
"2824",2480294,"oxy","disliked source",5
"2825",2480312,"oxy","liked source",4
"2826",2480351,"oxy","disliked source",2
"2827",2480368,"oxy","liked source",5
"2828",2480423,"oxy","liked source",6
"2830",2482032,"oxy","disliked source",3
"2831",2482046,"oxy","disliked source",6
"2832",2482113,"oxy","disliked source",4
"2833",2482637,"oxy","disliked source",5
"2834",2482713,"oxy","disliked source",8
"2835",2482718,"oxy","disliked source",1
"2836",2482744,"oxy","liked source",4
"2837",2482764,"oxy","liked source",5
"2838",2482785,"oxy","liked source",9
"2839",2482886,"oxy","disliked source",6
"2840",2482887,"oxy","liked source",8
"2841",2482889,"oxy","liked source",7
"2842",2483043,"oxy","liked source",8
"2843",2483379,"oxy","liked source",3
"2844",2483385,"oxy","disliked source",8
"2845",2484212,"oxy","disliked source",6
"2846",2484256,"oxy","disliked source",3
"2847",2484273,"oxy","disliked source",5
"2848",2484301,"oxy","liked source",7
"2849",2484312,"oxy","liked source",6
"2850",2484316,"oxy","liked source",2
"2851",2484345,"oxy","liked source",5
"2852",2484429,"oxy","liked source",6
"2853",2484440,"oxy","liked source",7
"2854",2484486,"oxy","liked source",4
"2855",2484488,"oxy","disliked source",4
"2856",2484532,"oxy","liked source",7
"2857",2484632,"oxy","liked source",5
"2858",2484634,"oxy","disliked source",7
"2859",2484656,"oxy","liked source",7
"2860",2484661,"oxy","disliked source",5
"2861",2484737,"oxy","liked source",9
"2862",2484741,"oxy","disliked source",2
"2863",2484870,"oxy","disliked source",5
"2864",2484875,"oxy","disliked source",7
"2865",2485179,"oxy","disliked source",3
"2866",2485308,"oxy","liked source",7
"2867",2485317,"oxy","disliked source",7
"2868",2485321,"oxy","disliked source",5
"2869",2485328,"oxy","disliked source",3
"2870",2485335,"oxy","liked source",3
"2871",2485350,"oxy","liked source",7
"2872",2485352,"oxy","disliked source",7
"2873",2485378,"oxy","liked source",7
"2874",2485381,"oxy","disliked source",5
"2875",2485408,"oxy","liked source",6
"2876",2485423,"oxy","liked source",6
"2877",2485616,"oxy","disliked source",9
"2878",2486362,"oxy","liked source",6
"2879",2486467,"oxy","liked source",4
"2880",2486468,"oxy","disliked source",8
"2881",2486681,"oxy","liked source",4
"2882",2486686,"oxy","liked source",4
"2883",2486705,"oxy","disliked source",7
"2884",2486762,"oxy","disliked source",6
"2885",2487006,"oxy","liked source",3
"2886",2487036,"oxy","disliked source",5
"2887",2487040,"oxy","disliked source",5
"2888",2487042,"oxy","disliked source",8
"2889",2487072,"oxy","liked source",8
"2890",2487074,"oxy","liked source",9
"2891",2487113,"oxy","liked source",4
"2892",2487115,"oxy","liked source",9
"2893",2487152,"oxy","liked source",6
"2894",2487187,"oxy","disliked source",3
"2895",2487188,"oxy","liked source",5
"2896",2487191,"oxy","disliked source",7
"2897",2487196,"oxy","liked source",5
"2898",2487219,"oxy","liked source",8
"2899",2487225,"oxy","disliked source",6
"2900",2487227,"oxy","liked source",7
"2901",2487255,"oxy","disliked source",3
"2902",2487257,"oxy","disliked source",8
"2903",2487268,"oxy","disliked source",8
"2904",2487272,"oxy","disliked source",5
"2905",2487330,"oxy","disliked source",6
"2906",2496938,"oxy","liked source",7
