uID,CounterBalance,Prominent2nd,Prominent1st,Asymmetry
1630,CBA,9.3,7.90909090909091,1.39090909090909
1632,CBB,9.45454545454546,10.6,-1.14545454545454
1633,CBB,10.3636363636364,11.9,-1.53636363636364
1638,CBA,10.5,12.1818181818182,-1.68181818181818
1639,CBB,9.18181818181818,9.1,0.081818181818182
1646,CBB,13.6363636363636,13.9,-0.263636363636364
1651,CBA,13,12.7272727272727,0.272727272727273
1653,CBA,14.5,14.3636363636364,0.136363636363637
1654,CBA,12.9,10.7272727272727,2.17272727272727
1655,CBA,11.4,11.0909090909091,0.309090909090909
1657,CBA,10.7,15.0909090909091,-4.39090909090909
1659,CBA,11.7,11.2727272727273,0.427272727272726
1663,CBB,14,12.3,1.7
1664,CBA,10.6,10.3636363636364,0.236363636363636
1665,CBA,12.3,11.6363636363636,0.663636363636364
1668,CBB,7.45454545454545,9.9,-2.44545454545455
1673,CBB,14.4545454545455,14.6,-0.145454545454545
1674,CBA,12.2,10.9090909090909,1.29090909090909
1675,CBA,9,10.8181818181818,-1.81818181818182
1676,CBB,15.3636363636364,15.7,-0.336363636363636
1681,CBA,10.1,10.8181818181818,-0.718181818181819
1683,CBB,10.0909090909091,14.1,-4.00909090909091
1684,CBA,11.6,13.7272727272727,-2.12727272727273
1692,CBA,13.4,10,3.4
1695,CBB,13,11.7,1.3
1699,CBB,15.2727272727273,15.1,0.172727272727274
1701,CBB,10.8181818181818,11.4,-0.581818181818182
1706,CBA,8.1,7.27272727272727,0.827272727272727
1709,CBA,11.6,10,1.6
1713,CBB,11.9090909090909,11.9,0.00909090909090793
1714,CBB,15.1818181818182,15.4,-0.218181818181819
1715,CBB,7.27272727272727,9.7,-2.42727272727273
1716,CBA,9.9,10.0909090909091,-0.190909090909091
1717,CBA,10.3,8.63636363636364,1.66363636363636
1720,CBA,14.9,14.9090909090909,-0.00909090909090793
1721,CBA,13.8,11.5454545454545,2.25454545454546
1722,CBA,15.1,15.4545454545455,-0.354545454545455
1726,CBA,18.2,15.3636363636364,2.83636363636364
1728,CBA,7.3,7.54545454545455,-0.245454545454546
1730,CBB,17,9.2,7.8
1740,CBA,5.8,4.81818181818182,0.981818181818181
1741,CBA,12.1,10.1818181818182,1.91818181818182
1745,CBA,10.9,11,-0.0999999999999996
1746,CBB,12,11.2,0.800000000000001
1747,CBA,10.5,10.9090909090909,-0.409090909090908
1748,CBA,18.9,18.9090909090909,-0.00909090909091148
1750,CBA,12.5,12.4545454545455,0.045454545454545
1754,CBA,7.6,4.90909090909091,2.69090909090909
1755,CBA,8.4,5.72727272727273,2.67272727272727
1760,CBA,12.8,9,3.8
1765,CBA,12.8,12.8181818181818,-0.0181818181818176
1768,CBA,12.8,13,-0.199999999999999
1773,CBA,11.3,11,0.300000000000001
1775,CBA,11.3,10,1.3
1777,CBA,12.4,11.7272727272727,0.672727272727274
1781,CBB,12,11.9,0.0999999999999996
1784,CBB,14.9090909090909,15.8,-0.890909090909092
1789,CBA,11.2,9.72727272727273,1.47272727272727
1792,CBA,11.3,10.9090909090909,0.390909090909092
1794,CBA,11,11.5454545454545,-0.545454545454545
1795,CBB,13.1818181818182,12.9,0.281818181818181
1801,CBB,9.09090909090909,10.5,-1.40909090909091
1803,CBB,16.8181818181818,17.4,-0.581818181818182
1804,CBB,19.4545454545455,19.2,0.254545454545454
1805,CBA,14.6,14.6363636363636,-0.036363636363637
1809,CBB,7.27272727272727,9.6,-2.32727272727273
1811,CBB,5.45454545454545,7.3,-1.84545454545455
1813,CBB,9.54545454545454,11.4,-1.85454545454546
1818,CBA,12.3,11.9090909090909,0.390909090909092
1819,CBB,17.0909090909091,17.6,-0.509090909090912
1820,CBB,14.1818181818182,13.8,0.381818181818181
1821,CBA,9.1,8.45454545454546,0.645454545454545
1822,CBB,9.54545454545454,8.8,0.745454545454544
1823,CBA,9,9.45454545454546,-0.454545454545455
1825,CBA,5.5,5.09090909090909,0.409090909090909
1831,CBA,8.7,11.9090909090909,-3.20909090909091
1834,CBA,7,6.90909090909091,0.0909090909090908
1836,CBB,18.2727272727273,14.3,3.97272727272727
1838,CBA,12,11.7272727272727,0.272727272727273
1840,CBB,7.18181818181818,8,-0.818181818181818
1843,CBA,10.5,9.54545454545454,0.954545454545455
1845,CBA,12.7,13.4545454545455,-0.754545454545456
1930,CBB,9.09090909090909,9.2,-0.109090909090908
1931,CBA,7.9,7.45454545454545,0.445454545454546
1933,CBB,9.45454545454546,10.2,-0.745454545454544
1934,CBA,9.1,7.90909090909091,1.19090909090909
1935,CBB,11.5454545454545,13.1,-1.55454545454545
1938,CBB,10.8181818181818,12.3,-1.48181818181818
1941,CBA,7.4,5.90909090909091,1.49090909090909
1943,CBA,9.6,3.81818181818182,5.78181818181818
1945,CBA,7.6,7.36363636363636,0.236363636363636
1946,CBB,11.7272727272727,12.8,-1.07272727272727
1947,CBA,10.4,8.09090909090909,2.30909090909091
1949,CBB,10.1818181818182,11.5,-1.31818181818182
1950,CBA,11.6,10.3636363636364,1.23636363636364
1954,CBB,11.3636363636364,11.9,-0.536363636363637
1956,CBA,10.5,8.18181818181818,2.31818181818182
1957,CBA,11.7,7.18181818181818,4.51818181818182
1961,CBB,9.09090909090909,10,-0.909090909090908
1962,CBA,9.6,7.90909090909091,1.69090909090909
1973,CBB,8.45454545454546,10.3,-1.84545454545455
1975,CBB,10.6363636363636,12.2,-1.56363636363636
1976,CBA,4.6,1.36363636363636,3.23636363636364
1981,CBA,6.9,7,-0.0999999999999996
1983,CBB,9.81818181818182,10.1,-0.281818181818181
1985,CBA,10,9.63636363636364,0.363636363636363
1987,CBA,10.3,4.45454545454545,5.84545454545455
1991,CBA,10.2,8.81818181818182,1.38181818181818
1992,CBB,8.36363636363636,10.5,-2.13636363636364
1993,CBB,7.90909090909091,11.8,-3.89090909090909
1994,CBB,10.0909090909091,11.1,-1.00909090909091
1995,CBB,6.90909090909091,9.5,-2.59090909090909
1997,CBA,11.6,9.18181818181818,2.41818181818182
1999,CBB,8.54545454545455,11.5,-2.95454545454546
2002,CBA,12.1,7.27272727272727,4.82727272727273
2003,CBA,12.2,11.6363636363636,0.563636363636363
2005,CBA,13.8,13.2727272727273,0.527272727272727
2008,CBB,5.18181818181818,5.3,-0.118181818181818
2009,CBA,10.4,9.90909090909091,0.490909090909092
2010,CBA,11.8,8.36363636363636,3.43636363636364
2012,CBB,9.18181818181818,8,1.18181818181818
2193,CBA,15.6,15.8181818181818,-0.218181818181819
2196,CBB,9.27272727272727,10.3,-1.02727272727273
2201,CBB,11.8181818181818,11.3,0.518181818181818
2203,CBA,12.2,13.0909090909091,-0.890909090909092
2206,CBB,15.8181818181818,15.1,0.718181818181819
2207,CBA,8.1,7.36363636363636,0.736363636363636
2211,CBA,13.2,14.3636363636364,-1.16363636363636
2212,CBA,18.2,16.8181818181818,1.38181818181818
2213,CBB,6.45454545454545,7.5,-1.04545454545455
2216,CBA,13.6,13.5454545454545,0.0545454545454547
2218,CBA,14.9,14.4545454545455,0.445454545454545
2222,CBB,12.3636363636364,12.3,0.0636363636363626
2230,CBB,17.3636363636364,17.2,0.163636363636364
2231,CBA,16.5,17,-0.5
2234,CBB,16.1818181818182,16.2,-0.0181818181818159
2237,CBA,10.6,10.3636363636364,0.236363636363636
2252,CBA,13.5,13.7272727272727,-0.227272727272727
2255,CBB,12.1818181818182,10.8,1.38181818181818
2256,CBB,11.7272727272727,13.5,-1.77272727272727
2258,CBA,11.8,11.5454545454545,0.254545454545456
2259,CBB,12,11.9,0.0999999999999996
2263,CBB,12.7272727272727,13.3,-0.572727272727274
2272,CBB,10.3636363636364,9.3,1.06363636363636
2520,CBA,13.9,9.09090909090909,4.80909090909091
2524,CBB,10.2727272727273,12.9,-2.62727272727273
2525,CBA,12,8.63636363636364,3.36363636363636
2526,CBB,8.09090909090909,8.8,-0.709090909090909
2527,CBB,9.18181818181818,12.9,-3.71818181818182
2528,CBA,9,9,0
2531,CBA,8.7,7.27272727272727,1.42727272727273
2538,CBB,6.54545454545455,9.5,-2.95454545454545
2539,CBA,9.5,7.54545454545455,1.95454545454545
2545,CBA,9,8.36363636363636,0.636363636363637
2546,CBA,6,5.54545454545455,0.454545454545454
2550,CBB,8.72727272727273,10.9,-2.17272727272727
2554,CBB,4.09090909090909,7,-2.90909090909091
2555,CBA,7.5,5.63636363636364,1.86363636363636
2556,CBA,7.4,6.81818181818182,0.581818181818182
2559,CBB,4.72727272727273,8.4,-3.67272727272727
2560,CBB,10.0909090909091,8.5,1.59090909090909
2562,CBA,6.9,9,-2.1
2563,CBB,4.90909090909091,8.6,-3.69090909090909
2564,CBB,8.72727272727273,10.1,-1.37272727272727
2568,CBB,5.27272727272727,8.8,-3.52727272727273
2572,CBB,5.63636363636364,8.2,-2.56363636363636
2575,CBB,5.18181818181818,5.7,-0.518181818181819
2576,CBA,8.8,7.54545454545455,1.25454545454545
2577,CBB,7.45454545454545,11.5,-4.04545454545455
2581,CBA,8.7,5.45454545454545,3.24545454545455
2583,CBB,12.1818181818182,14.7,-2.51818181818182
2588,CBA,6.3,5.45454545454545,0.845454545454546
2589,CBB,7.45454545454545,8.8,-1.34545454545455
2590,CBA,8,7.45454545454545,0.545454545454546
2591,CBB,9,10.5,-1.5
2592,CBA,9.7,5.45454545454545,4.24545454545455
2593,CBB,4.09090909090909,7,-2.90909090909091
2596,CBB,11.6363636363636,11,0.636363636363637
2597,CBA,6.1,4.18181818181818,1.91818181818182
2600,CBB,8.54545454545455,10.2,-1.65454545454545
2601,CBB,10.5454545454545,12.9,-2.35454545454546
2603,CBA,11.2,11.6363636363636,-0.436363636363637
2605,CBB,7.45454545454545,9.4,-1.94545454545455
2606,CBB,9.27272727272727,11.3,-2.02727272727273
2609,CBA,10.9,10.3636363636364,0.536363636363637
2611,CBB,9,10.4,-1.4
2613,CBB,9.72727272727273,9.3,0.427272727272726
2615,CBA,11.6,9.72727272727273,1.87272727272727
2617,CBB,8.09090909090909,8.1,-0.00909090909090793
2619,CBB,6.90909090909091,7.5,-0.590909090909091
2620,CBB,4.81818181818182,9,-4.18181818181818
2623,CBB,8.54545454545455,9.5,-0.954545454545455
2624,CBA,13.8,7.18181818181818,6.61818181818182
2625,CBB,9,9.5,-0.5
2626,CBB,12.3636363636364,11.1,1.26363636363636
2629,CBB,9.90909090909091,10.4,-0.490909090909092
2632,CBA,13.1,10.7272727272727,2.37272727272727
2636,CBA,11.3,12.0909090909091,-0.790909090909091
2637,CBB,9.63636363636364,12.4,-2.76363636363636
2638,CBB,5.36363636363636,6.8,-1.43636363636364
2640,CBA,10.2,5,5.2
2641,CBA,11.6,9.72727272727273,1.87272727272727
2648,CBB,5.63636363636364,6.2,-0.563636363636364
2653,CBA,8,9,-1
2655,CBA,7.4,6.36363636363636,1.03636363636364
2656,CBB,5.90909090909091,9.7,-3.79090909090909
2660,CBA,8.9,9.81818181818182,-0.918181818181818
2662,CBB,8.81818181818182,13.6,-4.78181818181818
2665,CBB,9.54545454545454,12.9,-3.35454545454546
2666,CBB,10.8181818181818,12.9,-2.08181818181818
2667,CBA,5.9,4.36363636363636,1.53636363636364
2669,CBB,9.63636363636364,10.7,-1.06363636363636
2670,CBB,6.81818181818182,8.2,-1.38181818181818
2674,CBA,9.9,8.90909090909091,0.990909090909092
2676,CBA,12.8,11.7272727272727,1.07272727272727
2678,CBB,8.81818181818182,10.3,-1.48181818181818
2679,CBB,8.72727272727273,7.7,1.02727272727273
2681,CBB,14.9090909090909,14.5,0.409090909090908
2687,CBA,9.3,8.27272727272727,1.02727272727273
2688,CBB,7.90909090909091,9.8,-1.89090909090909
2689,CBB,10.5454545454545,11.6,-1.05454545454545
2694,CBB,15.4545454545455,14.6,0.854545454545455
2695,CBB,7.90909090909091,10.9,-2.99090909090909
2696,CBB,11.3636363636364,12.4,-1.03636363636364
2702,CBB,10.2727272727273,11.3,-1.02727272727273
2703,CBA,12.8,10,2.8
2709,CBA,16.3,17.1818181818182,-0.881818181818183
2710,CBB,12.1818181818182,15.5,-3.31818181818182
2712,CBB,14.9090909090909,12.8,2.10909090909091
2714,CBA,13.6,11.7272727272727,1.87272727272727
2715,CBB,8.09090909090909,7.1,0.990909090909092
2723,CBA,10.6,10.6363636363636,-0.036363636363637
2725,CBB,7.63636363636364,9.5,-1.86363636363636
2726,CBA,12.6,9.09090909090909,3.50909090909091
2728,CBA,10.6,8.27272727272727,2.32727272727273
2729,CBA,8.8,5.18181818181818,3.61818181818182
2733,CBB,5.72727272727273,8.7,-2.97272727272727
2734,CBA,12.2,10.9090909090909,1.29090909090909
2737,CBA,9.4,7.27272727272727,2.12727272727273
2740,CBA,14,11.9090909090909,2.09090909090909
2742,CBA,14.7,12.2727272727273,2.42727272727273
2744,CBB,6.09090909090909,10.3,-4.20909090909091
