"","session_id","referrer","gambfalgroup","gambfalDV"
"4682",2476887,"swps","three6",1
"4683",2476915,"swps","two6",3.16227766016838
"4684",2476916,"swps","two6",1.4142135623731
"4685",2476919,"swps","two6",1.73205080756888
"4686",2476923,"swps","three6",2.44948974278318
"4687",2476927,"swps","three6",1.73205080756888
"4688",2476928,"swps","two6",1.73205080756888
"4689",2476939,"swps","two6",2
"4690",2476940,"swps","two6",1
"4691",2476942,"swps","three6",2.23606797749979
"4692",2476946,"swps","two6",1
"4693",2476962,"swps","three6",1
"4694",2476971,"swps","two6",2.23606797749979
"4695",2476974,"swps","two6",1
"4696",2476978,"swps","two6",1
"4697",2476979,"swps","two6",1.4142135623731
"4698",2476985,"swps","two6",1.73205080756888
"4699",2476986,"swps","two6",5.19615242270663
"4700",2476996,"swps","two6",1.73205080756888
"4701",2480988,"swps","three6",1.73205080756888
"4702",2480992,"swps","three6",1
"4703",2480993,"swps","two6",0
"4704",2480997,"swps","three6",3.16227766016838
"4705",2481010,"swps","three6",1
"4706",2481026,"swps","three6",1.4142135623731
"4707",2481061,"swps","three6",1
"4708",2481067,"swps","three6",2.23606797749979
"4709",2481068,"swps","two6",4.47213595499958
"4710",2481072,"swps","two6",1.4142135623731
"4711",2481073,"swps","two6",1.4142135623731
"4712",2481082,"swps","two6",1.73205080756888
"4713",2481083,"swps","three6",2.23606797749979
"4714",2481084,"swps","two6",1.73205080756888
"4715",2481085,"swps","three6",2.44948974278318
"4716",2481094,"swps","two6",1.73205080756888
"4717",2481095,"swps","three6",1
"4718",2481096,"swps","three6",2.23606797749979
"4719",2481100,"swps","three6",5.65685424949238
"4720",2481133,"swps","two6",1.4142135623731
"4721",2481148,"swps","three6",1
"4722",2481219,"swps","three6",1.4142135623731
"4723",2481221,"swps","three6",1.73205080756888
"4724",2481223,"swps","two6",1.73205080756888
"4725",2481243,"swps","two6",2.23606797749979
"4726",2481245,"swps","three6",4.47213595499958
"4727",2481246,"swps","three6",1.73205080756888
"4728",2481248,"swps","three6",1
"4729",2481291,"swps","two6",1.73205080756888
"4730",2481292,"swps","three6",1.4142135623731
"4731",2481295,"swps","two6",2.23606797749979
"4732",2481333,"swps","two6",1.4142135623731
"4733",2481383,"swps","two6",1.4142135623731
"4734",2481435,"swps","two6",1.73205080756888
"4735",2481437,"swps","three6",1.4142135623731
"4736",2481439,"swps","three6",1.73205080756888
"4737",2481474,"swps","two6",1.4142135623731
"4738",2481478,"swps","two6",3.16227766016838
"4739",2481490,"swps","three6",1
"4741",2483562,"swps","three6",5.47722557505166
"4742",2483564,"swps","two6",1.4142135623731
"4743",2483580,"swps","three6",1.73205080756888
"4744",2483603,"swps","two6",0
"4745",2483618,"swps","two6",2
"4746",2483620,"swps","three6",1
"4747",2483622,"swps","two6",2
"4748",2483645,"swps","three6",1.73205080756888
"4749",2483646,"swps","three6",1
"4750",2483680,"swps","two6",1
"4751",2483697,"swps","three6",1
"4752",2483709,"swps","two6",1.4142135623731
"4753",2483716,"swps","three6",1
"4754",2483729,"swps","two6",1.4142135623731
"4755",2483731,"swps","three6",1.73205080756888
"4756",2483761,"swps","three6",1.73205080756888
"4757",2483781,"swps","two6",1.4142135623731
"4758",2483787,"swps","two6",0
"4759",2483788,"swps","three6",1.4142135623731
"4760",2483815,"swps","three6",1
