"","session_id","referrer","quoteGroup","quote"
"205",2430718,"charles","disliked source",8
"206",2430722,"charles","liked source",2
"207",2430809,"charles","liked source",6
"208",2430815,"charles","liked source",5
"209",2430817,"charles","liked source",5
"210",2458124,"charles","liked source",5
"211",2458125,"charles","liked source",7
"212",2458127,"charles","disliked source",6
"213",2458128,"charles","disliked source",5
"214",2458129,"charles","disliked source",5
"215",2458130,"charles","disliked source",7
"216",2458136,"charles","liked source",7
"217",2458138,"charles","liked source",8
"218",2458139,"charles","disliked source",5
"219",2458156,"charles","liked source",6
"220",2458158,"charles","disliked source",9
"221",2458159,"charles","disliked source",4
"222",2458160,"charles","disliked source",5
"223",2458161,"charles","liked source",6
"224",2458162,"charles","liked source",5
"225",2458165,"charles","disliked source",6
"226",2458168,"charles","liked source",2
"227",2458193,"charles","disliked source",7
"228",2458195,"charles","liked source",4
"229",2458197,"charles","disliked source",3
"230",2458198,"charles","liked source",8
"231",2458200,"charles","disliked source",9
"232",2458202,"charles","disliked source",6
"233",2467052,"charles","disliked source",8
"234",2467053,"charles","disliked source",6
"235",2467054,"charles","disliked source",2
"236",2467055,"charles","liked source",8
"237",2467057,"charles","liked source",5
"238",2467058,"charles","liked source",7
"239",2467059,"charles","disliked source",8
"240",2469642,"charles","liked source",6
"241",2469646,"charles","disliked source",4
"242",2469648,"charles","liked source",5
"243",2469799,"charles","liked source",9
"244",2469803,"charles","disliked source",6
"245",2469810,"charles","liked source",8
"246",2469814,"charles","liked source",5
"247",2469821,"charles","liked source",6
"248",2469823,"charles","disliked source",3
"249",2469829,"charles","liked source",8
"250",2469833,"charles","disliked source",6
"251",2471619,"charles","disliked source",1
"252",2471620,"charles","disliked source",5
"253",2471621,"charles","liked source",9
"254",2471623,"charles","liked source",3
"255",2471626,"charles","disliked source",5
"256",2471628,"charles","liked source",4
"257",2478671,"charles","liked source",9
"258",2478675,"charles","disliked source",6
"259",2478695,"charles","disliked source",4
"260",2478696,"charles","liked source",6
"261",2478697,"charles","disliked source",6
"262",2481659,"charles","disliked source",2
"263",2481660,"charles","disliked source",5
"264",2481672,"charles","disliked source",8
"265",2481673,"charles","disliked source",6
"266",2481674,"charles","disliked source",3
"267",2481677,"charles","disliked source",6
"268",2481691,"charles","liked source",6
"269",2481697,"charles","liked source",7
"270",2481698,"charles","disliked source",7
"271",2481708,"charles","disliked source",4
"272",2481827,"charles","disliked source",8
"273",2481828,"charles","liked source",4
"274",2481830,"charles","liked source",9
"275",2481831,"charles","liked source",8
"276",2481833,"charles","liked source",8
"277",2481834,"charles","disliked source",7
"278",2483864,"charles","disliked source",4
"279",2483865,"charles","disliked source",7
"280",2483867,"charles","disliked source",7
"281",2483869,"charles","liked source",7
"282",2483875,"charles","disliked source",7
"283",2483877,"charles","liked source",7
"284",2484010,"charles","disliked source",9
"285",2484011,"charles","disliked source",4
"286",2484012,"charles","liked source",9
"287",2484013,"charles","disliked source",5
"288",2484014,"charles","liked source",3
