"","session_id","referrer","quoteGroup","quote"
"2907",2374915,"pi","liked source",6
"2908",2374924,"pi","disliked source",8
"2909",2374971,"pi","disliked source",9
"2910",2375038,"pi","disliked source",6
"2911",2375052,"pi","liked source",5
"2912",2375054,"pi","disliked source",9
"2913",2375070,"pi","disliked source",5
"2914",2375084,"pi","disliked source",8
"2915",2375142,"pi","liked source",6
"2916",2375144,"pi","liked source",6
"2917",2375157,"pi","liked source",7
"2918",2375168,"pi","liked source",5
"2919",2375176,"pi","disliked source",9
"2920",2375182,"pi","liked source",2
"2921",2375215,"pi","liked source",5
"2922",2375225,"pi","liked source",3
"2923",2375279,"pi","liked source",3
"2924",2375320,"pi","disliked source",5
"2925",2375322,"pi","disliked source",8
"2926",2375383,"pi","disliked source",2
"2927",2375443,"pi","disliked source",6
"2928",2375461,"pi","liked source",8
"2929",2375465,"pi","liked source",4
"2930",2375473,"pi","liked source",5
"2931",2375480,"pi","disliked source",5
"2932",2375482,"pi","liked source",8
"2933",2375499,"pi","liked source",9
"2934",2375682,"pi","liked source",6
"2935",2375747,"pi","disliked source",7
"2936",2375751,"pi","disliked source",5
"2937",2375759,"pi","disliked source",5
"2938",2375787,"pi","liked source",7
"2939",2375799,"pi","disliked source",1
"2940",2375811,"pi","liked source",1
"2941",2375832,"pi","disliked source",6
"2942",2375851,"pi","liked source",8
"2943",2375858,"pi","disliked source",5
"2944",2375902,"pi","liked source",8
"2945",2375912,"pi","disliked source",6
"2946",2375933,"pi","liked source",9
"2947",2375936,"pi","liked source",9
"2948",2375942,"pi","liked source",5
"2949",2375978,"pi","disliked source",4
"2950",2375984,"pi","disliked source",6
"2951",2376014,"pi","disliked source",7
"2952",2376133,"pi","liked source",5
"2953",2376147,"pi","liked source",1
"2954",2376170,"pi","disliked source",5
"2955",2376191,"pi","disliked source",6
"2956",2376237,"pi","liked source",1
"2957",2376261,"pi","disliked source",5
"2958",2376264,"pi","liked source",5
"2959",2376348,"pi","liked source",7
"2960",2376351,"pi","disliked source",5
"2961",2376367,"pi","liked source",9
"2962",2376368,"pi","disliked source",5
"2963",2376377,"pi","disliked source",8
"2964",2376383,"pi","disliked source",9
"2965",2376385,"pi","disliked source",1
"2966",2376436,"pi","disliked source",9
"2967",2376471,"pi","disliked source",4
"2968",2376485,"pi","disliked source",7
"2969",2376497,"pi","disliked source",8
"2970",2376498,"pi","liked source",7
"2971",2376509,"pi","disliked source",7
"2972",2376533,"pi","disliked source",5
"2973",2376548,"pi","disliked source",3
"2974",2376570,"pi","liked source",5
"2975",2376586,"pi","liked source",5
"2976",2376661,"pi","liked source",4
"2977",2376686,"pi","liked source",1
"2978",2376712,"pi","liked source",7
"2979",2376752,"pi","liked source",9
"2980",2376766,"pi","liked source",5
"2981",2376818,"pi","disliked source",5
"2982",2376819,"pi","liked source",4
