"","session_id","referrer","quoteGroup","quote"
"4761",2435230,"swpson","liked source",3
"4762",2435236,"swpson","liked source",4
"4763",2435237,"swpson","disliked source",3
"4764",2435239,"swpson","liked source",9
"4765",2435240,"swpson","liked source",6
"4766",2435243,"swpson","liked source",7
"4767",2435245,"swpson","disliked source",5
"4768",2435247,"swpson","disliked source",7
"4769",2435249,"swpson","disliked source",9
"4770",2435256,"swpson","liked source",5
"4771",2435258,"swpson","disliked source",4
"4772",2435262,"swpson","liked source",9
"4773",2435274,"swpson","disliked source",4
"4774",2435279,"swpson","disliked source",9
"4775",2435283,"swpson","liked source",5
"4776",2435301,"swpson","liked source",6
"4777",2435303,"swpson","liked source",7
"4778",2435307,"swpson","liked source",7
"4779",2435319,"swpson","liked source",3
"4780",2435320,"swpson","liked source",9
"4781",2435371,"swpson","disliked source",6
"4782",2435417,"swpson","disliked source",9
"4783",2435424,"swpson","liked source",9
"4784",2435430,"swpson","disliked source",4
"4785",2435433,"swpson","disliked source",4
"4786",2435435,"swpson","disliked source",6
"4787",2435464,"swpson","liked source",5
"4788",2435472,"swpson","liked source",8
"4789",2435540,"swpson","disliked source",1
"4790",2435554,"swpson","disliked source",8
"4791",2435619,"swpson","disliked source",6
"4792",2435653,"swpson","disliked source",4
"4793",2435695,"swpson","liked source",5
"4794",2435842,"swpson","disliked source",1
"4796",2435854,"swpson","disliked source",5
"4797",2435895,"swpson","liked source",3
"4799",2435961,"swpson","disliked source",5
"4800",2435964,"swpson","disliked source",9
"4801",2436064,"swpson","disliked source",3
"4802",2436403,"swpson","liked source",5
"4803",2436426,"swpson","disliked source",5
"4804",2436504,"swpson","liked source",8
"4805",2436551,"swpson","disliked source",7
"4806",2438531,"swpson","disliked source",5
"4807",2438839,"swpson","liked source",5
"4808",2438844,"swpson","liked source",5
"4809",2438847,"swpson","liked source",3
"4810",2439394,"swpson","disliked source",5
"4811",2439453,"swpson","disliked source",5
"4812",2439491,"swpson","liked source",9
"4813",2439602,"swpson","disliked source",5
"4814",2439734,"swpson","disliked source",5
"4815",2439750,"swpson","liked source",5
"4816",2439756,"swpson","disliked source",5
"4817",2439810,"swpson","liked source",8
"4818",2439812,"swpson","liked source",9
"4819",2440011,"swpson","liked source",8
"4820",2440042,"swpson","liked source",2
"4821",2440045,"swpson","disliked source",3
"4822",2440083,"swpson","disliked source",5
"4823",2440139,"swpson","disliked source",4
"4824",2440298,"swpson","liked source",8
"4825",2440371,"swpson","liked source",4
"4826",2441860,"swpson","disliked source",7
"4827",2441985,"swpson","liked source",1
"4828",2442005,"swpson","liked source",5
"4829",2442014,"swpson","liked source",4
"4830",2442029,"swpson","disliked source",9
"4831",2442034,"swpson","liked source",2
"4832",2442091,"swpson","liked source",9
"4833",2442112,"swpson","disliked source",9
"4834",2442170,"swpson","liked source",6
"4835",2442182,"swpson","liked source",9
"4836",2442192,"swpson","liked source",9
"4837",2442193,"swpson","liked source",9
"4838",2442197,"swpson","liked source",9
"4839",2442205,"swpson","liked source",5
"4840",2442973,"swpson","disliked source",9
"4841",2443181,"swpson","disliked source",9
"4842",2443337,"swpson","disliked source",9
"4843",2443603,"swpson","liked source",9
"4844",2443849,"swpson","liked source",9
"4845",2445068,"swpson","liked source",5
"4846",2445072,"swpson","disliked source",5
"4847",2445074,"swpson","disliked source",4
"4848",2445081,"swpson","liked source",9
"4849",2445082,"swpson","disliked source",5
