"","session_id","referrer","quoteGroup","quote"
"4331",2435605,"qccuny","disliked source",5
"4332",2435609,"qccuny","disliked source",3
"4333",2435611,"qccuny","liked source",5
"4335",2435994,"qccuny","disliked source",5
"4336",2435995,"qccuny","liked source",4
"4337",2436001,"qccuny","liked source",4
"4338",2436104,"qccuny","disliked source",1
"4339",2436106,"qccuny","liked source",5
"4340",2436108,"qccuny","liked source",4
"4341",2436109,"qccuny","liked source",4
"4342",2440777,"qccuny","disliked source",4
"4343",2442207,"qccuny","disliked source",2
"4345",2442597,"qccuny","disliked source",6
"4346",2442600,"qccuny","disliked source",6
"4347",2442616,"qccuny","liked source",9
"4348",2443480,"qccuny","liked source",3
"4349",2443559,"qccuny","disliked source",1
"4350",2445944,"qccuny","disliked source",1
"4351",2445947,"qccuny","disliked source",7
"4352",2445952,"qccuny","disliked source",5
"4353",2445955,"qccuny","liked source",9
"4354",2446058,"qccuny","disliked source",5
"4355",2446093,"qccuny","disliked source",3
"4356",2446098,"qccuny","liked source",9
"4357",2446101,"qccuny","liked source",8
"4358",2446232,"qccuny","disliked source",5
"4359",2446279,"qccuny","liked source",2
"4360",2446283,"qccuny","liked source",6
"4361",2447378,"qccuny","disliked source",1
"4362",2447379,"qccuny","disliked source",2
"4363",2447381,"qccuny","disliked source",5
"4364",2447382,"qccuny","disliked source",1
"4365",2447428,"qccuny","disliked source",9
"4366",2447431,"qccuny","disliked source",6
"4367",2447432,"qccuny","liked source",9
"4368",2447571,"qccuny","liked source",5
"4369",2451780,"qccuny","liked source",7
"4370",2452217,"qccuny","liked source",9
"4371",2452227,"qccuny","disliked source",5
"4372",2452232,"qccuny","disliked source",1
"4373",2452233,"qccuny","liked source",7
"4374",2452291,"qccuny","disliked source",3
"4375",2452351,"qccuny","disliked source",5
"4376",2452354,"qccuny","liked source",5
"4377",2452358,"qccuny","liked source",9
"4378",2454871,"qccuny","disliked source",5
"4379",2454875,"qccuny","liked source",7
"4380",2454880,"qccuny","liked source",5
"4381",2454887,"qccuny","liked source",9
"4382",2454953,"qccuny","liked source",9
"4383",2458773,"qccuny","disliked source",5
"4384",2458792,"qccuny","disliked source",5
"4385",2458793,"qccuny","liked source",5
"4386",2458871,"qccuny","liked source",9
"4387",2458873,"qccuny","liked source",5
"4388",2458876,"qccuny","liked source",5
"4389",2458906,"qccuny","liked source",9
"4390",2458992,"qccuny","disliked source",7
"4391",2458996,"qccuny","liked source",9
"4392",2459011,"qccuny","liked source",5
"4393",2459017,"qccuny","liked source",5
"4394",2460980,"qccuny","disliked source",7
"4395",2460982,"qccuny","disliked source",5
"4396",2460988,"qccuny","liked source",6
"4397",2461079,"qccuny","liked source",9
"4398",2461192,"qccuny","disliked source",2
"4399",2461195,"qccuny","liked source",5
"4400",2461359,"qccuny","disliked source",2
"4401",2465670,"qccuny","disliked source",5
"4402",2465683,"qccuny","disliked source",5
"4403",2466121,"qccuny","liked source",4
"4404",2466123,"qccuny","disliked source",1
"4405",2466125,"qccuny","disliked source",5
"4406",2468372,"qccuny","liked source",6
"4407",2468381,"qccuny","liked source",7
"4408",2468429,"qccuny","liked source",9
"4409",2468430,"qccuny","liked source",8
"4410",2468439,"qccuny","disliked source",2
"4411",2468449,"qccuny","liked source",4
"4412",2469494,"qccuny","liked source",6
"4413",2469495,"qccuny","disliked source",5
"4414",2469498,"qccuny","liked source",8
"4415",2469526,"qccuny","liked source",5
"4416",2469837,"qccuny","disliked source",5
"4417",2469845,"qccuny","disliked source",5
"4418",2469848,"qccuny","liked source",9
"4419",2469854,"qccuny","disliked source",8
"4420",2470430,"qccuny","liked source",9
"4421",2470432,"qccuny","disliked source",4
"4422",2472217,"qccuny","disliked source",5
"4423",2472226,"qccuny","disliked source",5
"4424",2472339,"qccuny","disliked source",7
"4425",2472340,"qccuny","liked source",6
"4426",2472380,"qccuny","liked source",9
"4427",2472440,"qccuny","disliked source",9
"4428",2472457,"qccuny","liked source",5
"4429",2473367,"qccuny","liked source",2
"4430",2473368,"qccuny","disliked source",1
"4431",2473414,"qccuny","liked source",7
"4432",2473484,"qccuny","liked source",8
"4433",2473485,"qccuny","disliked source",9
