"","session_id","referrer","quoteGroup","quote"
"846",2483669,"ku","disliked source",4
"847",2483687,"ku","liked source",9
"848",2483760,"ku","disliked source",5
"849",2483819,"ku","liked source",9
"850",2483825,"ku","disliked source",2
"851",2483870,"ku","liked source",9
"852",2483963,"ku","disliked source",9
"853",2484027,"ku","liked source",9
"854",2484223,"ku","liked source",9
"855",2484248,"ku","disliked source",8
"856",2484282,"ku","liked source",5
"857",2484311,"ku","liked source",7
"858",2484495,"ku","disliked source",5
"859",2484518,"ku","disliked source",7
"860",2484541,"ku","liked source",4
"861",2484655,"ku","liked source",7
"862",2484735,"ku","liked source",3
"863",2484763,"ku","disliked source",8
"864",2484839,"ku","liked source",8
"865",2484935,"ku","liked source",5
"866",2484964,"ku","liked source",5
"867",2484991,"ku","disliked source",7
"868",2484998,"ku","liked source",5
"869",2485106,"ku","liked source",4
"870",2485128,"ku","liked source",1
"871",2485343,"ku","liked source",3
"872",2485384,"ku","liked source",3
"873",2486014,"ku","disliked source",5
"874",2486033,"ku","liked source",5
"875",2486087,"ku","disliked source",7
"876",2486120,"ku","disliked source",7
"877",2486130,"ku","disliked source",9
"878",2486139,"ku","disliked source",6
"879",2486189,"ku","disliked source",8
"880",2486238,"ku","liked source",9
"881",2486297,"ku","liked source",5
"882",2486389,"ku","liked source",9
"883",2486683,"ku","liked source",8
"884",2487627,"ku","disliked source",8
"885",2487736,"ku","disliked source",8
"886",2487969,"ku","liked source",4
"887",2487986,"ku","liked source",7
"888",2488624,"ku","disliked source",5
"889",2489799,"ku","liked source",3
"890",2489978,"ku","liked source",3
"891",2490370,"ku","disliked source",6
"892",2491599,"ku","liked source",9
"893",2491676,"ku","liked source",1
"894",2492244,"ku","liked source",9
"895",2493467,"ku","liked source",7
"896",2497422,"ku","disliked source",8
"897",2497833,"ku","disliked source",8
"898",2498540,"ku","liked source",4
"899",2500646,"ku","liked source",9
"900",2500653,"ku","liked source",4
"901",2500657,"ku","disliked source",7
"902",2500684,"ku","disliked source",9
"903",2500701,"ku","disliked source",3
"904",2500731,"ku","disliked source",4
"905",2500735,"ku","disliked source",9
"906",2500768,"ku","disliked source",7
"907",2500814,"ku","liked source",6
"908",2500872,"ku","liked source",6
"909",2500947,"ku","disliked source",5
"910",2500948,"ku","disliked source",6
"911",2500958,"ku","liked source",7
"912",2500977,"ku","disliked source",3
"913",2501006,"ku","disliked source",6
"914",2501189,"ku","liked source",2
"915",2501191,"ku","disliked source",6
"916",2501212,"ku","liked source",4
"917",2501262,"ku","disliked source",3
"918",2501392,"ku","disliked source",7
"919",2501462,"ku","disliked source",4
"920",2501531,"ku","disliked source",3
"921",2501765,"ku","liked source",5
"922",2501785,"ku","disliked source",8
"923",2501908,"ku","liked source",6
"924",2502030,"ku","disliked source",7
"925",2502048,"ku","disliked source",7
"926",2502097,"ku","disliked source",4
"927",2502180,"ku","liked source",6
"928",2503046,"ku","liked source",5
"929",2503127,"ku","disliked source",5
"930",2503177,"ku","disliked source",6
"931",2503211,"ku","disliked source",5
"932",2503400,"ku","liked source",9
"933",2503441,"ku","disliked source",5
"934",2503649,"ku","liked source",8
"935",2503687,"ku","liked source",6
"936",2503943,"ku","liked source",6
"937",2504147,"ku","liked source",5
"938",2504151,"ku","liked source",7
"939",2504793,"ku","disliked source",8
"940",2504918,"ku","liked source",8
"941",2504958,"ku","liked source",4
"942",2505085,"ku","disliked source",4
"943",2505329,"ku","disliked source",5
"944",2505448,"ku","disliked source",7
"945",2505529,"ku","disliked source",5
"946",2505548,"ku","liked source",6
"947",2505570,"ku","disliked source",8
"948",2506806,"ku","liked source",7
"949",2506845,"ku","liked source",8
"950",2506881,"ku","liked source",7
"951",2507070,"ku","disliked source",5
"952",2507282,"ku","liked source",6
"953",2509148,"ku","liked source",8
"954",2510451,"ku","liked source",8
"955",2510549,"ku","disliked source",9
"956",2510938,"ku","disliked source",5
"957",2511223,"ku","liked source",3
"958",2511739,"ku","disliked source",9
