"","session_id","referrer","quoteGroup","quote"
"959",2456203,"laurier","liked source",5
"960",2456205,"laurier","liked source",4
"961",2456207,"laurier","liked source",7
"962",2456209,"laurier","disliked source",5
"963",2456213,"laurier","disliked source",7
"964",2456214,"laurier","liked source",7
"965",2456217,"laurier","disliked source",7
"966",2456219,"laurier","liked source",5
"967",2456221,"laurier","liked source",7
"968",2456222,"laurier","liked source",5
"969",2456225,"laurier","liked source",3
"970",2456226,"laurier","liked source",5
"971",2456229,"laurier","disliked source",3
"972",2456230,"laurier","liked source",9
"973",2456232,"laurier","disliked source",5
"974",2456236,"laurier","liked source",2
"975",2456283,"laurier","liked source",5
"976",2456285,"laurier","disliked source",7
"977",2456287,"laurier","disliked source",5
"978",2456289,"laurier","liked source",3
"979",2456292,"laurier","disliked source",5
"980",2456297,"laurier","disliked source",5
"981",2456298,"laurier","disliked source",4
"982",2456299,"laurier","disliked source",3
"983",2456300,"laurier","disliked source",9
"984",2456302,"laurier","liked source",4
"985",2456304,"laurier","liked source",5
"986",2456305,"laurier","disliked source",5
"987",2456308,"laurier","liked source",8
"988",2456310,"laurier","disliked source",1
"989",2456345,"laurier","disliked source",4
"990",2456354,"laurier","disliked source",5
"991",2456356,"laurier","liked source",8
"992",2456357,"laurier","disliked source",4
"993",2456358,"laurier","liked source",7
"994",2456359,"laurier","disliked source",1
"995",2456361,"laurier","disliked source",2
"996",2456362,"laurier","liked source",5
"997",2456364,"laurier","disliked source",1
"998",2456367,"laurier","liked source",4
"999",2456368,"laurier","liked source",5
"1000",2456369,"laurier","disliked source",5
"1001",2456370,"laurier","liked source",5
"1002",2456372,"laurier","disliked source",5
"1003",2456375,"laurier","disliked source",9
"1004",2456378,"laurier","disliked source",4
"1005",2456383,"laurier","liked source",8
"1006",2456386,"laurier","liked source",5
"1007",2456493,"laurier","disliked source",7
"1008",2456495,"laurier","liked source",7
"1009",2456496,"laurier","liked source",7
"1010",2456499,"laurier","liked source",7
"1011",2456502,"laurier","disliked source",7
"1012",2456503,"laurier","disliked source",6
"1013",2456504,"laurier","disliked source",5
"1014",2456505,"laurier","liked source",9
"1015",2456507,"laurier","liked source",7
"1016",2456508,"laurier","liked source",7
"1017",2456509,"laurier","disliked source",8
"1018",2456510,"laurier","liked source",2
"1019",2456513,"laurier","disliked source",7
"1020",2456514,"laurier","liked source",2
"1021",2456517,"laurier","liked source",5
"1022",2456518,"laurier","liked source",5
"1023",2456536,"laurier","liked source",5
"1024",2456583,"laurier","liked source",4
"1025",2456586,"laurier","disliked source",2
"1026",2456590,"laurier","disliked source",4
"1027",2456591,"laurier","liked source",7
"1028",2456592,"laurier","liked source",8
"1029",2456593,"laurier","liked source",2
"1030",2456594,"laurier","disliked source",3
"1031",2456596,"laurier","liked source",3
"1032",2456598,"laurier","liked source",3
"1033",2456601,"laurier","disliked source",7
"1034",2456602,"laurier","liked source",3
"1035",2456603,"laurier","liked source",5
"1036",2456605,"laurier","disliked source",9
"1037",2456606,"laurier","disliked source",8
"1038",2456612,"laurier","disliked source",5
"1039",2456617,"laurier","liked source",9
"1040",2456639,"laurier","disliked source",5
"1041",2456685,"laurier","disliked source",2
"1042",2456686,"laurier","liked source",7
"1043",2456687,"laurier","liked source",4
"1044",2456689,"laurier","disliked source",1
"1045",2456692,"laurier","liked source",3
"1046",2456697,"laurier","disliked source",2
"1047",2456700,"laurier","disliked source",5
"1048",2456701,"laurier","liked source",6
"1049",2456702,"laurier","liked source",3
"1050",2456703,"laurier","liked source",3
"1051",2456711,"laurier","liked source",3
"1052",2456715,"laurier","disliked source",4
"1053",2456717,"laurier","disliked source",4
"1054",2456718,"laurier","liked source",5
"1055",2456757,"laurier","liked source",4
"1056",2456759,"laurier","disliked source",6
"1057",2456760,"laurier","disliked source",3
"1058",2456763,"laurier","liked source",5
"1059",2456768,"laurier","liked source",9
"1060",2456770,"laurier","liked source",3
"1061",2456772,"laurier","liked source",5
"1062",2456776,"laurier","disliked source",1
"1063",2456779,"laurier","disliked source",3
"1064",2456781,"laurier","disliked source",5
"1065",2456783,"laurier","disliked source",3
"1066",2456787,"laurier","disliked source",3
"1067",2456790,"laurier","liked source",5
"1068",2456797,"laurier","disliked source",3
"1069",2456805,"laurier","disliked source",4
"1070",2456807,"laurier","disliked source",7
