"","session_id","referrer","quoteGroup","quote"
"1592",2431130,"msvu","disliked source",8
"1593",2431131,"msvu","liked source",5
"1594",2431132,"msvu","disliked source",4
"1595",2431133,"msvu","disliked source",6
"1596",2431134,"msvu","liked source",5
"1597",2431135,"msvu","liked source",5
"1598",2431136,"msvu","liked source",5
"1599",2431140,"msvu","liked source",6
"1600",2431142,"msvu","liked source",5
"1601",2431144,"msvu","liked source",5
"1602",2431145,"msvu","disliked source",9
"1603",2431146,"msvu","disliked source",5
"1604",2431148,"msvu","liked source",7
"1605",2431149,"msvu","disliked source",8
"1606",2431150,"msvu","liked source",7
"1607",2431151,"msvu","disliked source",3
"1608",2431152,"msvu","disliked source",6
"1609",2431153,"msvu","liked source",7
"1610",2431157,"msvu","disliked source",9
"1611",2431162,"msvu","disliked source",5
"1612",2443533,"msvu","liked source",5
"1613",2443534,"msvu","disliked source",5
"1614",2443535,"msvu","disliked source",5
"1615",2443536,"msvu","disliked source",5
"1616",2443537,"msvu","disliked source",5
"1617",2443538,"msvu","disliked source",9
"1618",2443539,"msvu","disliked source",9
"1620",2443541,"msvu","liked source",8
"1621",2443542,"msvu","liked source",7
"1622",2443543,"msvu","liked source",3
"1623",2443544,"msvu","liked source",7
"1624",2443545,"msvu","liked source",4
"1625",2443546,"msvu","liked source",7
"1626",2443547,"msvu","disliked source",5
"1627",2443548,"msvu","disliked source",4
"1628",2443549,"msvu","liked source",3
"1629",2443550,"msvu","liked source",3
"1630",2443551,"msvu","liked source",5
"1631",2443552,"msvu","liked source",6
"1632",2443553,"msvu","liked source",5
"1633",2443554,"msvu","disliked source",4
"1634",2443555,"msvu","disliked source",5
"1635",2443612,"msvu","liked source",4
"1636",2447535,"msvu","liked source",2
"1637",2456029,"msvu","liked source",7
"1638",2456030,"msvu","disliked source",2
"1639",2456051,"msvu","liked source",7
"1640",2456053,"msvu","liked source",5
"1641",2456112,"msvu","disliked source",5
"1642",2456125,"msvu","disliked source",5
"1643",2456199,"msvu","disliked source",6
"1644",2456618,"msvu","liked source",5
"1645",2456623,"msvu","disliked source",4
"1646",2458273,"msvu","liked source",5
"1647",2458274,"msvu","liked source",4
"1648",2458472,"msvu","liked source",9
"1649",2458473,"msvu","disliked source",5
"1650",2458680,"msvu","disliked source",1
"1651",2458684,"msvu","disliked source",9
"1652",2458686,"msvu","liked source",5
"1653",2458741,"msvu","liked source",5
"1654",2465446,"msvu","liked source",7
"1655",2465449,"msvu","liked source",7
"1656",2465450,"msvu","disliked source",5
"1657",2465687,"msvu","disliked source",5
"1658",2465688,"msvu","disliked source",8
"1659",2465709,"msvu","liked source",6
"1660",2465781,"msvu","liked source",7
"1661",2465788,"msvu","disliked source",9
"1662",2467414,"msvu","disliked source",5
"1663",2467415,"msvu","liked source",7
"1664",2467421,"msvu","disliked source",6
"1665",2467478,"msvu","liked source",7
"1666",2467496,"msvu","disliked source",7
"1667",2467650,"msvu","liked source",5
"1668",2467689,"msvu","liked source",2
"1669",2467798,"msvu","liked source",5
"1670",2469512,"msvu","disliked source",4
"1671",2469516,"msvu","disliked source",1
"1672",2469667,"msvu","liked source",5
"1673",2477280,"msvu","disliked source",5
"1674",2477288,"msvu","disliked source",5
"1675",2495942,"msvu","disliked source",7
"1676",2497504,"msvu","liked source",7
