"","session_id","referrer","quoteGroup","quote"
"1071",2478783,"lse","liked source",9
"1072",2478785,"lse","disliked source",7
"1073",2478786,"lse","liked source",3
"1074",2478787,"lse","disliked source",8
"1075",2478789,"lse","disliked source",1
"1076",2478790,"lse","liked source",8
"1077",2478791,"lse","liked source",5
"1078",2478792,"lse","liked source",1
"1079",2478793,"lse","disliked source",5
"1080",2478795,"lse","liked source",7
"1081",2478796,"lse","disliked source",2
"1082",2478858,"lse","disliked source",5
"1083",2478859,"lse","disliked source",5
"1084",2478860,"lse","liked source",6
"1085",2478862,"lse","disliked source",8
"1086",2478867,"lse","disliked source",3
"1087",2478868,"lse","disliked source",7
"1088",2478871,"lse","liked source",8
"1089",2478872,"lse","disliked source",5
"1090",2478873,"lse","disliked source",5
"1091",2478875,"lse","disliked source",5
"1092",2478876,"lse","disliked source",5
"1093",2478877,"lse","disliked source",5
"1094",2478891,"lse","disliked source",4
"1095",2478893,"lse","liked source",7
"1096",2478894,"lse","liked source",5
"1097",2478895,"lse","liked source",8
"1098",2478896,"lse","disliked source",6
"1099",2478898,"lse","liked source",4
"1100",2478899,"lse","disliked source",5
"1101",2478900,"lse","liked source",5
"1102",2478901,"lse","liked source",5
"1103",2478904,"lse","disliked source",9
"1104",2478905,"lse","disliked source",7
"1105",2478912,"lse","disliked source",7
"1106",2478913,"lse","disliked source",7
"1107",2478914,"lse","liked source",5
"1108",2478915,"lse","disliked source",2
"1109",2478916,"lse","liked source",4
"1110",2478917,"lse","liked source",9
"1111",2478918,"lse","liked source",8
"1112",2478941,"lse","liked source",9
"1113",2478942,"lse","disliked source",1
"1114",2478948,"lse","disliked source",4
"1115",2478950,"lse","liked source",8
"1116",2478951,"lse","disliked source",9
"1117",2478953,"lse","liked source",5
"1118",2478954,"lse","disliked source",4
"1119",2478955,"lse","liked source",8
"1120",2478957,"lse","liked source",4
"1121",2478958,"lse","liked source",1
"1122",2478959,"lse","liked source",9
"1123",2478960,"lse","disliked source",7
"1124",2478978,"lse","disliked source",7
"1125",2478979,"lse","disliked source",5
"1126",2478980,"lse","disliked source",2
"1127",2478983,"lse","disliked source",6
"1128",2478984,"lse","liked source",7
"1129",2478985,"lse","disliked source",6
"1130",2478986,"lse","disliked source",4
"1131",2478990,"lse","liked source",6
"1132",2478991,"lse","disliked source",6
"1133",2478996,"lse","liked source",5
"1134",2478997,"lse","liked source",9
"1135",2479012,"lse","disliked source",7
"1136",2479015,"lse","liked source",6
"1137",2479020,"lse","liked source",7
"1138",2479021,"lse","liked source",3
"1139",2479022,"lse","disliked source",8
"1140",2479024,"lse","disliked source",5
"1141",2479025,"lse","liked source",6
"1142",2479026,"lse","liked source",4
"1143",2479029,"lse","disliked source",7
"1144",2479030,"lse","disliked source",7
"1145",2479032,"lse","disliked source",2
"1146",2479033,"lse","disliked source",7
"1147",2479047,"lse","disliked source",6
"1148",2479050,"lse","liked source",3
"1149",2479065,"lse","liked source",3
"1150",2479074,"lse","liked source",9
"1151",2479075,"lse","liked source",7
"1152",2479078,"lse","liked source",4
"1153",2479081,"lse","disliked source",3
"1154",2479082,"lse","liked source",5
"1155",2479089,"lse","liked source",7
"1156",2479090,"lse","disliked source",6
"1157",2479091,"lse","disliked source",3
"1158",2479098,"lse","liked source",9
"1159",2479110,"lse","disliked source",6
"1160",2479112,"lse","liked source",2
"1161",2479114,"lse","liked source",8
"1162",2479119,"lse","liked source",7
"1163",2479121,"lse","liked source",8
"1164",2479126,"lse","disliked source",5
"1165",2479128,"lse","liked source",8
"1166",2479131,"lse","liked source",5
"1167",2479134,"lse","disliked source",6
"1168",2479147,"lse","disliked source",7
"1169",2479162,"lse","disliked source",1
"1170",2479163,"lse","liked source",7
"1171",2479165,"lse","liked source",7
"1172",2479166,"lse","liked source",9
"1173",2479167,"lse","disliked source",5
"1174",2479171,"lse","disliked source",3
"1175",2479175,"lse","liked source",9
"1176",2479180,"lse","disliked source",7
"1177",2479192,"lse","disliked source",7
"1178",2479199,"lse","disliked source",2
"1179",2479229,"lse","liked source",7
"1180",2479240,"lse","disliked source",5
"1181",2479254,"lse","liked source",2
"1182",2479258,"lse","liked source",3
"1183",2479265,"lse","disliked source",5
"1184",2479269,"lse","disliked source",6
"1185",2479273,"lse","disliked source",6
