"","session_id","referrer","quoteGroup","quote"
"1677",2402411,"mturk","disliked source",3
"1678",2402412,"mturk","disliked source",1
"1679",2402414,"mturk","liked source",5
"1680",2402415,"mturk","liked source",5
"1681",2402416,"mturk","disliked source",5
"1682",2402417,"mturk","liked source",3
"1683",2402421,"mturk","disliked source",4
"1684",2402422,"mturk","liked source",5
"1685",2402426,"mturk","disliked source",6
"1686",2402447,"mturk","disliked source",3
"1687",2402449,"mturk","disliked source",7
"1688",2402450,"mturk","liked source",6
"1689",2402451,"mturk","liked source",8
"1690",2402452,"mturk","disliked source",1
"1691",2402453,"mturk","disliked source",8
"1692",2402454,"mturk","liked source",9
"1693",2402456,"mturk","disliked source",9
"1694",2402457,"mturk","liked source",6
"1695",2402459,"mturk","disliked source",5
"1696",2402460,"mturk","liked source",5
"1697",2402466,"mturk","liked source",5
"1698",2402467,"mturk","liked source",5
"1699",2402468,"mturk","liked source",4
"1700",2402470,"mturk","disliked source",3
"1701",2402471,"mturk","disliked source",2
"1702",2402472,"mturk","disliked source",4
"1703",2402474,"mturk","disliked source",2
"1704",2402476,"mturk","disliked source",4
"1705",2402478,"mturk","liked source",7
"1706",2402479,"mturk","disliked source",9
"1707",2402484,"mturk","liked source",5
"1708",2402485,"mturk","liked source",5
"1709",2402488,"mturk","disliked source",9
"1710",2402489,"mturk","disliked source",1
"1711",2402490,"mturk","disliked source",5
"1712",2402493,"mturk","liked source",5
"1713",2402494,"mturk","liked source",5
"1714",2402495,"mturk","disliked source",4
"1715",2402496,"mturk","disliked source",5
"1716",2402498,"mturk","disliked source",6
"1717",2402499,"mturk","disliked source",6
"1718",2402502,"mturk","disliked source",1
"1719",2402504,"mturk","disliked source",5
"1720",2402507,"mturk","disliked source",5
"1721",2402508,"mturk","disliked source",5
"1722",2402509,"mturk","disliked source",3
"1723",2402511,"mturk","disliked source",6
"1724",2402512,"mturk","disliked source",8
"1725",2402513,"mturk","disliked source",5
"1726",2402514,"mturk","liked source",4
"1727",2402515,"mturk","disliked source",4
"1728",2402518,"mturk","disliked source",6
"1729",2402521,"mturk","disliked source",5
"1730",2402522,"mturk","liked source",4
"1731",2402525,"mturk","liked source",4
"1732",2402529,"mturk","liked source",3
"1733",2402531,"mturk","disliked source",8
"1734",2402532,"mturk","disliked source",6
"1735",2402533,"mturk","liked source",5
"1736",2402534,"mturk","liked source",5
"1737",2402535,"mturk","liked source",5
"1738",2402537,"mturk","liked source",7
"1739",2402539,"mturk","disliked source",4
"1740",2402540,"mturk","disliked source",9
"1741",2402542,"mturk","disliked source",9
"1742",2402543,"mturk","disliked source",5
"1743",2402544,"mturk","liked source",9
"1744",2402545,"mturk","liked source",4
"1745",2402547,"mturk","disliked source",9
"1746",2402548,"mturk","disliked source",3
"1747",2402549,"mturk","liked source",4
"1748",2402551,"mturk","disliked source",8
"1749",2402552,"mturk","disliked source",5
"1750",2402553,"mturk","disliked source",7
"1751",2402554,"mturk","disliked source",7
"1752",2402555,"mturk","disliked source",3
"1753",2402557,"mturk","liked source",9
"1754",2402559,"mturk","disliked source",2
"1755",2402563,"mturk","disliked source",6
"1756",2402565,"mturk","disliked source",4
"1757",2402566,"mturk","liked source",5
"1758",2402567,"mturk","disliked source",5
"1759",2402571,"mturk","liked source",2
"1760",2402573,"mturk","disliked source",3
"1761",2402576,"mturk","disliked source",3
"1762",2402577,"mturk","liked source",4
"1763",2402579,"mturk","liked source",5
"1764",2402583,"mturk","disliked source",7
"1765",2402584,"mturk","disliked source",6
"1766",2402585,"mturk","liked source",6
"1767",2402596,"mturk","liked source",4
"1768",2402605,"mturk","disliked source",5
"1769",2402622,"mturk","liked source",6
"1770",2402630,"mturk","disliked source",5
"1771",2402643,"mturk","disliked source",7
"1772",2402675,"mturk","liked source",6
"1773",2402681,"mturk","disliked source",1
"1774",2402683,"mturk","liked source",8
"1775",2402710,"mturk","disliked source",7
"1776",2407351,"mturk","liked source",1
"1777",2407352,"mturk","liked source",7
"1778",2407355,"mturk","liked source",7
"1779",2407356,"mturk","disliked source",5
"1780",2407357,"mturk","liked source",9
"1781",2407358,"mturk","liked source",9
