"","session_id","referrer","quoteGroup","quote"
"4434",2451561,"qccuny2","disliked source",4
"4435",2451696,"qccuny2","liked source",4
"4436",2451970,"qccuny2","liked source",9
"4437",2452017,"qccuny2","liked source",5
"4438",2452373,"qccuny2","liked source",5
"4439",2454002,"qccuny2","disliked source",5
"4440",2454025,"qccuny2","liked source",9
"4441",2454108,"qccuny2","disliked source",9
"4442",2454143,"qccuny2","disliked source",3
"4443",2456274,"qccuny2","liked source",7
"4444",2456275,"qccuny2","liked source",5
"4445",2458336,"qccuny2","disliked source",5
"4446",2458349,"qccuny2","disliked source",5
"4447",2458491,"qccuny2","liked source",7
"4448",2458529,"qccuny2","liked source",9
"4449",2458637,"qccuny2","liked source",9
"4450",2458648,"qccuny2","disliked source",9
"4451",2458725,"qccuny2","disliked source",3
"4452",2458855,"qccuny2","disliked source",1
"4453",2458860,"qccuny2","liked source",7
"4454",2459013,"qccuny2","disliked source",9
"4455",2459018,"qccuny2","liked source",4
"4456",2466324,"qccuny2","disliked source",5
"4457",2466409,"qccuny2","disliked source",5
"4458",2466418,"qccuny2","disliked source",6
"4459",2467562,"qccuny2","liked source",5
"4460",2467654,"qccuny2","disliked source",3
"4461",2467659,"qccuny2","liked source",7
"4462",2467746,"qccuny2","disliked source",9
"4463",2467869,"qccuny2","liked source",5
"4464",2469514,"qccuny2","liked source",5
"4465",2469967,"qccuny2","disliked source",5
"4466",2470136,"qccuny2","liked source",9
"4467",2471564,"qccuny2","liked source",6
"4468",2472069,"qccuny2","liked source",7
"4469",2472330,"qccuny2","liked source",5
"4470",2472452,"qccuny2","disliked source",3
"4472",2473609,"qccuny2","disliked source",5
"4473",2473632,"qccuny2","liked source",5
"4474",2477146,"qccuny2","liked source",6
"4475",2477328,"qccuny2","liked source",5
"4476",2477372,"qccuny2","liked source",5
"4477",2477487,"qccuny2","liked source",9
"4478",2478030,"qccuny2","liked source",6
"4479",2479462,"qccuny2","liked source",8
"4480",2479503,"qccuny2","disliked source",5
"4481",2482076,"qccuny2","liked source",6
"4482",2482102,"qccuny2","liked source",6
"4483",2484342,"qccuny2","disliked source",1
"4484",2484478,"qccuny2","liked source",5
"4485",2484663,"qccuny2","disliked source",5
"4486",2484842,"qccuny2","disliked source",3
"4487",2484849,"qccuny2","liked source",5
"4488",2484873,"qccuny2","disliked source",1
"4489",2486261,"qccuny2","liked source",9
"4490",2486284,"qccuny2","liked source",5
"4491",2486296,"qccuny2","liked source",9
"4492",2486966,"qccuny2","disliked source",8
"4493",2486976,"qccuny2","liked source",3
"4494",2486984,"qccuny2","disliked source",5
"4495",2491919,"qccuny2","liked source",9
"4496",2491962,"qccuny2","liked source",5
"4497",2491966,"qccuny2","liked source",5
"4498",2491968,"qccuny2","disliked source",4
"4499",2492034,"qccuny2","disliked source",5
"4500",2492042,"qccuny2","liked source",3
"4501",2492080,"qccuny2","liked source",5
"4502",2492082,"qccuny2","disliked source",8
"4503",2492115,"qccuny2","liked source",5
"4504",2492153,"qccuny2","liked source",1
"4505",2492273,"qccuny2","liked source",6
"4506",2492344,"qccuny2","disliked source",6
"4507",2492389,"qccuny2","disliked source",6
"4508",2492398,"qccuny2","disliked source",9
"4509",2492400,"qccuny2","liked source",5
"4510",2492408,"qccuny2","disliked source",5
"4511",2493524,"qccuny2","liked source",9
"4512",2493652,"qccuny2","disliked source",5
"4513",2493656,"qccuny2","liked source",3
"4514",2495872,"qccuny2","liked source",6
"4515",2495975,"qccuny2","liked source",6
"4516",2495984,"qccuny2","disliked source",5
"4517",2496323,"qccuny2","liked source",5
"4518",2496332,"qccuny2","liked source",5
"4519",2497597,"qccuny2","disliked source",5
