"","session_id","referrer","quoteGroup","quote"
"85",2401243,"brasilia","liked source",5
"86",2401244,"brasilia","disliked source",6
"87",2401246,"brasilia","disliked source",2
"88",2401249,"brasilia","disliked source",5
"89",2401250,"brasilia","liked source",5
"90",2401251,"brasilia","disliked source",8
"91",2401252,"brasilia","liked source",9
"92",2401255,"brasilia","liked source",7
"93",2401257,"brasilia","disliked source",7
"94",2401258,"brasilia","disliked source",9
"95",2401259,"brasilia","liked source",5
"96",2401260,"brasilia","disliked source",1
"97",2401261,"brasilia","liked source",8
"98",2401305,"brasilia","liked source",7
"100",2401308,"brasilia","liked source",5
"101",2401309,"brasilia","liked source",8
"102",2401312,"brasilia","liked source",7
"103",2401316,"brasilia","disliked source",5
"104",2401319,"brasilia","liked source",8
"105",2401320,"brasilia","liked source",9
"106",2401322,"brasilia","liked source",9
"107",2401325,"brasilia","disliked source",5
"108",2401328,"brasilia","liked source",5
"109",2401329,"brasilia","liked source",7
"110",2401335,"brasilia","disliked source",9
"111",2401336,"brasilia","liked source",8
"112",2401341,"brasilia","liked source",7
"113",2401343,"brasilia","liked source",7
"114",2401352,"brasilia","disliked source",5
"115",2401368,"brasilia","liked source",8
"116",2401371,"brasilia","liked source",5
"117",2401380,"brasilia","disliked source",8
"118",2401382,"brasilia","liked source",5
"119",2401385,"brasilia","liked source",5
"120",2401388,"brasilia","liked source",4
"121",2401389,"brasilia","disliked source",7
"122",2401390,"brasilia","liked source",5
"123",2401391,"brasilia","disliked source",5
"124",2401393,"brasilia","disliked source",9
"125",2401396,"brasilia","disliked source",7
"126",2401398,"brasilia","liked source",4
"127",2401399,"brasilia","disliked source",3
"128",2401400,"brasilia","disliked source",8
"129",2401402,"brasilia","liked source",6
"130",2401405,"brasilia","disliked source",7
"131",2401417,"brasilia","disliked source",6
"132",2401440,"brasilia","liked source",3
"133",2401462,"brasilia","liked source",7
"134",2401463,"brasilia","disliked source",7
"135",2401464,"brasilia","liked source",7
"136",2401466,"brasilia","disliked source",1
"137",2401472,"brasilia","liked source",8
"138",2401476,"brasilia","liked source",7
"139",2401485,"brasilia","disliked source",5
"140",2401488,"brasilia","disliked source",5
"141",2401489,"brasilia","disliked source",5
"142",2401490,"brasilia","liked source",9
"143",2401494,"brasilia","liked source",1
"144",2401495,"brasilia","disliked source",4
"145",2401497,"brasilia","disliked source",1
"146",2402832,"brasilia","disliked source",9
"147",2403781,"brasilia","liked source",5
"148",2404006,"brasilia","liked source",5
"149",2406260,"brasilia","disliked source",8
"150",2413394,"brasilia","liked source",5
"151",2413458,"brasilia","liked source",6
"152",2422247,"brasilia","liked source",5
"153",2422422,"brasilia","liked source",6
"154",2422639,"brasilia","disliked source",3
"155",2426482,"brasilia","liked source",4
"156",2428845,"brasilia","disliked source",1
"157",2428937,"brasilia","disliked source",6
"158",2429105,"brasilia","liked source",9
"159",2429257,"brasilia","liked source",9
"160",2439535,"brasilia","disliked source",5
"161",2442313,"brasilia","liked source",7
"162",2442618,"brasilia","liked source",5
"163",2442751,"brasilia","liked source",5
"164",2445814,"brasilia","liked source",7
"165",2446096,"brasilia","liked source",3
"166",2451802,"brasilia","liked source",3
"167",2452252,"brasilia","disliked source",5
"168",2452326,"brasilia","liked source",5
"169",2453867,"brasilia","disliked source",9
"170",2457082,"brasilia","liked source",6
"171",2457236,"brasilia","liked source",5
"172",2458747,"brasilia","liked source",5
"173",2458796,"brasilia","liked source",5
"174",2458919,"brasilia","liked source",5
"175",2462035,"brasilia","disliked source",4
"176",2465382,"brasilia","liked source",3
"177",2465673,"brasilia","liked source",5
"178",2465905,"brasilia","liked source",6
"179",2466041,"brasilia","liked source",7
"180",2466133,"brasilia","disliked source",3
"181",2467447,"brasilia","liked source",4
"182",2467639,"brasilia","liked source",5
"183",2467777,"brasilia","liked source",7
"184",2467949,"brasilia","disliked source",5
"185",2468111,"brasilia","liked source",6
"186",2469707,"brasilia","liked source",5
"187",2469812,"brasilia","liked source",5
"188",2469887,"brasilia","liked source",5
"189",2470010,"brasilia","liked source",5
"190",2470140,"brasilia","liked source",8
"191",2471873,"brasilia","disliked source",4
"192",2472163,"brasilia","disliked source",7
"193",2472247,"brasilia","disliked source",8
"194",2472309,"brasilia","liked source",9
"195",2477425,"brasilia","liked source",8
"196",2477613,"brasilia","liked source",9
"197",2477757,"brasilia","disliked source",9
"198",2477847,"brasilia","liked source",5
"199",2479434,"brasilia","liked source",9
"200",2479598,"brasilia","liked source",5
"201",2479656,"brasilia","liked source",4
"202",2479774,"brasilia","liked source",2
"203",2482449,"brasilia","disliked source",4
"204",2482575,"brasilia","liked source",7
