"","session_id","referrer","quoteGroup","quote"
"5117",2399681,"tamuc","disliked source",4
"5118",2399926,"tamuc","liked source",5
"5119",2399928,"tamuc","liked source",3
"5120",2403003,"tamuc","liked source",4
"5121",2407135,"tamuc","disliked source",9
"5122",2407136,"tamuc","liked source",7
"5123",2407234,"tamuc","disliked source",2
"5124",2407235,"tamuc","disliked source",5
"5125",2407299,"tamuc","disliked source",7
"5126",2407300,"tamuc","disliked source",9
"5127",2407336,"tamuc","disliked source",5
"5128",2407384,"tamuc","liked source",6
"5129",2407385,"tamuc","liked source",5
"5130",2407447,"tamuc","liked source",5
"5131",2407561,"tamuc","disliked source",8
"5132",2407741,"tamuc","disliked source",8
"5133",2407755,"tamuc","disliked source",5
"5134",2407820,"tamuc","disliked source",6
"5135",2413282,"tamuc","disliked source",7
"5136",2413487,"tamuc","liked source",7
"5137",2413488,"tamuc","disliked source",8
"5138",2413530,"tamuc","liked source",5
"5139",2413538,"tamuc","liked source",9
"5140",2413602,"tamuc","disliked source",7
"5141",2418551,"tamuc","disliked source",6
"5142",2418639,"tamuc","disliked source",6
"5143",2418798,"tamuc","disliked source",6
"5144",2419124,"tamuc","liked source",9
"5145",2419734,"tamuc","disliked source",3
"5146",2421330,"tamuc","liked source",9
"5147",2421334,"tamuc","liked source",9
"5148",2421597,"tamuc","liked source",6
"5149",2421912,"tamuc","liked source",7
"5150",2421973,"tamuc","liked source",5
"5151",2422109,"tamuc","disliked source",5
"5152",2422197,"tamuc","liked source",8
"5153",2431092,"tamuc","liked source",7
"5154",2431099,"tamuc","liked source",9
"5155",2431108,"tamuc","disliked source",3
"5156",2431295,"tamuc","liked source",7
"5157",2431299,"tamuc","liked source",7
"5158",2435426,"tamuc","disliked source",6
"5159",2435447,"tamuc","liked source",3
"5160",2435535,"tamuc","liked source",7
"5161",2435536,"tamuc","disliked source",5
"5162",2435776,"tamuc","liked source",8
"5163",2436000,"tamuc","disliked source",5
"5164",2439220,"tamuc","liked source",4
"5165",2439240,"tamuc","disliked source",9
"5166",2439609,"tamuc","disliked source",5
"5167",2439616,"tamuc","disliked source",3
"5168",2439786,"tamuc","liked source",6
"5169",2439881,"tamuc","disliked source",3
"5170",2447652,"tamuc","disliked source",5
"5171",2447655,"tamuc","liked source",5
"5172",2447659,"tamuc","disliked source",9
"5173",2447725,"tamuc","liked source",8
"5174",2447884,"tamuc","liked source",5
"5175",2447939,"tamuc","liked source",6
"5176",2451690,"tamuc","liked source",9
"5177",2451783,"tamuc","liked source",7
"5178",2451969,"tamuc","liked source",4
"5179",2452210,"tamuc","liked source",9
"5180",2453958,"tamuc","liked source",9
"5181",2454051,"tamuc","liked source",7
"5182",2454120,"tamuc","disliked source",1
"5183",2454221,"tamuc","liked source",7
"5184",2454507,"tamuc","disliked source",8
"5185",2454552,"tamuc","disliked source",5
"5186",2462073,"tamuc","liked source",7
"5187",2465510,"tamuc","disliked source",5
"5188",2465566,"tamuc","liked source",6
"5189",2465576,"tamuc","disliked source",5
"5190",2468144,"tamuc","disliked source",9
"5191",2468148,"tamuc","liked source",8
"5192",2468150,"tamuc","disliked source",9
"5193",2469540,"tamuc","disliked source",5
"5194",2469559,"tamuc","disliked source",4
"5195",2471966,"tamuc","liked source",8
"5196",2472110,"tamuc","disliked source",5
"5197",2472188,"tamuc","liked source",1
"5198",2472191,"tamuc","liked source",9
"5199",2472279,"tamuc","liked source",9
"5200",2472316,"tamuc","disliked source",3
"5201",2472362,"tamuc","liked source",8
"5202",2472396,"tamuc","disliked source",3
"5203",2472517,"tamuc","liked source",9
