"","session_id","referrer","quoteGroup","quote"
"6168",619630,"wl","disliked source",6
"6169",619631,"wl","liked source",9
"6170",619674,"wl","disliked source",5
"6171",619812,"wl","liked source",6
"6172",619813,"wl","disliked source",8
"6173",619814,"wl","disliked source",5
"6174",619815,"wl","liked source",2
"6175",619816,"wl","liked source",4
"6176",619817,"wl","liked source",6
"6177",619818,"wl","liked source",9
"6178",619819,"wl","disliked source",8
"6179",619820,"wl","liked source",5
"6180",619821,"wl","liked source",3
"6181",619823,"wl","disliked source",7
"6182",620180,"wl","liked source",6
"6183",2402361,"wl","liked source",9
"6184",2402364,"wl","liked source",3
"6185",2402367,"wl","liked source",6
"6186",2402609,"wl","liked source",4
"6187",2407256,"wl","liked source",7
"6188",2423119,"wl","disliked source",7
"6189",2423124,"wl","disliked source",8
"6190",2423129,"wl","liked source",5
"6191",2423140,"wl","disliked source",8
"6192",2423146,"wl","liked source",9
"6193",2423150,"wl","disliked source",7
"6194",2423158,"wl","liked source",5
"6195",2423161,"wl","liked source",8
"6196",2423162,"wl","liked source",8
"6197",2423166,"wl","liked source",8
"6198",2423175,"wl","liked source",2
"6199",2423178,"wl","liked source",3
"6200",2423187,"wl","liked source",7
"6201",2423190,"wl","disliked source",4
"6202",2427277,"wl","disliked source",9
"6203",2427306,"wl","liked source",5
"6204",2427312,"wl","disliked source",5
"6205",2427315,"wl","disliked source",9
"6206",2427318,"wl","disliked source",9
"6207",2427319,"wl","disliked source",1
"6208",2427320,"wl","liked source",7
"6209",2427321,"wl","disliked source",4
"6210",2429800,"wl","disliked source",9
"6211",2429801,"wl","disliked source",5
"6212",2429807,"wl","disliked source",7
"6213",2429809,"wl","disliked source",5
"6214",2429812,"wl","liked source",5
"6215",2429813,"wl","disliked source",8
"6216",2429816,"wl","liked source",5
"6217",2429817,"wl","liked source",3
"6218",2429818,"wl","liked source",3
"6219",2429820,"wl","liked source",7
"6220",2429823,"wl","disliked source",9
"6221",2429824,"wl","disliked source",9
"6222",2429826,"wl","disliked source",6
"6223",2429827,"wl","disliked source",4
"6224",2429830,"wl","disliked source",7
"6225",2431590,"wl","liked source",8
"6226",2431595,"wl","disliked source",4
"6227",2431601,"wl","disliked source",5
"6228",2431607,"wl","liked source",3
"6229",2431662,"wl","disliked source",7
"6230",2443981,"wl","liked source",8
"6231",2447928,"wl","disliked source",3
"6232",2447956,"wl","disliked source",5
"6233",2454317,"wl","disliked source",5
"6234",2458555,"wl","liked source",9
"6235",2459510,"wl","disliked source",5
"6236",2459512,"wl","disliked source",8
"6237",2459514,"wl","liked source",3
"6238",2459517,"wl","disliked source",8
"6239",2459520,"wl","liked source",9
"6240",2459588,"wl","disliked source",6
"6241",2462162,"wl","liked source",4
"6242",2462166,"wl","disliked source",5
"6243",2466078,"wl","liked source",6
"6244",2479546,"wl","liked source",5
"6245",2479565,"wl","liked source",2
"6246",2479845,"wl","disliked source",4
"6247",2479851,"wl","liked source",2
"6248",2479861,"wl","liked source",5
"6249",2479943,"wl","disliked source",5
"6250",2480471,"wl","disliked source",3
"6251",2480476,"wl","liked source",7
"6252",2480478,"wl","disliked source",5
"6253",2480480,"wl","disliked source",6
"6254",2480482,"wl","disliked source",9
"6255",2480484,"wl","liked source",1
"6256",2481270,"wl","disliked source",7
"6257",2481507,"wl","liked source",3
