"","session_id","referrer","quoteGroup","quote"
"672",2419021,"jmu","liked source",7
"673",2419031,"jmu","liked source",7
"674",2419039,"jmu","liked source",6
"675",2419118,"jmu","liked source",7
"676",2419123,"jmu","disliked source",6
"677",2419126,"jmu","liked source",7
"678",2419136,"jmu","liked source",7
"679",2419214,"jmu","disliked source",4
"680",2419302,"jmu","disliked source",5
"681",2419308,"jmu","disliked source",1
"682",2419313,"jmu","liked source",9
"683",2419389,"jmu","disliked source",3
"684",2419391,"jmu","liked source",8
"685",2419455,"jmu","liked source",9
"686",2419461,"jmu","disliked source",7
"687",2419527,"jmu","disliked source",6
"688",2419592,"jmu","disliked source",5
"689",2419674,"jmu","liked source",5
"690",2419767,"jmu","disliked source",5
"691",2419793,"jmu","disliked source",5
"692",2419818,"jmu","disliked source",5
"693",2419826,"jmu","disliked source",5
"694",2419847,"jmu","liked source",7
"695",2419887,"jmu","liked source",5
"696",2419919,"jmu","disliked source",4
"697",2420020,"jmu","liked source",5
"698",2420156,"jmu","liked source",3
"699",2420182,"jmu","disliked source",5
"700",2420235,"jmu","liked source",5
"701",2420247,"jmu","disliked source",6
"702",2420251,"jmu","liked source",3
"703",2420252,"jmu","disliked source",5
"704",2420253,"jmu","liked source",3
"705",2420255,"jmu","liked source",5
"706",2420258,"jmu","liked source",7
"707",2420262,"jmu","disliked source",7
"708",2420266,"jmu","liked source",3
"709",2420272,"jmu","disliked source",4
"710",2420273,"jmu","liked source",5
"711",2420275,"jmu","liked source",5
"712",2420276,"jmu","disliked source",5
"713",2420281,"jmu","disliked source",8
"714",2420284,"jmu","disliked source",4
"715",2420294,"jmu","disliked source",5
"716",2420305,"jmu","disliked source",5
"717",2420311,"jmu","disliked source",3
"718",2420319,"jmu","disliked source",1
"719",2420326,"jmu","disliked source",7
"720",2420327,"jmu","disliked source",4
"721",2420330,"jmu","disliked source",2
"722",2420338,"jmu","disliked source",5
"723",2420341,"jmu","disliked source",7
"724",2420345,"jmu","liked source",5
"725",2420356,"jmu","liked source",7
"726",2420359,"jmu","disliked source",5
"727",2420361,"jmu","liked source",6
"728",2420367,"jmu","liked source",8
"729",2420382,"jmu","disliked source",6
"730",2420386,"jmu","liked source",6
"731",2420405,"jmu","disliked source",1
"732",2420433,"jmu","liked source",7
"733",2420456,"jmu","disliked source",4
"734",2420459,"jmu","liked source",7
"735",2420463,"jmu","disliked source",5
"736",2420467,"jmu","liked source",4
"737",2420471,"jmu","liked source",8
"738",2420481,"jmu","liked source",8
"739",2420482,"jmu","liked source",4
"740",2420485,"jmu","liked source",7
"741",2420514,"jmu","liked source",3
"742",2420517,"jmu","disliked source",4
"743",2420518,"jmu","disliked source",6
"744",2420529,"jmu","liked source",7
"745",2420534,"jmu","disliked source",8
"746",2420543,"jmu","liked source",9
"747",2420572,"jmu","liked source",5
"748",2420580,"jmu","liked source",4
"749",2420605,"jmu","liked source",3
"750",2420622,"jmu","liked source",4
"751",2420641,"jmu","disliked source",5
"752",2420646,"jmu","liked source",4
"753",2420663,"jmu","liked source",4
"754",2420692,"jmu","liked source",9
"755",2420694,"jmu","disliked source",7
"756",2420717,"jmu","disliked source",5
"757",2420719,"jmu","liked source",5
"758",2420736,"jmu","liked source",6
"759",2420748,"jmu","liked source",9
"760",2420770,"jmu","disliked source",8
"761",2420808,"jmu","disliked source",6
"762",2420827,"jmu","liked source",3
"763",2420878,"jmu","liked source",7
"764",2420912,"jmu","liked source",9
"765",2420960,"jmu","liked source",9
"766",2421044,"jmu","liked source",7
"767",2421241,"jmu","liked source",7
"768",2421264,"jmu","liked source",9
"769",2421291,"jmu","disliked source",5
"770",2421306,"jmu","disliked source",2
"771",2421347,"jmu","disliked source",7
"772",2421365,"jmu","liked source",9
"773",2421370,"jmu","liked source",8
"774",2421397,"jmu","disliked source",5
"775",2421398,"jmu","liked source",6
"776",2421442,"jmu","liked source",7
"777",2421474,"jmu","liked source",7
"778",2421515,"jmu","liked source",6
"779",2421517,"jmu","disliked source",5
"780",2421546,"jmu","liked source",4
"781",2421559,"jmu","liked source",9
"782",2421598,"jmu","disliked source",7
"783",2421613,"jmu","disliked source",5
"784",2421615,"jmu","disliked source",4
"785",2421620,"jmu","disliked source",5
"786",2421628,"jmu","disliked source",6
"787",2421629,"jmu","disliked source",2
"788",2421635,"jmu","disliked source",5
"789",2421666,"jmu","disliked source",4
"790",2421670,"jmu","liked source",5
"791",2421683,"jmu","disliked source",6
"792",2421900,"jmu","disliked source",3
"793",2422010,"jmu","liked source",5
"794",2422167,"jmu","liked source",7
"795",2422174,"jmu","disliked source",9
"796",2422293,"jmu","disliked source",7
"797",2422304,"jmu","liked source",2
"798",2422352,"jmu","disliked source",5
"799",2422524,"jmu","liked source",5
"800",2422707,"jmu","liked source",9
"801",2422949,"jmu","liked source",9
"802",2423009,"jmu","disliked source",5
"803",2423284,"jmu","disliked source",5
"804",2423301,"jmu","liked source",8
"805",2423308,"jmu","liked source",7
"806",2423798,"jmu","liked source",7
"807",2424304,"jmu","liked source",9
"808",2424373,"jmu","liked source",9
"809",2424425,"jmu","liked source",8
