"","session_id","referrer","quoteGroup","quote"
"5204",2479820,"tamuon","disliked source",8
"5205",2479821,"tamuon","liked source",5
"5206",2479829,"tamuon","liked source",8
"5207",2479834,"tamuon","liked source",5
"5208",2479835,"tamuon","liked source",7
"5209",2479842,"tamuon","disliked source",8
"5210",2479846,"tamuon","liked source",5
"5211",2479847,"tamuon","disliked source",1
"5212",2479864,"tamuon","disliked source",5
"5213",2479877,"tamuon","disliked source",5
"5214",2479886,"tamuon","liked source",9
"5215",2479892,"tamuon","disliked source",9
"5216",2479894,"tamuon","liked source",7
"5217",2479895,"tamuon","disliked source",6
"5218",2480000,"tamuon","liked source",9
"5219",2480132,"tamuon","disliked source",5
"5220",2480144,"tamuon","disliked source",1
"5221",2480159,"tamuon","disliked source",5
"5222",2480162,"tamuon","liked source",8
"5223",2480177,"tamuon","disliked source",4
"5224",2480194,"tamuon","disliked source",7
"5225",2480201,"tamuon","disliked source",3
"5226",2480215,"tamuon","liked source",5
"5227",2480220,"tamuon","liked source",6
"5228",2480228,"tamuon","liked source",7
"5229",2480236,"tamuon","disliked source",3
"5230",2480242,"tamuon","disliked source",1
"5231",2480266,"tamuon","liked source",7
"5232",2480280,"tamuon","liked source",8
"5233",2480283,"tamuon","liked source",6
"5234",2480332,"tamuon","liked source",8
"5235",2480343,"tamuon","liked source",8
"5236",2480353,"tamuon","disliked source",4
"5237",2480356,"tamuon","disliked source",7
"5238",2480366,"tamuon","liked source",6
"5239",2480372,"tamuon","disliked source",2
"5240",2480383,"tamuon","liked source",6
"5241",2480385,"tamuon","liked source",9
"5242",2480422,"tamuon","disliked source",6
"5243",2480440,"tamuon","disliked source",7
"5244",2480462,"tamuon","liked source",9
"5245",2480467,"tamuon","disliked source",5
"5246",2480474,"tamuon","disliked source",7
"5247",2480477,"tamuon","liked source",7
"5248",2480481,"tamuon","liked source",9
"5249",2480490,"tamuon","disliked source",5
"5250",2480516,"tamuon","disliked source",5
"5251",2480518,"tamuon","disliked source",8
"5252",2480541,"tamuon","liked source",3
"5253",2480558,"tamuon","disliked source",5
"5254",2480566,"tamuon","disliked source",3
"5255",2480567,"tamuon","disliked source",5
"5256",2480574,"tamuon","liked source",4
"5257",2480585,"tamuon","disliked source",3
"5258",2480627,"tamuon","liked source",9
"5259",2480628,"tamuon","liked source",5
"5260",2480632,"tamuon","liked source",6
"5261",2480650,"tamuon","liked source",3
"5262",2480672,"tamuon","disliked source",6
"5263",2480675,"tamuon","disliked source",6
"5264",2480687,"tamuon","disliked source",4
"5265",2480690,"tamuon","disliked source",7
"5266",2480693,"tamuon","disliked source",6
"5267",2480707,"tamuon","liked source",7
"5268",2480720,"tamuon","liked source",3
"5269",2480725,"tamuon","liked source",1
"5270",2480727,"tamuon","liked source",5
"5271",2480728,"tamuon","disliked source",4
"5272",2480731,"tamuon","disliked source",8
"5273",2480733,"tamuon","disliked source",5
"5274",2480735,"tamuon","liked source",7
"5275",2480811,"tamuon","disliked source",3
