"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"3452","127","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3453","128","UniversityOfVirginia","NoCredentials",1,"20","Junior","Female","Afghan","Pass"
"3455","13","UniversityOfVirginia","NoCredentials",0,"19","Sophomore","Female","Asian-American","Pass"
"3456","130","UniversityOfVirginia","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3457","131","UniversityOfVirginia","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3458","132","UniversityOfVirginia","NoCredentials",1,"18","First-year","Male","Asian-American","Fail"
"3459","133","UniversityOfVirginia","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3460","134","UniversityOfVirginia","NoCredentials",0,"19","First-year","Male","Latino or Hispanic","Pass"
"3461","135","UniversityOfVirginia","Credentials",1,NA,NA,NA,NA,NA
"3462","136","UniversityOfVirginia","Credentials",0,"18","First-year","Male","African-American","Pass"
"3463","137","UniversityOfVirginia","Credentials",1,"18","First-year","Female","Latino or Hispanic","Pass"
"3464","138","UniversityOfVirginia","NoCredentials",0,"20","Junior","Female","Multiracial","Fail"
"3465","139","UniversityOfVirginia","Credentials",1,"19","First-year","Male","Asian-American","Pass"
"3467","140","UniversityOfVirginia","Credentials",0,"19","Sophomore",NA,"White, non-Hispanic or latino","Pass"
"3468","141","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"3469","142","UniversityOfVirginia","Credentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3470","143","UniversityOfVirginia","Credentials",1,"19","Sophomore","Male","African-American","Fail"
"3473","146","UniversityOfVirginia","NoCredentials",-1,"18","First-year","Male","Multiracial","Pass"
"3474","147","UniversityOfVirginia","Credentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3475","148","UniversityOfVirginia","Credentials",1,"19","Sophomore","Female","Asian-American","Pass"
"3476","149","UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,NA
"3478","150","UniversityOfVirginia","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3479","151","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3480","152","UniversityOfVirginia","Credentials",1,"18","First-year","Female","Asian-American","Fail"
"3481","153","UniversityOfVirginia","NoCredentials",1,"22","Senior","Female","Multiracial","Fail"
"3482","154","UniversityOfVirginia","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3483","155","UniversityOfVirginia","Credentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3484","156","UniversityOfVirginia","NoCredentials",-1,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3485","157","UniversityOfVirginia","Credentials",1,"19","First-year","Male","Other","Fail"
"3486","158","UniversityOfVirginia","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3487","159","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","Other","Fail"
"3489","161","UniversityOfVirginia","Credentials",0,"20","Junior","Female","Asian-American","Pass"
"3490","162","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Asian-American","Fail"
"3491","163","UniversityOfVirginia","NoCredentials",1,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3492","164","UniversityOfVirginia","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3493","165","UniversityOfVirginia","NoCredentials",1,"19","First-year","Female","African-American","Pass"
"3494","166","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3495","167","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3496","168","UniversityOfVirginia","Credentials",0,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3497","169","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","Asian-American","Fail"
"3498","169","UniversityOfVirginia","Credentials",2,NA,NA,NA,NA,NA
"3499","17","UniversityOfVirginia","Credentials",0,"21","Senior","Male","Multiracial","Fail"
"3501","171","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Asian-American","Fail"
"3502","172","UniversityOfVirginia","Credentials",0,"20","Junior","Male","Latino or Hispanic","Pass"
"3503","173","UniversityOfVirginia","Credentials",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3504","174","UniversityOfVirginia","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"3505","175","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3507","177","UniversityOfVirginia","Credentials",0,"19","First-year","Female","Asian-American","Pass"
"3512","181","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3513","182","UniversityOfVirginia","Credentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3514","183","UniversityOfVirginia","Credentials",0,"19","Sophomore","Male","Asian-American","Fail"
"3515","184","UniversityOfVirginia","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3516","185","UniversityOfVirginia","Credentials",0,"19","First-year","Male","Asian-American","Fail"
"3517","186","UniversityOfVirginia","NoCredentials",0,"23","Sophomore","Female","Asian-American","Fail"
"3518","187","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3519","188","UniversityOfVirginia","Credentials",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3520","189","UniversityOfVirginia","Credentials",1,"18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"3521","19","UniversityOfVirginia","NoCredentials",0,"23","Other","Female","White, non-Hispanic or latino","Pass"
"3522","190","UniversityOfVirginia","Credentials",0,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3523","191","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Multiracial","Fail"
"3524","192","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3525","193","UniversityOfVirginia","Credentials",1,"18","First-year","Female","Asian-American","Pass"
"3526","194","UniversityOfVirginia","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3528","196","UniversityOfVirginia","Credentials",1,"19","First-year","Female","Other","Pass"
"3529","196","UniversityOfVirginia","Credentials",0,"19","First-year","Male","Multiracial","Fail"
"3530","197","UniversityOfVirginia","NoCredentials",0,"18","First-year","Male","Multiracial","Fail"
"3532","20","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Asian-American","Pass"
"3533","200","UniversityOfVirginia","NoCredentials",1,"19","Sophomore","Male","Asian-American","Fail"
"3534","201","UniversityOfVirginia","Credentials",0,"19","First-year","Female","Latino or Hispanic","Pass"
"3535","202","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"3536","203","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3537","204","UniversityOfVirginia","NoCredentials",0,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3539","22","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","Asian-American","Pass"
"3540","23","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","African-American","Fail"
"3541","24","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3542","25","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3543","26","UniversityOfVirginia","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3544","27","UniversityOfVirginia","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3545","28","UniversityOfVirginia","Credentials",1,"18","First-year","Female",NA,"Pass"
"3546","29","UniversityOfVirginia","NoCredentials",1,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3547","30","UniversityOfVirginia","NoCredentials",0,"20","First-year","Male","Other","Pass"
"3549","32","UniversityOfVirginia","Credentials",1,"19","Junior","Female","White, non-Hispanic or latino","Pass"
"3550","33","UniversityOfVirginia","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3552","35","UniversityOfVirginia","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3554","37","UniversityOfVirginia","Credentials",2,"19","Junior","Female","Asian-American","Fail"
"3556","39","UniversityOfVirginia","NoCredentials",0,"18","Sophomore","Male","Asian-American","Pass"
"3557","40","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3558","41","UniversityOfVirginia","Credentials",1,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"3559","42","UniversityOfVirginia","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3560","43","UniversityOfVirginia","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3561","44","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"3563","46","UniversityOfVirginia","NoCredentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3564","47","UniversityOfVirginia","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3565","48","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3566","49","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Multiracial","Pass"
"3567","50","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Multiracial","Pass"
"3568","51","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","African-American","Pass"
"3569","52","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3570","53","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3571","54","UniversityOfVirginia","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3572","55","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3574","57","UniversityOfVirginia","NoCredentials",0,"20","Junior","Male","Asian-American","Pass"
"3575","58","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3576","59","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","African-American","Pass"
"3577","60","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3578","61","UniversityOfVirginia","Credentials",0,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3579","62","UniversityOfVirginia","Credentials",2,"18","First-year","Male","Asian-American","Fail"
"3580","63","UniversityOfVirginia","NoCredentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3581","64","UniversityOfVirginia","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3582","65","UniversityOfVirginia","Credentials",0,"18","First-year","Male","Asian-American","Fail"
"3584","67","UniversityOfVirginia","Credentials",0,"19","Sophomore","Female","Asian-American","Fail"
"3585","68","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3588","70","UniversityOfVirginia","Credentials",1,"18","First-year","Female","Asian-American","Fail"
"3590","72","UniversityOfVirginia","NoCredentials",1,"18","First-year","Male","Multiracial","Pass"
"3592","74","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3594","76","UniversityOfVirginia","NoCredentials",0,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3595","77","UniversityOfVirginia","NoCredentials",0,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3597","79","UniversityOfVirginia","NoCredentials",0,"18","First-year","Male","Asian-American","Pass"
"3598","8","UniversityOfVirginia","Credentials",0,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"3599","80","UniversityOfVirginia","NoCredentials",-2,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3600","81","UniversityOfVirginia","Credentials",0,"17","First-year","Male","African-American","Pass"
"3601","82","UniversityOfVirginia","NoCredentials",0,"19","Sophomore","Female","Other","Fail"
"3602","83","UniversityOfVirginia","Credentials",1,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"3603","84","UniversityOfVirginia","Credentials",0,"19","Sophomore","Female","Asian-American","Pass"
"3607","89","UniversityOfVirginia","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3609","90","UniversityOfVirginia","Credentials",0,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3610","91","UniversityOfVirginia","Credentials",1,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3612","93","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3613","93","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3614","94","UniversityOfVirginia","Credentials",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3615","95","UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3616","96","UniversityOfVirginia","NoCredentials",0,"17","First-year","Male","White, non-Hispanic or latino","Pass"
"3617","97","UniversityOfVirginia","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3618","98","UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3620",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,"Fail"
"3621",NA,"UniversityOfVirginia","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3623",NA,"UniversityOfVirginia","Credentials",1,NA,NA,NA,NA,"Pass"
"3624",NA,"UniversityOfVirginia","NoCredentials",1,NA,NA,NA,NA,NA
"3625",NA,"UniversityOfVirginia","Credentials",0,NA,NA,NA,NA,"Fail"
"3626",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,NA
"3627",NA,"UniversityOfVirginia","Credentials",0,NA,NA,NA,NA,NA
"3628",NA,"UniversityOfVirginia","NoCredentials",-1,NA,NA,NA,NA,"Fail"
"3629",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,"Fail"
"3630",NA,"UniversityOfVirginia","Credentials",0,NA,NA,NA,NA,NA
"3631",NA,"UniversityOfVirginia","NoCredentials",0,"18","First-year","Male","Asian-American","Fail"
"3633",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,NA
"3634",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,"Fail"
"3636",NA,"UniversityOfVirginia","Credentials",1,"18","First-year","Female","African-American","Fail"
"3637",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,"Fail"
"3640",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,NA
"3642",NA,"UniversityOfVirginia","Credentials",-2,NA,NA,NA,NA,"Pass"
"3643",NA,"UniversityOfVirginia","NoCredentials",0,NA,NA,NA,NA,NA
"3644",NA,"UniversityOfVirginia","NoCredentials",0,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"3645",NA,"UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3646",NA,"UniversityOfVirginia","NoCredentials",0,"18","First-year","Female","Asian-American","Fail"
"3647",NA,"UniversityOfVirginia","NoCredentials",1,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3648",NA,"UniversityOfVirginia","NoCredentials",1,NA,NA,NA,NA,NA
"3651",NA,"UniversityOfVirginia","NoCredentials",1,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3652",NA,"UniversityOfVirginia","NoCredentials",1,NA,NA,NA,NA,"Fail"
"3653",NA,"UniversityOfVirginia","Credentials",1,NA,NA,NA,NA,"Fail"
"3654",NA,"UniversityOfVirginia","Credentials",0,"19","Sophomore","Female","Asian-American","Fail"
"3655",NA,"UniversityOfVirginia","Credentials",2,NA,NA,NA,NA,"Fail"
