"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"3389","77","UniversityOfToronto","NoCredentials",0,"18","First-year","Male","Asian-American","Pass"
"3390","78","UniversityOfToronto","NoCredentials",0,"20","Sophomore","Male","Latino or Hispanic","Pass"
"3391","79","UniversityOfToronto","Credentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3392","8","UniversityOfToronto","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3393","80","UniversityOfToronto","Credentials",-1,"19","Sophomore","Male","Native Hawaiian and other Pacific Islander","Pass"
"3396","83","UniversityOfToronto","Credentials",3,"21","Senior","Male","Other","Pass"
"3397","84","UniversityOfToronto","NoCredentials",1,"18","First-year","Female","Asian-American","Pass"
"3398","85","UniversityOfToronto","Credentials",2,"20","Sophomore","Female","Asian-American","Fail"
"3399","86","UniversityOfToronto","Credentials",0,"20","Junior","Male","Other","Pass"
"3400","9","UniversityOfToronto","Credentials",1,"19","First-year","Male","Multiracial","Pass"
"3401",NA,"UniversityOfToronto","Credentials",0,"17","First-year","Female","African-American","Pass"
"3402",NA,"UniversityOfToronto","NoCredentials",1,"20","First-year","Female","Asian-American","Pass"
"3403",NA,"UniversityOfToronto","Credentials",0,NA,NA,NA,NA,NA
"3406",NA,"UniversityOfToronto","NoCredentials",0,NA,"First-year","Female","Multiracial","Pass"
"3407",NA,"UniversityOfToronto","Credentials",1,"20","Sophomore","Female","Asian-American","Fail"
"3408",NA,"UniversityOfToronto","Credentials",0,"18","Sophomore","Female","African-American","Pass"
"3409",NA,"UniversityOfToronto","NoCredentials",-1,"20","Sophomore","Female","Asian-American","Fail"
"3410",NA,"UniversityOfToronto","Credentials",1,"20","Sophomore","Female","Other","Pass"
"3412",NA,"UniversityOfToronto","Credentials",-2,"19","First-year","Female","Asian-American","Fail"
"3413",NA,"UniversityOfToronto","Credentials",1,NA,NA,NA,NA,"Fail"
"3414",NA,"UniversityOfToronto","Credentials",0,"23","Senior","Female","Asian-American","Pass"
"3415",NA,"UniversityOfToronto","NoCredentials",1,"19","First-year","Male","Asian-American","Fail"
"3416",NA,"UniversityOfToronto","Credentials",2,"18","First-year","Female","Asian-American","Pass"
"3417",NA,"UniversityOfToronto","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3419",NA,"UniversityOfToronto","NoCredentials",1,"18","First-year","Female","Other","Pass"
"3420",NA,"UniversityOfToronto","Credentials",0,"19","Sophomore","Male","Asian-American","Pass"
"3421",NA,"UniversityOfToronto","Credentials",2,"18","First-year","Female","African-American","Pass"
