"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"155","42","BradleyUniversity","NoCredentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"156","43","BradleyUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"157","44","BradleyUniversity","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"158","45","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"159","46","BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"160","47","BradleyUniversity","Credentials",0,"19","Sophomore","Male","Asian-American","Pass"
"161","48","BradleyUniversity","Credentials",1,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"162","49","BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"163","5","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"164","50","BradleyUniversity","NoCredentials",0,"19","Sophomore","Female","Multiracial","Fail"
"165","51","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"166","52","BradleyUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"167","53","BradleyUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"168","54","BradleyUniversity","NoCredentials",0,"21","Senior","Female","Multiracial","Fail"
"169","55","BradleyUniversity","Credentials",0,"18","First-year","Female","African-American","Pass"
"170","56","BradleyUniversity","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"171","57","BradleyUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"172","58","BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"173","59","BradleyUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"174","6","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"176","61","BradleyUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"177","62","BradleyUniversity","Credentials",0,NA,"First-year","Female","Latino or Hispanic","Pass"
"178","63","BradleyUniversity","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"179","64","BradleyUniversity","Credentials",1,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"180","65","BradleyUniversity","NoCredentials",3,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"181","66","BradleyUniversity","Credentials",0,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"182","67","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"183","68","BradleyUniversity","NoCredentials",0,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"184","69","BradleyUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"185","7","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"186","70","BradleyUniversity","Credentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"187","71","BradleyUniversity","NoCredentials",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"188","72","BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"189","73","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"190","74","BradleyUniversity","Credentials",2,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"191","75","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"192","76","BradleyUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"193","77","BradleyUniversity","Credentials",2,"21","Senior","Male","African-American","Pass"
"194","78","BradleyUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"195","79","BradleyUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"196","8","BradleyUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"197","80","BradleyUniversity","Credentials",2,"19","Sophomore",NA,"Multiracial","Pass"
"198","81","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"199","82","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"200","83","BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"201","84","BradleyUniversity","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"202","85","BradleyUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"203","86","BradleyUniversity","NoCredentials",0,"21","Senior","Female","African-American","Pass"
"204","87","BradleyUniversity","Credentials",0,"19","Sophomore","Female","African-American","Pass"
"205","88","BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"206","89","BradleyUniversity","Credentials",0,"20","Junior","Female","African-American","Fail"
"207","9","BradleyUniversity","Credentials",0,"18","First-year","Male","Other","Fail"
"208","90","BradleyUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"209","91","BradleyUniversity","Credentials",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"210","92","BradleyUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"211","93","BradleyUniversity","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"212","94","BradleyUniversity","NoCredentials",0,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"215","97","BradleyUniversity","Credentials",2,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"216","98","BradleyUniversity","NoCredentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"217","99","BradleyUniversity","NoCredentials",1,"18","First-year","Female","Multiracial","Pass"
"218",NA,"BradleyUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"219",NA,"BradleyUniversity","NoCredentials",0,"19","Sophomore","Male","Other","Pass"
"220",NA,"BradleyUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"221",NA,"BradleyUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"222",NA,"BradleyUniversity","Credentials",0,"19","Sophomore","Female","Latino or Hispanic","Fail"
"223",NA,"BradleyUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"224",NA,"BradleyUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"225",NA,"BradleyUniversity","Credentials",0,NA,NA,NA,NA,NA
"226",NA,"BradleyUniversity","NoCredentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"227",NA,"BradleyUniversity","NoCredentials",2,NA,NA,NA,NA,"Pass"
