"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"2659","95","TexasAandM","Credentials",0,"18","First-year","Male","Native Hawaiian and other Pacific Islander","Pass"
"2660","96","TexasAandM","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2661","97","TexasAandM","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2662","98","TexasAandM","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2663","99","TexasAandM","NoCredentials",0,"21","Junior","Male","Asian-American","Fail"
"2664","no survey?","TexasAandM","NoCredentials",2,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2665",NA,"TexasAandM","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2666",NA,"TexasAandM","NoCredentials",0,"21","Junior","Female","White, non-Hispanic or latino","Fail"
"2667",NA,"TexasAandM","NoCredentials",0,"18","First-year","Female","African-American","Pass"
"2669",NA,"TexasAandM","Credentials",1,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"2670",NA,"TexasAandM","NoCredentials",0,"18","First-year","Male","Latino or Hispanic","Pass"
"2671",NA,"TexasAandM","Credentials",0,"19","First-year","Female","Latino or Hispanic","Pass"
"2672",NA,"TexasAandM","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2673",NA,"TexasAandM","Credentials",0,NA,NA,NA,NA,NA
"2674",NA,"TexasAandM","NoCredentials",1,"18","First-year","Male","Multiracial","Pass"
