"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"1216","277","mTurk","NoCredentials",0,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1217","278","mTurk","Credentials",0,"31","Other","Male","Asian-American","Pass"
"1218","279","mTurk","Credentials",2,"38",NA,"Female","White, non-Hispanic or latino","Pass"
"1219","28","mTurk","NoCredentials",3,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1220","280","mTurk","NoCredentials",3,"29","Other","Male","White, non-Hispanic or latino","Pass"
"1221","281","mTurk","NoCredentials",0,"67",NA,"Female","White, non-Hispanic or latino","Pass"
"1222","282","mTurk","Credentials",0,"39","Other","Male","White, non-Hispanic or latino","Pass"
"1223","283","mTurk","NoCredentials",1,"57",NA,"Female","Asian-American","Pass"
"1224","284","mTurk","Credentials",0,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1225","285","mTurk","Credentials",0,"19","Other","Female","White, non-Hispanic or latino","Pass"
"1226","286","mTurk","NoCredentials",0,"34","Other","Male","White, non-Hispanic or latino","Pass"
"1227","287","mTurk","Credentials",1,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1228","288","mTurk","NoCredentials",0,"22","Sophomore","Female","Latino or Hispanic","Pass"
"1229","289","mTurk","NoCredentials",0,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1230","29","mTurk","NoCredentials",1,"54",NA,"Female","White, non-Hispanic or latino","Pass"
"1231","290","mTurk","Credentials",1,NA,NA,NA,NA,NA
"1232","291","mTurk","Credentials",0,"48",NA,"Male","White, non-Hispanic or latino","Pass"
"1233","292","mTurk","NoCredentials",2,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1234","293","mTurk","Credentials",0,NA,NA,NA,NA,NA
"1235","294","mTurk","Credentials",0,"23",NA,"Female","White, non-Hispanic or latino","Pass"
"1236","295","mTurk","Credentials",0,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1237","296","mTurk","NoCredentials",3,"27",NA,"Female","Asian-American","Pass"
"1238","297","mTurk","NoCredentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1239","298","mTurk","Credentials",0,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1240","299","mTurk","Credentials",3,"28","Other","Female","Other","Pass"
"1241","3","mTurk","Credentials",1,"68","Other","Female","White, non-Hispanic or latino","Pass"
"1242","30","mTurk","NoCredentials",0,"50",NA,"Male","White, non-Hispanic or latino","Pass"
"1243","300","mTurk","NoCredentials",0,"40",NA,"Female","White, non-Hispanic or latino","Pass"
"1244","301","mTurk","Credentials",0,"51","Other","Female","White, non-Hispanic or latino","Pass"
"1245","302","mTurk","NoCredentials",2,"31","Other","Male","White, non-Hispanic or latino","Pass"
"1246","303","mTurk","Credentials",0,"34",NA,"Female","White, non-Hispanic or latino","Pass"
"1247","304","mTurk","Credentials",0,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"1249","306","mTurk","Credentials",1,"32",NA,"Female","White, non-Hispanic or latino","Pass"
"1251","308","mTurk","Credentials",0,"41","Other","Female","Asian-American","Pass"
"1252","309","mTurk","Credentials",2,"36",NA,"Female","White, non-Hispanic or latino","Pass"
"1253","31","mTurk","Credentials",0,"25","First-year","Male","White, non-Hispanic or latino","Pass"
"1254","310","mTurk","Credentials",0,"26","Other","Female","Latino or Hispanic","Pass"
"1255","311","mTurk","Credentials",0,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1256","312","mTurk","NoCredentials",-1,"31","Sophomore","Male","White, non-Hispanic or latino","Fail"
"1257","313","mTurk","NoCredentials",0,"27",NA,"Female","White, non-Hispanic or latino","Pass"
"1258","314","mTurk","Credentials",3,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1259","315","mTurk","Credentials",0,"31",NA,"Female","White, non-Hispanic or latino","Pass"
"1260","316","mTurk","NoCredentials",2,"28",NA,"Male","Asian-American","Pass"
"1261","317","mTurk","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1262","318","mTurk","NoCredentials",1,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1264","32","mTurk","NoCredentials",1,"44","Other","Female","White, non-Hispanic or latino","Pass"
"1265","320","mTurk","Credentials",2,NA,NA,NA,NA,NA
"1266","321","mTurk","NoCredentials",0,"25","Other","Male","African-American","Pass"
"1267","322","mTurk","NoCredentials",-2,"26","Junior","Female","Multiracial","Pass"
"1268","323","mTurk","NoCredentials",3,"36","Other","Male","Asian-American","Pass"
"1269","324","mTurk","Credentials",0,"39","Other","Male","White, non-Hispanic or latino","Fail"
"1270","325","mTurk","Credentials",1,"27","Other","Female","White, non-Hispanic or latino","Pass"
"1271","326","mTurk","NoCredentials",0,"53","Other","Female","White, non-Hispanic or latino","Pass"
"1272","327","mTurk","Credentials",2,"22","Sophomore","Male","Asian-American","Pass"
"1273","328","mTurk","Credentials",0,"20","Junior","Male","Multiracial","Pass"
"1274","329","mTurk","Credentials",2,NA,NA,NA,NA,NA
"1275","33","mTurk","NoCredentials",2,"31",NA,"Male","White, non-Hispanic or latino","Pass"
"1276","330","mTurk","NoCredentials",2,"35",NA,"Female","White, non-Hispanic or latino","Pass"
"1277","331","mTurk","Credentials",0,"29",NA,"Male","White, non-Hispanic or latino","Pass"
"1278","332","mTurk","NoCredentials",0,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1279","333","mTurk","NoCredentials",2,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1280","334","mTurk","Credentials",0,"32","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1281","335","mTurk","Credentials",2,"37","Other","Male","White, non-Hispanic or latino","Pass"
"1282","336","mTurk","NoCredentials",0,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1284","338","mTurk","NoCredentials",0,"33",NA,"Male","Asian-American","Pass"
"1285","339","mTurk","NoCredentials",1,"35","Other","Male","Latino or Hispanic","Pass"
"1287","340","mTurk","Credentials",1,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1289","342","mTurk","Credentials",-1,"25",NA,"Male","Asian-American","Pass"
"1290","343","mTurk","NoCredentials",2,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1292","345","mTurk","NoCredentials",2,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1293","346","mTurk","NoCredentials",0,"33","Other","Female","Latino or Hispanic","Pass"
"1294","347","mTurk","NoCredentials",0,"24","Other","Female","White, non-Hispanic or latino","Pass"
"1295","348","mTurk","Credentials",3,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1296","349","mTurk","Credentials",0,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1299","351","mTurk","Credentials",0,"22","Other","Female","White, non-Hispanic or latino","Pass"
"1300","352","mTurk","Credentials",0,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1301","353","mTurk","NoCredentials",1,"32",NA,"Male","Latino or Hispanic","Pass"
"1302","354","mTurk","NoCredentials",1,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1303","355","mTurk","NoCredentials",0,"35","Other","Male","African-American","Pass"
"1304","356","mTurk","NoCredentials",0,"33",NA,"Female","White, non-Hispanic or latino","Fail"
"1305","357","mTurk","Credentials",0,"39",NA,"Female","White, non-Hispanic or latino","Pass"
"1306","358","mTurk","NoCredentials",0,"62",NA,"Male","White, non-Hispanic or latino","Pass"
"1308","36","mTurk","Credentials",2,"28","Other","Female","White, non-Hispanic or latino","Pass"
"1309","360","mTurk","Credentials",0,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1310","361","mTurk","NoCredentials",0,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1312","363","mTurk","NoCredentials",0,"23",NA,"Male","White, non-Hispanic or latino","Fail"
"1313","364","mTurk","NoCredentials",0,"25","Other","Female","Asian-American","Pass"
"1314","365","mTurk","Credentials",1,NA,NA,NA,NA,NA
"1316","367","mTurk","Credentials",-1,"18","First-year","Male","African-American","Fail"
"1317","368","mTurk","NoCredentials",0,"35","Other","Male","White, non-Hispanic or latino","Pass"
"1320","370","mTurk","Credentials",3,"32","Other","Male","African-American","Pass"
"1321","371","mTurk","NoCredentials",0,"39",NA,"Male","White, non-Hispanic or latino","Pass"
"1323","373","mTurk","NoCredentials",0,"26","Other","Male","Latino or Hispanic","Pass"
"1325","375","mTurk","NoCredentials",0,"55",NA,"Female","White, non-Hispanic or latino","Pass"
"1326","376","mTurk","Credentials",0,"43","Other","Female","Asian-American","Pass"
"1328","378","mTurk","Credentials",0,"54",NA,"Female","Multiracial","Pass"
"1329","379","mTurk","NoCredentials",0,"30","Other","Male","Latino or Hispanic","Pass"
"1330","38","mTurk","NoCredentials",2,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1332","381","mTurk","Credentials",2,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1333","382","mTurk","NoCredentials",-3,"32",NA,"Male","White, non-Hispanic or latino","Pass"
"1334","383","mTurk","Credentials",3,NA,NA,NA,NA,"Pass"
"1335","384","mTurk","NoCredentials",0,"38","Other","Male","White, non-Hispanic or latino","Pass"
"1336","385","mTurk","Credentials",0,"42","Other","Male","White, non-Hispanic or latino","Pass"
"1337","386","mTurk","Credentials",2,"28","Other","Female","White, non-Hispanic or latino","Pass"
"1338","387","mTurk","Credentials",2,"31",NA,"Male","Asian-American","Pass"
"1339","388","mTurk","Credentials",1,"25","Junior","Female","Asian-American","Pass"
"1340","389","mTurk","NoCredentials",-1,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1341","39","mTurk","Credentials",2,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1343","391","mTurk","NoCredentials",1,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1344","392","mTurk","NoCredentials",0,"26","Other","Female","White, non-Hispanic or latino","Pass"
"1345","393","mTurk","Credentials",3,"42",NA,"Female","White, non-Hispanic or latino","Pass"
"1346","394","mTurk","NoCredentials",3,"48","Other","Male","Asian-American","Pass"
"1347","395","mTurk","NoCredentials",1,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1348","396","mTurk","NoCredentials",3,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1349","397","mTurk","NoCredentials",0,"39","Other","Male","White, non-Hispanic or latino","Pass"
"1350","398","mTurk","NoCredentials",1,"36",NA,"Male","White, non-Hispanic or latino","Pass"
"1351","399","mTurk","NoCredentials",0,"50",NA,"Female","White, non-Hispanic or latino","Pass"
"1352","4","mTurk","Credentials",0,NA,NA,NA,NA,NA
"1353","40","mTurk","Credentials",2,"53","Other","Male","White, non-Hispanic or latino","Pass"
"1356","402","mTurk","NoCredentials",0,"19","Sophomore","Male","Latino or Hispanic","Pass"
"1357","403","mTurk","NoCredentials",2,"33","Junior","Female","Latino or Hispanic","Fail"
"1358","404","mTurk","Credentials",0,NA,NA,NA,NA,NA
"1359","405","mTurk","NoCredentials",0,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1360","406","mTurk","NoCredentials",0,"32","Other","Female","Native Hawaiian and other Pacific Islander","Pass"
"1361","407","mTurk","NoCredentials",-1,"29","Other","Male","Other","Pass"
"1362","408","mTurk","NoCredentials",-1,NA,NA,NA,NA,NA
"1363","409","mTurk","NoCredentials",1,"31","Other","Female","Asian-American","Pass"
"1364","41","mTurk","NoCredentials",0,"63","Other","Female","White, non-Hispanic or latino","Pass"
"1365","410","mTurk","NoCredentials",-3,"25","Senior","Female","Asian-American","Pass"
"1366","411","mTurk","Credentials",1,"51","Other","Male","White, non-Hispanic or latino","Pass"
"1367","412","mTurk","Credentials",1,"26",NA,"Female","Asian-American","Pass"
"1369","414","mTurk","Credentials",1,"28",NA,"Female","Asian-American","Pass"
"1370","415","mTurk","NoCredentials",2,"25",NA,"Male","Asian-American","Pass"
"1372","417","mTurk","Credentials",3,"39",NA,"Male","Asian-American","Pass"
"1373","418","mTurk","Credentials",2,"29",NA,"Female","White, non-Hispanic or latino","Pass"
"1374","419","mTurk","NoCredentials",0,"41","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1375","42","mTurk","Credentials",0,"40","Other","Male","White, non-Hispanic or latino","Pass"
"1377","421","mTurk","NoCredentials",0,"34","Sophomore","Female","African-American","Pass"
"1379","423","mTurk","NoCredentials",0,"64",NA,"Female","White, non-Hispanic or latino","Pass"
"1380","424","mTurk","Credentials",0,NA,NA,NA,NA,NA
"1381","425","mTurk","NoCredentials",2,"43",NA,"Male","White, non-Hispanic or latino","Pass"
"1382","426","mTurk","NoCredentials",1,"27","Senior","Male","Asian-American","Pass"
"1384","428","mTurk","NoCredentials",2,"25","Other","Male","Asian-American","Pass"
"1385","429","mTurk","NoCredentials",1,NA,NA,NA,NA,NA
"1386","43","mTurk","NoCredentials",0,"33","Other","Male","Asian-American","Pass"
"1387","430","mTurk","NoCredentials",1,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1388","431","mTurk","NoCredentials",2,"42",NA,"Female","Asian-American","Pass"
