"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"877","10","MontanaStateUniversity","Credentials",0,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"879","101","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"880","102","MontanaStateUniversity","Credentials",1,"23","Other","Female","White, non-Hispanic or latino","Fail"
"881","103","MontanaStateUniversity","Credentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"882","104","MontanaStateUniversity","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"883","105","MontanaStateUniversity","NoCredentials",0,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"884","106","MontanaStateUniversity","NoCredentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"885","107","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"886","108","MontanaStateUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"888","11","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"889","110","MontanaStateUniversity","Credentials",2,"18","First-year","Female","Asian-American","Fail"
"890","111","MontanaStateUniversity","Credentials",0,"18","First-year","Female","Native American and Alaska Native","Fail"
"891","112","MontanaStateUniversity","NoCredentials",1,"21","First-year","Male","White, non-Hispanic or latino","Fail"
"892","113","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"893","114","MontanaStateUniversity","Credentials",-1,"21","Sophomore","Male","White, non-Hispanic or latino","Fail"
"894","115","MontanaStateUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"895","116","MontanaStateUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"896","117","MontanaStateUniversity","NoCredentials",2,"22","Senior","Female","White, non-Hispanic or latino","Fail"
"897","118","MontanaStateUniversity","Credentials",2,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"898","119","MontanaStateUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"899","12","MontanaStateUniversity","Credentials",0,"18","First-year","Female","African-American","Fail"
"900","120","MontanaStateUniversity","NoCredentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"901","121","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino",NA
"902","122","MontanaStateUniversity","Credentials",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"903","123","MontanaStateUniversity","Credentials",0,"19","First-year","Male","White, non-Hispanic or latino","Fail"
