"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"904","124","MontanaStateUniversity","Credentials",0,"19","First-year","Female","Latino or Hispanic","Pass"
"905","125","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"906","126","MontanaStateUniversity","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"907","127","MontanaStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Fail"
"908","128","MontanaStateUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"909","129","MontanaStateUniversity","Credentials",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"910","13","MontanaStateUniversity","NoCredentials",-1,"22","First-year","Male","Other","Fail"
"911","130","MontanaStateUniversity","NoCredentials",1,"22","Junior","Male","White, non-Hispanic or latino","Pass"
"912","131","MontanaStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"913","132","MontanaStateUniversity","NoCredentials",0,"20","Sophomore","Female","Asian-American","Fail"
"914","133","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"917","14","MontanaStateUniversity","Credentials",0,"19","First-year","Female","Latino or Hispanic","Pass"
"918","15","MontanaStateUniversity","NoCredentials",0,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"919","16","MontanaStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"920","17","MontanaStateUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"921","19","MontanaStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"922","20","MontanaStateUniversity","NoCredentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"923","21","MontanaStateUniversity","NoCredentials",0,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"924","22","MontanaStateUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"925","23","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Male","Other","Pass"
"926","24","MontanaStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"927","25","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","Native American and Alaska Native","Pass"
"928","26","MontanaStateUniversity","Credentials",1,"27","Other","Female",NA,"Pass"
"929","27","MontanaStateUniversity","NoCredentials",1,"25","Junior","Female","Other","Fail"
"930","28","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"931","29","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"932","30","MontanaStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"933","31","MontanaStateUniversity","Credentials",0,"27","Sophomore","Female","Other","Fail"
"934","32","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"935","33","MontanaStateUniversity","NoCredentials",0,"21","Sophomore","Female","White, non-Hispanic or latino","Fail"
"936","34","MontanaStateUniversity","Credentials",-1,"18","First-year","Male","Latino or Hispanic","Pass"
"937","35","MontanaStateUniversity","Credentials",0,"19","Sophomore","Female","Native American and Alaska Native","Pass"
"938","36","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"939","37","MontanaStateUniversity","NoCredentials",0,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"940","38","MontanaStateUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"941","39","MontanaStateUniversity","Credentials",-1,"22","Sophomore","Male","White, non-Hispanic or latino","Pass"
"942","40","MontanaStateUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"943","41","MontanaStateUniversity","Credentials",0,"31","Junior","Female","White, non-Hispanic or latino","Pass"
"944","42","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"945","43","MontanaStateUniversity","Credentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"946","44","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"947","45","MontanaStateUniversity","Credentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"948","46","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"949","47","MontanaStateUniversity","Credentials",1,"22","Sophomore","Male","White, non-Hispanic or latino","Pass"
"951","49","MontanaStateUniversity","NoCredentials",0,"18","Sophomore","Female","Latino or Hispanic","Fail"
"952","50","MontanaStateUniversity","NoCredentials",1,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"953","51","MontanaStateUniversity","Credentials",0,"25","First-year","Female","White, non-Hispanic or latino","Fail"
"957","56","MontanaStateUniversity","Credentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"958","57","MontanaStateUniversity","Credentials",1,"25","Other","Male","White, non-Hispanic or latino","Pass"
"959","58","MontanaStateUniversity","Credentials",0,"22","Junior","Male","White, non-Hispanic or latino","Fail"
"960","59","MontanaStateUniversity","Credentials",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"961","60","MontanaStateUniversity","Credentials",1,"28","First-year","Female","White, non-Hispanic or latino","Pass"
"962","61","MontanaStateUniversity","Credentials",0,NA,"First-year","Male","White, non-Hispanic or latino","Pass"
"963","62","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"964","63","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"967","66","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"968","67","MontanaStateUniversity","Credentials",0,"30","Junior","Female","White, non-Hispanic or latino","Fail"
"969","68","MontanaStateUniversity","Credentials",2,"19","Other","Female","White, non-Hispanic or latino","Pass"
"970","69","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"971","7","MontanaStateUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"972","71","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"975","74","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"976","75","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"977","76","MontanaStateUniversity","Credentials",2,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"978","77","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"979","78","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"981","8","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"982","80","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"983","81","MontanaStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"984","82","MontanaStateUniversity","Credentials",3,"23","Senior","Female","Asian-American","Fail"
"985","83","MontanaStateUniversity","NoCredentials",0,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"986","84","MontanaStateUniversity","Credentials",0,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"987","85","MontanaStateUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"988","86","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"989","87","MontanaStateUniversity","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"990","88","MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"991","89","MontanaStateUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"993","90","MontanaStateUniversity","Credentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"994","91","MontanaStateUniversity","Credentials",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"995","92","MontanaStateUniversity","Credentials",1,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"996","93","MontanaStateUniversity","NoCredentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"997","94","MontanaStateUniversity","NoCredentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"998","95","MontanaStateUniversity","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"1000","97","MontanaStateUniversity","NoCredentials",-2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1001","98","MontanaStateUniversity","NoCredentials",1,"24","First-year","Female","White, non-Hispanic or latino","Pass"
"1002","99","MontanaStateUniversity","Credentials",0,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1003",NA,"MontanaStateUniversity","NoCredentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1004",NA,"MontanaStateUniversity","NoCredentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"1005",NA,"MontanaStateUniversity","Credentials",0,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1007",NA,"MontanaStateUniversity","NoCredentials",0,"18","Junior","Female","White, non-Hispanic or latino","Pass"
"1009",NA,"MontanaStateUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1010",NA,"MontanaStateUniversity","Credentials",0,NA,NA,NA,NA,NA
"1011",NA,"MontanaStateUniversity","Credentials",0,"28","First-year","Male","White, non-Hispanic or latino",NA
"1012",NA,"MontanaStateUniversity","Credentials",2,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"1013",NA,"MontanaStateUniversity","Credentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"1014",NA,"MontanaStateUniversity","Credentials",1,"23","Senior","Female","White, non-Hispanic or latino","Pass"
"1016",NA,"MontanaStateUniversity","NoCredentials",-1,"17","First-year","Female","White, non-Hispanic or latino","Fail"
"1017",NA,"MontanaStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1018",NA,"MontanaStateUniversity","NoCredentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
