"","session_id","referrer","anch2group","anchoring2"
"846",2483669,"ku","lowanchor",200001
"847",2483687,"ku","highanchor",4e+06
"848",2483760,"ku","lowanchor",2e+06
"851",2483870,"ku","highanchor",4500000
"852",2483963,"ku","lowanchor",1e+06
"853",2484027,"ku","lowanchor",256855
"854",2484223,"ku","lowanchor",9e+05
"856",2484282,"ku","lowanchor",650000
"857",2484311,"ku","highanchor",3500000
"858",2484495,"ku","highanchor",3e+06
"859",2484518,"ku","highanchor",4700000
"862",2484735,"ku","highanchor",5e+05
"865",2484935,"ku","highanchor",3500000
"867",2484991,"ku","lowanchor",6e+05
"868",2484998,"ku","lowanchor",5e+05
"870",2485128,"ku","lowanchor",9e+05
"871",2485343,"ku","lowanchor",3e+06
"873",2486014,"ku","highanchor",4e+06
"874",2486033,"ku","highanchor",3200000
"877",2486130,"ku","highanchor",2e+06
"878",2486139,"ku","highanchor",4e+06
"880",2486238,"ku","highanchor",4500000
"881",2486297,"ku","lowanchor",5e+05
"882",2486389,"ku","highanchor",4500000
"883",2486683,"ku","highanchor",4567822
"887",2487986,"ku","lowanchor",350000
"888",2488624,"ku","lowanchor",240000
"889",2489799,"ku","lowanchor",1e+06
"890",2489978,"ku","highanchor",3500000
"891",2490370,"ku","highanchor",3e+06
"894",2492244,"ku","lowanchor",201000
"895",2493467,"ku","highanchor",3500000
"899",2500646,"ku","lowanchor",2e+06
"900",2500653,"ku","lowanchor",3e+06
"901",2500657,"ku","lowanchor",200400
"902",2500684,"ku","highanchor",3e+06
"903",2500701,"ku","lowanchor",3e+06
"904",2500731,"ku","lowanchor",3e+06
"905",2500735,"ku","lowanchor",2e+06
"907",2500814,"ku","highanchor",4500000
"908",2500872,"ku","highanchor",4568952
"909",2500947,"ku","lowanchor",3500000
"911",2500958,"ku","highanchor",4e+06
"913",2501006,"ku","lowanchor",6e+05
"914",2501189,"ku","highanchor",3e+06
"915",2501191,"ku","highanchor",3500000
"916",2501212,"ku","highanchor",3000201
"918",2501392,"ku","highanchor",4e+06
"919",2501462,"ku","highanchor",3e+06
"920",2501531,"ku","highanchor",2e+06
"923",2501908,"ku","lowanchor",1e+06
"924",2502030,"ku","lowanchor",2127689
"925",2502048,"ku","highanchor",3e+06
"927",2502180,"ku","highanchor",4500000
"928",2503046,"ku","lowanchor",2e+06
"929",2503127,"ku","highanchor",3e+06
"931",2503211,"ku","lowanchor",2500000
"932",2503400,"ku","highanchor",2e+06
"933",2503441,"ku","lowanchor",250000
"934",2503649,"ku","lowanchor",3e+05
"938",2504151,"ku","highanchor",2e+06
"939",2504793,"ku","highanchor",3e+06
"940",2504918,"ku","highanchor",3e+06
"942",2505085,"ku","lowanchor",1e+06
"943",2505329,"ku","highanchor",3e+06
"944",2505448,"ku","highanchor",4e+06
"945",2505529,"ku","lowanchor",3e+05
"946",2505548,"ku","lowanchor",4e+05
"948",2506806,"ku","lowanchor",3e+06
"949",2506845,"ku","highanchor",1e+06
"950",2506881,"ku","highanchor",3e+06
"952",2507282,"ku","lowanchor",5e+05
"953",2509148,"ku","highanchor",3500000
"954",2510451,"ku","highanchor",4765200
