"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"2369","130","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2371","132","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","22","Junior","Female","White, non-Hispanic or latino","Pass"
"2372","133","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2373","134","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","Latino or Hispanic","Pass"
"2374","135","SanDiegoStateUniversity","Light Clipboard",7,"Include","21","Senior","Female","Latino or Hispanic",NA
"2375","136","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","21",NA,"Female","Other","Pass"
"2376","137","SanDiegoStateUniversity","Light Clipboard",7,"Include","22","Junior","Female","White, non-Hispanic or latino","Pass"
"2377","14","SanDiegoStateUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","Asian-American","Fail"
"2378","15","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2379","16","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2380","17","SanDiegoStateUniversity","Light Clipboard",7,"Include","18",NA,"Female","White, non-Hispanic or latino","Fail"
"2381","18","SanDiegoStateUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2382","19","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2383","2","SanDiegoStateUniversity","Heavy Clipboard",1,"Include","38","Other","Female","Multiracial","Pass"
"2385","21","SanDiegoStateUniversity","Light Clipboard",6,"Include","20","Sophomore","Male","Latino or Hispanic","Pass"
"2386","22","SanDiegoStateUniversity","Heavy Clipboard",5,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2387","23","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2388","24","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2389","25","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Male","Asian-American","Pass"
"2390","26","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2391","27","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2392","28","SanDiegoStateUniversity","Heavy Clipboard",1,"Include","30","Senior","Male","White, non-Hispanic or latino","Pass"
"2393","29","SanDiegoStateUniversity","Light Clipboard",7,"Include","19","Sophomore","Male","Latino or Hispanic","Fail"
"2394","3","SanDiegoStateUniversity","Light Clipboard",7,"Include","20","Junior",NA,"Other","Fail"
"2395","30","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2396","31","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2397","32","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2398","33","SanDiegoStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","Multiracial","Pass"
"2399","34","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2400","35","SanDiegoStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2401","36","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2402","37","SanDiegoStateUniversity","Light Clipboard",7,"Include","25","First-year","Male","Other","Pass"
"2403","38","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Female","Multiracial","Pass"
"2404","39","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2405","4","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","21","Senior","Female","Other","Pass"
"2406","40","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","23","Sophomore","Male","Latino or Hispanic","Pass"
"2407","41","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2408","42","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18",NA,"Female","Asian-American","Pass"
"2409","43","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2410","44","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2411","45","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2412","46","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","Asian-American","Fail"
"2413","47","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Male","African-American","Pass"
"2414","48","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2415","49","SanDiegoStateUniversity","Light Clipboard",7,"Include","20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2416","5","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2417","50","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","Sophomore","Female","African-American","Pass"
"2418","51","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"2419","52","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Multiracial","Fail"
"2420","53","SanDiegoStateUniversity","Light Clipboard",6,"Include","24","Junior","Male","Other","Fail"
"2421","54","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2422","55","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Male","Latino or Hispanic","Pass"
"2423","56","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","22","Other","Male","White, non-Hispanic or latino","Pass"
"2424","57","SanDiegoStateUniversity","Light Clipboard",6,"Include","19","First-year","Male","Latino or Hispanic","Pass"
"2425","58","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","20","Sophomore","Male","White, non-Hispanic or latino",NA
"2426","59","SanDiegoStateUniversity","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2427","6","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","23","First-year","Male","White, non-Hispanic or latino","Pass"
"2428","60","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2429","61","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Male","African-American","Fail"
"2430","62","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Fail"
"2431","63","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"2432","64","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"2433","65","SanDiegoStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","Other","Pass"
"2434","66","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Male","Multiracial","Pass"
"2435","67","SanDiegoStateUniversity","Light Clipboard",7,"Include","19","First-year","Female","Asian-American","Pass"
"2436","68","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2437","69","SanDiegoStateUniversity","Light Clipboard",6,"Include","20","First-year","Female","Other","Fail"
"2439","70","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","20","Junior","Female","Native American and Alaska Native","Fail"
"2440","71","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2441","72","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2442","73","SanDiegoStateUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2443","74","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Fail"
"2444","75","SanDiegoStateUniversity","Light Clipboard",6,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"2445","76","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2446","77","SanDiegoStateUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","African-American","Pass"
"2447","78","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","Asian-American","Fail"
"2448","79","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2449","8","SanDiegoStateUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2450","80","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2451","81","SanDiegoStateUniversity","Light Clipboard",7,"Include","21","Senior","Female","Other","Pass"
"2452","82","SanDiegoStateUniversity","Heavy Clipboard",5,"Include","18","First-year","Male","Latino or Hispanic","Pass"
"2453","83","SanDiegoStateUniversity","Light Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2454","84","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","23","Senior","Male","Asian-American","Pass"
"2455","85","SanDiegoStateUniversity","Light Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2456","86","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2457","87","SanDiegoStateUniversity","Light Clipboard",6,"Include","23","Junior","Female","White, non-Hispanic or latino","Pass"
"2458","88","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2459","89","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2460","9","SanDiegoStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Male","Asian-American","Pass"
"2461","90","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","African-American","Fail"
"2462","91","SanDiegoStateUniversity","Light Clipboard",7,"Include","29","Senior","Female","Latino or Hispanic","Pass"
"2463","92","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2464","93","SanDiegoStateUniversity","Light Clipboard",6,"Include","18","First-year","Male","Asian-American","Pass"
"2465","94","SanDiegoStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2466","95","SanDiegoStateUniversity","Light Clipboard",7,"Include","19","First-year","Female","Asian-American","Fail"
"2467","96","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2468","97","SanDiegoStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2469","98","SanDiegoStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Multiracial","Pass"
"2470","99","SanDiegoStateUniversity","Light Clipboard",4,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
