"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"3351","40","UniversityOfToronto","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3353","42","UniversityOfToronto","Heavy Clipboard",5,"Include","18","First-year","Female","Asian-American","Pass"
"3354","43","UniversityOfToronto","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"3355","44","UniversityOfToronto","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3356","45","UniversityOfToronto","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3358","47","UniversityOfToronto","Light Clipboard",6,"Include","19","Sophomore","Female","Other","Pass"
"3359","48","UniversityOfToronto","Heavy Clipboard",5,"Include",NA,NA,NA,NA,NA
"3360","49","UniversityOfToronto","Light Clipboard",7,"Include","18","First-year","Male","Asian-American","Fail"
"3361","50","UniversityOfToronto","Heavy Clipboard",7,"Include","20","Sophomore","Female","Asian-American","Pass"
"3362","51","UniversityOfToronto","Light Clipboard",5,"Include","21","Senior","Male","White, non-Hispanic or latino","Pass"
"3363","52","UniversityOfToronto","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3365","54","UniversityOfToronto","Heavy Clipboard",5,"Include","19","Sophomore","Male","Asian-American","Fail"
"3366","55","UniversityOfToronto","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3367","56","UniversityOfToronto","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3368","57","UniversityOfToronto","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"3369","58","UniversityOfToronto","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3370","59","UniversityOfToronto","Light Clipboard",6,"Include","20","First-year","Female","Asian-American","Pass"
"3371","60","UniversityOfToronto","Heavy Clipboard",7,"Include","18","First-year","Male","Asian-American","Pass"
"3372","61","UniversityOfToronto","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3373","62","UniversityOfToronto","Heavy Clipboard",7,"Include","45","Sophomore","Female","Asian-American","Fail"
"3374","63","UniversityOfToronto","Light Clipboard",7,"Include","17","First-year","Male","White, non-Hispanic or latino","Pass"
"3375","64","UniversityOfToronto","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"3376","65","UniversityOfToronto","Light Clipboard",7,"Include","21","Sophomore","Male","Other","Fail"
"3377","66","UniversityOfToronto","Heavy Clipboard",4,"Include","20","Sophomore","Female","Multiracial","Pass"
"3378","67","UniversityOfToronto","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"3379","68","UniversityOfToronto","Heavy Clipboard",5,"Include","19","First-year","Female","Asian-American","Fail"
"3380","69","UniversityOfToronto","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3381","7","UniversityOfToronto","Light Clipboard",5,"Include","18","First-year","Female","Other","Pass"
"3382","70","UniversityOfToronto","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3384","72","UniversityOfToronto","Heavy Clipboard",6,"Include","18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"3385","73","UniversityOfToronto","Light Clipboard",7,"Include","26","Sophomore","Male","Other","Pass"
"3386","74","UniversityOfToronto","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3387","75","UniversityOfToronto","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"3388","76","UniversityOfToronto","Heavy Clipboard",9,"Include","23","Other","Female","African-American","Pass"
"3389","77","UniversityOfToronto","Light Clipboard",6,"Include","18","First-year","Male","Asian-American","Pass"
"3390","78","UniversityOfToronto","Heavy Clipboard",6,"Include","20","Sophomore","Male","Latino or Hispanic","Pass"
"3391","79","UniversityOfToronto","Light Clipboard",6,"Include","20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3392","8","UniversityOfToronto","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3393","80","UniversityOfToronto","Heavy Clipboard",7,"Include","19","Sophomore","Male","Native Hawaiian and other Pacific Islander","Pass"
"3394","81","UniversityOfToronto","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"3395","82","UniversityOfToronto","Heavy Clipboard",5,"Include",NA,NA,NA,NA,NA
"3396","83","UniversityOfToronto","Light Clipboard",7,"Include","21","Senior","Male","Other","Pass"
"3397","84","UniversityOfToronto","Heavy Clipboard",5,"Include","18","First-year","Female","Asian-American","Pass"
"3398","85","UniversityOfToronto","Light Clipboard",6,"Include","20","Sophomore","Female","Asian-American","Fail"
"3399","86","UniversityOfToronto","Heavy Clipboard",7,"Include","20","Junior","Male","Other","Pass"
"3400","9","UniversityOfToronto","Light Clipboard",6,"Include","19","First-year","Male","Multiracial","Pass"
