"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"2105","38","PacificLutheranUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2106","39","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","African-American","Fail"
"2107","40","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2108","41","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2109","42","PacificLutheranUniversity","Heavy Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2110","43","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2111","44","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2112","45","PacificLutheranUniversity","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2113","46","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"2114","47","PacificLutheranUniversity","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2115","48","PacificLutheranUniversity","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2116","49","PacificLutheranUniversity","Light Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Pass"
"2117","50","PacificLutheranUniversity","Heavy Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2118","51","PacificLutheranUniversity","Light Clipboard",5,"Include","18","First-year","Male","Asian-American","Pass"
"2119","52","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","African-American","Pass"
"2120","53","PacificLutheranUniversity","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2121","54","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2122","55","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2123","56","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"2124","57","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","African-American","Fail"
"2125","58","PacificLutheranUniversity","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2126","59","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2127","60","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2128","61","PacificLutheranUniversity","Light Clipboard",6,"Include","22","Senior","Male","White, non-Hispanic or latino","Pass"
"2129","62","PacificLutheranUniversity","Heavy Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Pass"
"2130","63","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2131","64","PacificLutheranUniversity","Heavy Clipboard",5,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"2132","65","PacificLutheranUniversity","Light Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2133","66","PacificLutheranUniversity","Heavy Clipboard",6,"Include","19","First-year","Female","Asian-American","Fail"
"2134","67","PacificLutheranUniversity","Light Clipboard",6,"Include","17","First-year","Female","White, non-Hispanic or latino","Pass"
"2135","68","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2136","69","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2137","7","PacificLutheranUniversity","Light Clipboard",7,"Include","17","First-year","Female","White, non-Hispanic or latino","Pass"
"2138","70","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"2139","71","PacificLutheranUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2140","72","PacificLutheranUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2141","73","PacificLutheranUniversity","Light Clipboard",2,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2142","74","PacificLutheranUniversity","Heavy Clipboard",7,"Include","17","First-year","Female","Latino or Hispanic","Pass"
"2143","75","PacificLutheranUniversity","Light Clipboard",7,"Include","19","Junior","Female","White, non-Hispanic or latino","Pass"
"2144","76","PacificLutheranUniversity","Heavy Clipboard",7,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"2145","77","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2146","78","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2147","79","PacificLutheranUniversity","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2148","8","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2149","80","PacificLutheranUniversity","Heavy Clipboard",3,"Include","18","First-year","Male","Asian-American","Pass"
"2150","81","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2151","82","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2152","83","PacificLutheranUniversity","Light Clipboard",4,"Include","18","First-year","Female","Multiracial","Pass"
"2153","84","PacificLutheranUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2154","85","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2155","86","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2156","87","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2157","88","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Male","Latino or Hispanic","Pass"
"2158","89","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2159","9","PacificLutheranUniversity","Light Clipboard",6,"Include","24","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2160","90","PacificLutheranUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","Latino or Hispanic","Fail"
"2161","91","PacificLutheranUniversity","Light Clipboard",6,"Include","20","Junior","Female","Asian-American","Fail"
"2162","92","PacificLutheranUniversity","Heavy Clipboard",7,"Include","26","First-year","Male","Other","Fail"
"2163","93","PacificLutheranUniversity","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"2164","94","PacificLutheranUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2165","95","PacificLutheranUniversity","Light Clipboard",6,"Include","22","Senior","Male","White, non-Hispanic or latino","Pass"
"2166","96","PacificLutheranUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2167","97","PacificLutheranUniversity","Light Clipboard",7,"Include","20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2168","98","PacificLutheranUniversity","Heavy Clipboard",5,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2169","99","PacificLutheranUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
