"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"3244","28","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","20","First-year","Female","African-American","Fail"
"3245","29","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","21","Other","Female","African-American","Fail"
"3247","30","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"3248","32","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","23","Senior","Female","African-American","Fail"
"3249","33","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","23","Senior","Female","Asian-American","Pass"
"3250","34","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3251","35","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3252","36","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","22","Senior","Female","White, non-Hispanic or latino","Pass"
"3253","37","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","22","Senior","Female","White, non-Hispanic or latino","Pass"
"3255","39","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","22","Senior","Female","White, non-Hispanic or latino","Fail"
"3256","4","UniversityOfSouthernMississippi","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3257","40","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3258","41","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3259","42","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","19","Sophomore","Female","African-American","Fail"
"3260","44","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","23","Senior","Female","African-American","Fail"
"3261","45","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","19","Sophomore","Female","African-American","Pass"
"3262","46","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","32","Senior","Female","White, non-Hispanic or latino","Fail"
"3263","47","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","19","Sophomore","Male","African-American","Fail"
"3264","48","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","18","First-year","Female","African-American","Fail"
"3265","49","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","20","Sophomore","Female","African-American","Pass"
"3267","50","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3268","51","UniversityOfSouthernMississippi","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3270","53","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","22","Senior","Male","African-American","Fail"
"3271","54","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","21","Junior",NA,"African-American","Fail"
"3272","55","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","22","Senior","Male","White, non-Hispanic or latino","Fail"
"3273","56","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","20","Junior","Female","African-American","Pass"
"3274","57","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"3275","58","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","18","First-year","Female","African-American","Pass"
"3276","59","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","41","Senior","Male","African-American","Fail"
"3277","6","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","20","Sophomore","Female","African-American","Fail"
"3278","60","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3279","61","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","22","Junior","Female","African-American","Fail"
"3280","62","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"3281","63","UniversityOfSouthernMississippi","Light Clipboard",2,"Include","19","Sophomore","Female","African-American","Fail"
"3282","64","UniversityOfSouthernMississippi","Heavy Clipboard",4,"Include","20","Junior","Female","African-American","Fail"
"3283","65","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"3284","66","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","19","Sophomore","Female","African-American","Pass"
"3285","67","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","19","First-year","Female","African-American","Fail"
"3287","69","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","21","Senior","Female","White, non-Hispanic or latino","Pass"
"3289","70","UniversityOfSouthernMississippi","Heavy Clipboard",1,"Include","22","Senior","Female","African-American","Fail"
"3291","72","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","25","Senior","Female","Multiracial","Fail"
"3292","73","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3293","74","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","20","Sophomore","Female","African-American","Fail"
"3295","76","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include","19","First-year","Female","African-American","Pass"
"3296","77","UniversityOfSouthernMississippi","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3297","78","UniversityOfSouthernMississippi","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3298","79","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3299","8","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3300","80","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3301","81","UniversityOfSouthernMississippi","Light Clipboard",3,"Include","20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3302","82","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","22","Other","Female","African-American","Pass"
"3303","83","UniversityOfSouthernMississippi","Light Clipboard",5,"Include","20","Junior","Female","African-American","Fail"
"3304","84","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3305","85","UniversityOfSouthernMississippi","Light Clipboard",6,"Include","18","First-year","Female","Multiracial","Pass"
"3306","86","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3307","87","UniversityOfSouthernMississippi","Light Clipboard",5,"Include","22","Sophomore","Female","African-American","Fail"
"3308","88","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","20","Sophomore","Female","African-American","Pass"
"3309","89","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","23","Senior","Female","African-American","Pass"
"3310","9","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3311","90","UniversityOfSouthernMississippi","Heavy Clipboard",7,"Include","23","Junior","Female","African-American","Pass"
"3312","91","UniversityOfSouthernMississippi","Light Clipboard",7,"Include","23","Junior","Female","African-American","Fail"
