"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"166","52","BradleyUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"167","53","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"168","54","BradleyUniversity","Heavy Clipboard",5,"Include","21","Senior","Female","Multiracial","Fail"
"169","55","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Female","African-American","Pass"
"170","56","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"171","57","BradleyUniversity","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"172","58","BradleyUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"173","59","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"174","6","BradleyUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"175","60","BradleyUniversity","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"177","62","BradleyUniversity","Heavy Clipboard",7,"Include",NA,"First-year","Female","Latino or Hispanic","Pass"
"178","63","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"179","64","BradleyUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"180","65","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"181","66","BradleyUniversity","Heavy Clipboard",7,"Include","22","Senior","Female","White, non-Hispanic or latino","Pass"
"182","67","BradleyUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"183","68","BradleyUniversity","Heavy Clipboard",7,"Include","20","Junior","Female","White, non-Hispanic or latino","Fail"
"184","69","BradleyUniversity","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"185","7","BradleyUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"186","70","BradleyUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"187","71","BradleyUniversity","Light Clipboard",2,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"188","72","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"189","73","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"190","74","BradleyUniversity","Heavy Clipboard",6,"Include","21","Senior","Male","White, non-Hispanic or latino","Pass"
"191","75","BradleyUniversity","Light Clipboard",2,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"192","76","BradleyUniversity","Heavy Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"193","77","BradleyUniversity","Light Clipboard",6,"Include","21","Senior","Male","African-American","Pass"
"194","78","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"195","79","BradleyUniversity","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"196","8","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"197","80","BradleyUniversity","Heavy Clipboard",5,"Include","19","Sophomore",NA,"Multiracial","Pass"
"198","81","BradleyUniversity","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"199","82","BradleyUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"200","83","BradleyUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"201","84","BradleyUniversity","Heavy Clipboard",5,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"202","85","BradleyUniversity","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"204","87","BradleyUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","African-American","Pass"
"205","88","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"206","89","BradleyUniversity","Light Clipboard",6,"Include","20","Junior","Female","African-American","Fail"
"207","9","BradleyUniversity","Light Clipboard",7,"Include","18","First-year","Male","Other","Fail"
"208","90","BradleyUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"209","91","BradleyUniversity","Light Clipboard",6,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"210","92","BradleyUniversity","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"211","93","BradleyUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"213","95","BradleyUniversity","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"214","96","BradleyUniversity","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"215","97","BradleyUniversity","Light Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"216","98","BradleyUniversity","Heavy Clipboard",6,"Include","20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"217","99","BradleyUniversity","Light Clipboard",3,"Include","18","First-year","Female","Multiracial","Pass"
