"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"815","72","MichiganStateUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"816","73","MichiganStateUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"817","74","MichiganStateUniversity","Heavy Clipboard",4,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"818","75","MichiganStateUniversity","Light Clipboard",7,"Include","18","First-year","Male","African-American","Fail"
"819","76","MichiganStateUniversity","Heavy Clipboard",7,"Include","22","Senior","Female","African-American","Pass"
"823","8","MichiganStateUniversity","Heavy Clipboard",5,"Include","22","Junior","Female","White, non-Hispanic or latino","Fail"
"824","80","MichiganStateUniversity","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"825","81","MichiganStateUniversity","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"826","82","MichiganStateUniversity","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"827","83","MichiganStateUniversity","Light Clipboard",7,"Include","40","Senior","Male","White, non-Hispanic or latino","Pass"
"828","84","MichiganStateUniversity","Heavy Clipboard",6,"Include","18","First-year",NA,"White, non-Hispanic or latino","Fail"
"829","85","MichiganStateUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"831","87","MichiganStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","Other","Pass"
"832","88","MichiganStateUniversity","Heavy Clipboard",7,"Include","21","Senior","Female","Other","Pass"
"833","89","MichiganStateUniversity","Light Clipboard",3,"Include","18","First-year","Female",NA,"Fail"
"834","9","MichiganStateUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","Other","Fail"
"835","90","MichiganStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"836","91","MichiganStateUniversity","Light Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Fail"
"837","92","MichiganStateUniversity","Heavy Clipboard",7,"Include","19","Sophomore",NA,"African-American","Fail"
"838","93","MichiganStateUniversity","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"839","94","MichiganStateUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"840","95","MichiganStateUniversity","Light Clipboard",6,"Include","21","Senior","Female","Other","Fail"
"841","96","MichiganStateUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"842","97","MichiganStateUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"843","98","MichiganStateUniversity","Heavy Clipboard",7,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"844","99","MichiganStateUniversity","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
