"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"451","38","MiamiUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"452","39","MiamiUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"453","40","MiamiUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","African-American","Pass"
"454","41","MiamiUniversity","Light Clipboard",6,"Include","20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"455","42","MiamiUniversity","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"456","43","MiamiUniversity","Light Clipboard",7,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"457","44","MiamiUniversity","Heavy Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"458","45","MiamiUniversity","Light Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"459","46","MiamiUniversity","Heavy Clipboard",7,"Include","18","First-year","Female","African-American","Fail"
"460","47","MiamiUniversity","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"461","48","MiamiUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"462","49","MiamiUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"463","50","MiamiUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"465","52","MiamiUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"467","54","MiamiUniversity","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"468","55","MiamiUniversity","Light Clipboard",5,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"470","57","MiamiUniversity","Light Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"471","58","MiamiUniversity","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"472","61","MiamiUniversity","Light Clipboard",1,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"473","62","MiamiUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"474","63","MiamiUniversity","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"475","64","MiamiUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"476","65","MiamiUniversity","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"477","66","MiamiUniversity","Heavy Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"479","68","MiamiUniversity","Heavy Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"480","69","MiamiUniversity","Light Clipboard",5,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"481","7","MiamiUniversity","Light Clipboard",7,"Include","19","First-year","Male","Latino or Hispanic","Pass"
"482","70","MiamiUniversity","Heavy Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"483","71","MiamiUniversity","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"485","73","MiamiUniversity","Light Clipboard",7,"Include","19","Sophomore","Male","Latino or Hispanic","Pass"
"486","74","MiamiUniversity","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"487","75","MiamiUniversity","Light Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"488","76","MiamiUniversity","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"489","77","MiamiUniversity","Light Clipboard",5,"Include","20","Junior","Male","White, non-Hispanic or latino","Fail"
"491","79","MiamiUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"492","8","MiamiUniversity","Heavy Clipboard",6,"Include","21","Junior","Female","Asian-American","Fail"
"493","80","MiamiUniversity","Heavy Clipboard",5,"Include","18","First-year","Female","Multiracial","Pass"
"495","82","MiamiUniversity","Heavy Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"496","83","MiamiUniversity","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"497","84","MiamiUniversity","Heavy Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"500","87","MiamiUniversity","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"501","88","MiamiUniversity","Heavy Clipboard",1,"Include","18","First-year","Female","Other","Pass"
"502","89","MiamiUniversity","Light Clipboard",6,"Include","18","First-year","Female","African-American","Fail"
"505","91","MiamiUniversity","Light Clipboard",1,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"507","93","MiamiUniversity","Light Clipboard",6,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"508","94","MiamiUniversity","Heavy Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"509","95","MiamiUniversity","Light Clipboard",6,"Include","21","Junior","Male","White, non-Hispanic or latino","Fail"
"510","96","MiamiUniversity","Heavy Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"511","97","MiamiUniversity","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"512","98","MiamiUniversity","Heavy Clipboard",5,"Include","20","Junior","Male","White, non-Hispanic or latino","Fail"
