"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"2676","10","UCDavis","Heavy Clipboard",6,"Include","21","Senior","Male","Asian-American","Fail"
"2677","100","UCDavis","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Fail"
"2678","101","UCDavis","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2679","102","UCDavis","Heavy Clipboard",6,"Include","21","Senior","Female","Latino or Hispanic","Pass"
"2680","103","UCDavis","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2681","104","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2682","105","UCDavis","Light Clipboard",5,"Include","18","First-year","Female","Other","Pass"
"2683","106","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","Latino or Hispanic","Fail"
"2684","107","UCDavis","Light Clipboard",7,"Include","20","Junior","Female","Other","Fail"
"2685","108","UCDavis","Heavy Clipboard",6,"Include","25","Senior","Male","Other","Fail"
"2686","109","UCDavis","Light Clipboard",7,"Include","21","Senior","Female","White, non-Hispanic or latino","Pass"
"2687","11","UCDavis","Light Clipboard",3,"Include",NA,NA,NA,NA,NA
"2688","110","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"2689","111","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2690","112","UCDavis","Heavy Clipboard",3,"Include","22","Junior","Male","Latino or Hispanic","Fail"
"2691","113","UCDavis","Light Clipboard",5,"Include","23","Senior","Male","White, non-Hispanic or latino","Fail"
"2692","114","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2693","115","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Male","Native American and Alaska Native","Pass"
"2694","116","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Male","Asian-American","Pass"
"2695","117","UCDavis","Light Clipboard",5,"Include","19","Sophomore","Female","Asian-American","Fail"
"2696","118","UCDavis","Heavy Clipboard",7,"Include","21","Junior","Female","Native Hawaiian and other Pacific Islander","Pass"
"2697","119","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Pass"
"2698","12","UCDavis","Heavy Clipboard",3,"Include","50","Junior","Female","Other","Pass"
"2699","120","UCDavis","Heavy Clipboard",3,"Include","18","First-year","Female","Multiracial","Pass"
"2702","15","UCDavis","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"2703","16","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"2706","19","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2707","2","UCDavis","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2708","20","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Multiracial","Pass"
"2709","21","UCDavis","Light Clipboard",6,"Include","20","Junior","Female","Multiracial","Fail"
"2710","22","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Fail"
"2711","23","UCDavis","Light Clipboard",6,"Include","20","Junior","Female","Multiracial","Pass"
"2714","25","UCDavis","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2715","26","UCDavis","Heavy Clipboard",5,"Include",NA,NA,NA,NA,NA
"2716","27","UCDavis","Light Clipboard",7,"Include","19","Sophomore","Male","Asian-American","Fail"
"2717","28","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2718","29","UCDavis","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2720","30","UCDavis","Heavy Clipboard",6,"Include","18","Junior","Female","Asian-American","Fail"
"2721","31","UCDavis","Light Clipboard",3,"Include","20","Junior","Female","Asian-American","Pass"
"2723","33","UCDavis","Light Clipboard",6,"Include","20","Junior","Female","Other","Fail"
"2724","34","UCDavis","Heavy Clipboard",5,"Include","22","Other","Female","Multiracial","Pass"
"2725","35","UCDavis","Light Clipboard",7,"Include","31","Senior","Female","White, non-Hispanic or latino","Pass"
"2726","36","UCDavis","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2728","38","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2729","39","UCDavis","Light Clipboard",5,"Include","19","Sophomore","Male","Latino or Hispanic","Fail"
"2731","40","UCDavis","Heavy Clipboard",3,"Include","20","Sophomore","Female","Latino or Hispanic","Pass"
"2733","42","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Other","Fail"
"2734","43","UCDavis","Light Clipboard",6,"Include","24","Senior","Female","Other","Fail"
"2735","44","UCDavis","Heavy Clipboard",5,"Include","23","Senior","Male","Asian-American","Fail"
"2736","45","UCDavis","Light Clipboard",6,"Include","20","Sophomore","Female","Multiracial","Pass"
"2737","46","UCDavis","Heavy Clipboard",7,"Include","19","First-year","Female","Latino or Hispanic","Pass"
"2738","47","UCDavis","Light Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2739","48","UCDavis","Heavy Clipboard",5,"Include","19","Sophomore","Male","Multiracial","Pass"
"2740","49","UCDavis","Light Clipboard",6,"Include","20","Senior","Male","Asian-American",NA
"2741","5","UCDavis","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2742","50","UCDavis","Heavy Clipboard",6,"Include","20","Junior","Female","Asian-American","Pass"
"2743","51","UCDavis","Light Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2744","52","UCDavis","Heavy Clipboard",7,"Include","18","First-year","Male","Asian-American","Fail"
"2745","53","UCDavis","Light Clipboard",7,"Include","20","Junior","Female","Other","Pass"
"2746","54","UCDavis","Heavy Clipboard",7,"Include","19","Junior","Male","Latino or Hispanic","Pass"
"2747","55","UCDavis","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2748","56","UCDavis","Heavy Clipboard",7,"Include","19","Junior","Female","Latino or Hispanic","Pass"
"2749","57","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Pass"
"2750","58","UCDavis","Heavy Clipboard",4,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"2751","59","UCDavis","Light Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Fail"
"2753","60","UCDavis","Heavy Clipboard",6,"Include","18","First-year","Female","Multiracial","Pass"
"2754","61","UCDavis","Light Clipboard",4,"Include","21","Junior","Male","Asian-American","Fail"
"2755","62","UCDavis","Heavy Clipboard",6,"Include","21","Junior","Female","Asian-American","Pass"
"2756","63","UCDavis","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2757","64","UCDavis","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2758","65","UCDavis","Light Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2759","66","UCDavis","Heavy Clipboard",7,"Include","21","Senior","Female","Latino or Hispanic","Fail"
"2761","68","UCDavis","Heavy Clipboard",7,"Include","23","Senior","Female","Latino or Hispanic","Fail"
"2762","69","UCDavis","Light Clipboard",5,"Include","22","Senior","Female","Other","Fail"
"2763","7","UCDavis","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2764","70","UCDavis","Heavy Clipboard",6,"Include","19","Junior","Female","Asian-American","Pass"
"2765","71","UCDavis","Light Clipboard",7,"Include","20","Junior","Female","Asian-American","Pass"
"2766","72","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Male","Asian-American","Fail"
"2767","73","UCDavis","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"2768","74","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"2769","75","UCDavis","Light Clipboard",6,"Include","21","Senior","Female","Asian-American","Fail"
"2770","76","UCDavis","Heavy Clipboard",7,"Include","we","Other","Male","Asian-American","Fail"
"2771","77","UCDavis","Light Clipboard",6,"Include","22","Other","Female","Latino or Hispanic","Pass"
"2772","78","UCDavis","Heavy Clipboard",7,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2773","79","UCDavis","Light Clipboard",6,"Include","20","Junior","Male","Asian-American","Fail"
"2775","80","UCDavis","Heavy Clipboard",5,"Include","21","Senior","Female","Asian-American","Pass"
"2776","81","UCDavis","Light Clipboard",6,"Include",NA,"Senior","Female",NA,"Pass"
"2777","82","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Pass"
"2778","83","UCDavis","Light Clipboard",3,"Include",NA,NA,NA,NA,NA
"2779","84","UCDavis","Heavy Clipboard",3,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"2780","85","UCDavis","Light Clipboard",7,"Include","21","Senior","Male","Asian-American","Pass"
"2781","86","UCDavis","Heavy Clipboard",6,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2784","89","UCDavis","Light Clipboard",6,"Include","19","Sophomore","Female","Other","Fail"
"2785","9","UCDavis","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2786","90","UCDavis","Heavy Clipboard",7,"Include","21","Senior","Female","Asian-American","Pass"
"2787","91","UCDavis","Light Clipboard",6,"Include","21","Senior","Female","Asian-American","Pass"
"2790","92","UCDavis","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"2791","93","UCDavis","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2792","94","UCDavis","Heavy Clipboard",5,"Include","18","First-year","Male","Other","Pass"
"2793","95","UCDavis","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2795","97","UCDavis","Light Clipboard",5,"Include","19","Sophomore","Male","Asian-American","Fail"
"2796","98","UCDavis","Heavy Clipboard",7,"Include","20","Sophomore","Male","Latino or Hispanic","Pass"
"2797","99","UCDavis","Light Clipboard",7,"Include","21","Junior","Female","Multiracial","Pass"
