"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"2179","1","PennStateAbington","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2180","10","PennStateAbington","Heavy Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2181","100","PennStateAbington","Light Clipboard",7,"Include","23","Junior","Female","White, non-Hispanic or latino","Fail"
"2182","101","PennStateAbington","Light Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2183","102","PennStateAbington","Heavy Clipboard",5,"Include",NA,NA,NA,NA,NA
"2186","105","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Fail"
"2187","106","PennStateAbington","Light Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2188","107","PennStateAbington","Heavy Clipboard",5,"Include","19","Sophomore","Male","Asian-American","Pass"
"2189","108","PennStateAbington","Light Clipboard",6,"Include","22","Junior","Female","White, non-Hispanic or latino","Fail"
"2190","109","PennStateAbington","Heavy Clipboard",4,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2191","11","PennStateAbington","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2192","110","PennStateAbington","Light Clipboard",3,"Include",NA,NA,NA,NA,NA
"2193","111","PennStateAbington","Heavy Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2194","112","PennStateAbington","Light Clipboard",7,"Include","18","First-year","Female","Asian-American","Fail"
"2195","113","PennStateAbington","Heavy Clipboard",6,"Include","18","First-year","Female","Other","Fail"
"2196","114","PennStateAbington","Light Clipboard",7,"Include","18","First-year","Male","Asian-American","Pass"
"2197","115","PennStateAbington","Heavy Clipboard",7,"Include","22","Senior","Female","African-American","Fail"
"2198","116","PennStateAbington","Light Clipboard",7,"Include","21","Junior","Female","African-American","Fail"
"2199","117","PennStateAbington","Heavy Clipboard",7,"Include","54","Senior","Female","White, non-Hispanic or latino","Pass"
"2200","118","PennStateAbington","Light Clipboard",6,"Include","19","First-year","Male","Other","Pass"
"2201","119","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2202","12","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2203","120","PennStateAbington","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2204","121","PennStateAbington","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2205","13","PennStateAbington","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2206","14","PennStateAbington","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2208","16","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2209","17","PennStateAbington","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2210","19","PennStateAbington","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"2211","2","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2212","20","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2213","21","PennStateAbington","Light Clipboard",7,"Include","18","First-year","Male","Multiracial","Pass"
"2214","22","PennStateAbington","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2215","23","PennStateAbington","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2216","24","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2217","25","PennStateAbington","Light Clipboard",6,"Include","21","Junior","Female","White, non-Hispanic or latino","Fail"
"2218","26","PennStateAbington","Heavy Clipboard",7,"Include","21","Senior","Female","Multiracial","Pass"
"2219","27","PennStateAbington","Light Clipboard",7,"Include","17","First-year","Female","White, non-Hispanic or latino","Fail"
"2220","28","PennStateAbington","Heavy Clipboard",7,"Include","21","Junior","Male","African-American","Fail"
"2221","29","PennStateAbington","Light Clipboard",5,"Include","22","Sophomore","Male","African-American","Fail"
"2222","3","PennStateAbington","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2223","30","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Female","African-American","Pass"
"2224","31","PennStateAbington","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2225","32","PennStateAbington","Heavy Clipboard",2,"Include",NA,NA,NA,NA,NA
"2226","33","PennStateAbington","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2227","34","PennStateAbington","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2228","35","PennStateAbington","Light Clipboard",5,"Include","18","First-year","Female","African-American","Pass"
"2229","36","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","African-American","Pass"
"2230","37","PennStateAbington","Light Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"2231","38","PennStateAbington","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2232","39","PennStateAbington","Light Clipboard",2,"Include","19","First-year","Female","African-American","Fail"
"2233","4","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2234","40","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2235","41","PennStateAbington","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"2236","42","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2237","43","PennStateAbington","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2238","44","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2239","45","PennStateAbington","Light Clipboard",6,"Include","20","Junior","Male","Asian-American","Fail"
"2240","46","PennStateAbington","Heavy Clipboard",6,"Include","18","First-year","Female","African-American","Fail"
"2241","47","PennStateAbington","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2242","48","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2243","49","PennStateAbington","Light Clipboard",7,"Include","21","Junior","Female","Multiracial","Pass"
"2244","5","PennStateAbington","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2245","50","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2246","51","PennStateAbington","Light Clipboard",3,"Include","22","Junior","Female","African-American","Fail"
"2247","52","PennStateAbington","Heavy Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2248","53","PennStateAbington","Light Clipboard",7,"Include","21","Junior",NA,"African-American","Pass"
"2249","54","PennStateAbington","Heavy Clipboard",6,"Include","19.5","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2251","56","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Female","African-American","Fail"
"2252","57","PennStateAbington","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2253","58","PennStateAbington","Heavy Clipboard",7,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"2254","59","PennStateAbington","Light Clipboard",3,"Include","20","Sophomore","Female","Other","Fail"
"2255","6","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2256","60","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Male","African-American","Pass"
"2257","61","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","Multiracial","Pass"
"2258","62","PennStateAbington","Light Clipboard",6,"Include","20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2259","63","PennStateAbington","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2260","64","PennStateAbington","Heavy Clipboard",5,"Include","44","Other","Male","White, non-Hispanic or latino","Pass"
"2261","65","PennStateAbington","Light Clipboard",5,"Include","20","Sophomore","Female","African-American","Pass"
"2262","66","PennStateAbington","Heavy Clipboard",7,"Include","18","First-year","Female","Other","Fail"
"2263","67","PennStateAbington","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2264","68","PennStateAbington","Heavy Clipboard",6,"Include","20","Sophomore","Female","Latino or Hispanic","Fail"
"2265","69","PennStateAbington","Light Clipboard",6,"Include","20","Sophomore","Female","Asian-American","Fail"
"2266","7","PennStateAbington","Light Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2267","70","PennStateAbington","Heavy Clipboard",7,"Include","21","Senior",NA,"Other","Pass"
"2268","71","PennStateAbington","Light Clipboard",6,"Include","18","First-year","Female","Multiracial","Pass"
"2269","72","PennStateAbington","Heavy Clipboard",1,"Include","46","Junior","Female","Other","Fail"
"2270","73","PennStateAbington","Light Clipboard",7,"Include","19","First-year","Male","African-American",NA
"2271","74","PennStateAbington","Heavy Clipboard",6,"Include","20","Sophomore","Female","Native Hawaiian and other Pacific Islander","Pass"
"2272","75","PennStateAbington","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2273","76","PennStateAbington","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2274","77","PennStateAbington","Light Clipboard",7,"Include","19","Sophomore","Female","African-American","Pass"
"2275","78","PennStateAbington","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Fail"
"2276","79","PennStateAbington","Light Clipboard",7,"Include","20","Junior","Male","Latino or Hispanic","Pass"
"2277","8","PennStateAbington","Heavy Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2278","80","PennStateAbington","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2279","81","PennStateAbington","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
