"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"2564","172","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","Other","Fail"
"2565","173","TexasAandM","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"2566","174","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2567","175","TexasAandM","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2568","176","TexasAandM","Heavy Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2569","177","TexasAandM","Light Clipboard",3,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2571","179","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2572","18","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2574","181","TexasAandM","Heavy Clipboard",5,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2575","182","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2577","184","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2578","185","TexasAandM","Light Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2579","186","TexasAandM","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2580","19","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2583","22","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Fail"
"2584","23","TexasAandM","Light Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2585","24","TexasAandM","Heavy Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2586","25","TexasAandM","Light Clipboard",6,"Include","18","First-year","Male","Latino or Hispanic","Pass"
"2587","26","TexasAandM","Heavy Clipboard",5,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2588","27","TexasAandM","Light Clipboard",5,"Include","20","Junior","Male","Latino or Hispanic","Pass"
"2589","28","TexasAandM","Heavy Clipboard",7,"Include","19","Sophomore","Male","Native American and Alaska Native","Fail"
"2590","29","TexasAandM","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2591","30","TexasAandM","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2592","31","TexasAandM","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2593","32","TexasAandM","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2594","33","TexasAandM","Light Clipboard",7,"Include","18","First-year","Male","Latino or Hispanic","Fail"
"2595","34","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Male","Latino or Hispanic","Fail"
"2596","35","TexasAandM","Light Clipboard",7,"Include","19","First-year","Male","White, non-Hispanic or latino","Pass"
"2597","36","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2598","37","TexasAandM","Light Clipboard",7,"Include","19","Sophomore","Female","African-American","Fail"
"2599","38","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2600","39","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2601","40","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2602","41","TexasAandM","Light Clipboard",7,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2603","42","TexasAandM","Heavy Clipboard",7,"Include","19","Sophomore","Female","Latino or Hispanic","Pass"
"2604","43","TexasAandM","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2605","44","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2607","46","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2608","47","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2609","48","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2611","50","TexasAandM","Heavy Clipboard",7,"Include","21","Senior","Female","Other","Pass"
"2612","51","TexasAandM","Light Clipboard",7,"Include","18","First-year","Male","Asian-American",NA
"2613","52","TexasAandM","Heavy Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2614","53","TexasAandM","Light Clipboard",5,"Include","18","First-year","Female","Asian-American","Fail"
"2615","54","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"2616","55","TexasAandM","Light Clipboard",5,"Include","19","Sophomore","Male","Native American and Alaska Native","Pass"
"2617","56","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2619","58","TexasAandM","Heavy Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Pass"
"2623","62","TexasAandM","Heavy Clipboard",7,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2624","63","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2625","64","TexasAandM","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"2626","65","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2627","66","TexasAandM","Heavy Clipboard",6,"Include","19","First-year","Female","Latino or Hispanic","Fail"
"2628","67","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2630","69","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2631","7","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2632","70","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2633","71","TexasAandM","Light Clipboard",5,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2634","72","TexasAandM","Heavy Clipboard",6,"Include","19","First-year","Female","Latino or Hispanic","Fail"
"2635","73","TexasAandM","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2636","74","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Male","Latino or Hispanic","Fail"
"2637","75","TexasAandM","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2638","76","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"2639","77","TexasAandM","Light Clipboard",7,"Include","20","Sophomore","Female","Latino or Hispanic","Pass"
"2640","78","TexasAandM","Heavy Clipboard",7,"Include","20","Sophomore","Female","Latino or Hispanic","Pass"
"2641","79","TexasAandM","Light Clipboard",5,"Include","19","Sophomore","Female","Latino or Hispanic","Fail"
"2642","8","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"2643","80","TexasAandM","Heavy Clipboard",7,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2644","81","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2645","82","TexasAandM","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2646","83","TexasAandM","Light Clipboard",7,"Include","19","Sophomore","Male","Multiracial","Pass"
"2647","84","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2648","85","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","Multiracial","Fail"
"2649","86","TexasAandM","Heavy Clipboard",7,"Include","21","Senior","Female","Latino or Hispanic","Pass"
"2650","87","TexasAandM","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2651","88","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Male","Latino or Hispanic","Fail"
"2652","89","TexasAandM","Light Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2653","9","TexasAandM","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2654","90","TexasAandM","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2656","92","TexasAandM","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"2657","93","TexasAandM","Light Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2658","94","TexasAandM","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2659","95","TexasAandM","Light Clipboard",7,"Include","18","First-year","Male","Native Hawaiian and other Pacific Islander","Pass"
"2660","96","TexasAandM","Heavy Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2662","98","TexasAandM","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
