"","session_id","referrer","sunkgroup","sunkDV"
"384",2456784,"csun","paid",9
"385",2456788,"csun","free",8
"386",2456823,"csun","free",7
"387",2456844,"csun","paid",9
"388",2456892,"csun","free",9
"389",2456916,"csun","free",7
"390",2456928,"csun","free",9
"391",2457020,"csun","paid",9
"392",2457046,"csun","paid",9
"393",2457073,"csun","paid",9
"394",2457074,"csun","paid",9
"395",2457085,"csun","paid",9
"396",2457121,"csun","paid",9
"397",2457137,"csun","free",9
"398",2457163,"csun","free",7
"399",2457186,"csun","free",3
"400",2457202,"csun","free",7
"401",2457261,"csun","free",9
"402",2457268,"csun","free",9
"403",2457292,"csun","free",6
"404",2457303,"csun","paid",9
"405",2457311,"csun","paid",7
"406",2457318,"csun","free",9
"407",2457331,"csun","free",9
"408",2457380,"csun","paid",9
"409",2457385,"csun","paid",9
"410",2457394,"csun","paid",9
"411",2457404,"csun","paid",9
"412",2457450,"csun","paid",6
"413",2457471,"csun","free",7
"414",2457473,"csun","paid",6
"415",2457480,"csun","paid",7
"416",2457504,"csun","free",4
"417",2457572,"csun","free",8
"418",2457577,"csun","paid",9
"419",2457600,"csun","free",7
"420",2457611,"csun","paid",9
"421",2457620,"csun","paid",9
"422",2457623,"csun","free",7
"423",2457637,"csun","paid",7
"424",2457650,"csun","paid",6
"425",2457661,"csun","free",9
"426",2457672,"csun","paid",9
"427",2457686,"csun","free",6
"428",2457695,"csun","paid",9
"429",2457718,"csun","free",9
"430",2457739,"csun","free",7
"431",2457741,"csun","free",8
"432",2457742,"csun","paid",9
"433",2457780,"csun","paid",9
"434",2457800,"csun","paid",9
"435",2457808,"csun","free",9
"436",2457821,"csun","free",9
"437",2457822,"csun","free",9
"438",2457828,"csun","paid",9
"439",2457868,"csun","free",6
"440",2457886,"csun","free",1
"441",2457897,"csun","paid",9
"442",2457898,"csun","paid",9
"443",2457899,"csun","paid",3
"444",2457900,"csun","paid",9
"445",2457901,"csun","free",6
"446",2457904,"csun","paid",7
"447",2457917,"csun","paid",7
"448",2457928,"csun","paid",9
"449",2457932,"csun","free",9
"450",2457937,"csun","free",6
"451",2457943,"csun","free",7
"452",2457949,"csun","free",9
"453",2457954,"csun","free",7
"454",2457958,"csun","free",9
"455",2457975,"csun","paid",9
"456",2457988,"csun","paid",9
"457",2457992,"csun","paid",5
"458",2457994,"csun","paid",8
"459",2458037,"csun","paid",7
"460",2458042,"csun","paid",9
"461",2458045,"csun","free",9
"462",2458056,"csun","paid",9
"463",2458063,"csun","free",8
"464",2458069,"csun","free",9
"465",2458097,"csun","free",9
"466",2458116,"csun","free",6
"467",2458145,"csun","paid",9
"468",2458488,"csun","paid",8
"469",2459401,"csun","free",9
"470",2459660,"csun","paid",9
"471",2459700,"csun","free",7
"472",2459706,"csun","free",9
"473",2459739,"csun","paid",9
"474",2459840,"csun","paid",9
"475",2459976,"csun","free",9
"476",2459977,"csun","free",1
"477",2460053,"csun","paid",9
"478",2461684,"csun","paid",9
"479",2462263,"csun","paid",9
