"","session_id","referrer","sunkgroup","sunkDV"
"289",2457210,"conncoll","paid",9
"290",2457211,"conncoll","paid",9
"291",2457212,"conncoll","free",9
"292",2457217,"conncoll","free",9
"293",2457219,"conncoll","free",7
"294",2457222,"conncoll","paid",9
"295",2457223,"conncoll","free",9
"296",2457225,"conncoll","free",3
"297",2457226,"conncoll","free",7
"298",2457230,"conncoll","paid",8
"299",2457231,"conncoll","paid",5
"300",2457233,"conncoll","free",9
"301",2457237,"conncoll","free",9
"302",2457239,"conncoll","paid",8
"303",2457241,"conncoll","paid",9
"304",2457242,"conncoll","free",9
"305",2457247,"conncoll","paid",8
"306",2457266,"conncoll","free",9
"307",2457376,"conncoll","free",7
"308",2457377,"conncoll","paid",9
"309",2457395,"conncoll","paid",9
"310",2457410,"conncoll","free",9
"311",2457483,"conncoll","free",7
"312",2457484,"conncoll","free",9
"313",2457485,"conncoll","paid",9
"314",2457486,"conncoll","paid",7
"315",2457487,"conncoll","free",7
"316",2457489,"conncoll","free",8
"317",2457490,"conncoll","paid",9
"318",2457492,"conncoll","paid",8
"319",2457497,"conncoll","paid",9
"320",2457498,"conncoll","paid",9
"321",2457706,"conncoll","free",9
"322",2457712,"conncoll","free",1
"323",2457722,"conncoll","paid",9
"324",2457723,"conncoll","paid",9
"325",2457724,"conncoll","free",5
"326",2457725,"conncoll","free",7
"327",2457726,"conncoll","free",9
"328",2457727,"conncoll","paid",7
"329",2457728,"conncoll","paid",9
"330",2457730,"conncoll","paid",9
"331",2457731,"conncoll","free",9
"332",2457732,"conncoll","paid",7
"333",2457733,"conncoll","paid",9
"334",2457734,"conncoll","paid",7
"335",2457735,"conncoll","paid",9
"336",2457736,"conncoll","free",5
"337",2457737,"conncoll","paid",6
"338",2457738,"conncoll","paid",9
"339",2459368,"conncoll","paid",9
"340",2459414,"conncoll","paid",9
"341",2459417,"conncoll","paid",7
"342",2459418,"conncoll","free",6
"343",2459420,"conncoll","free",8
"344",2459421,"conncoll","free",8
"345",2459422,"conncoll","paid",8
"346",2459423,"conncoll","paid",9
"347",2459425,"conncoll","free",9
"348",2459427,"conncoll","free",5
"349",2459429,"conncoll","free",8
"350",2459430,"conncoll","paid",6
"351",2459434,"conncoll","paid",9
"352",2459436,"conncoll","paid",9
"353",2459439,"conncoll","paid",9
"354",2459458,"conncoll","paid",9
"355",2459547,"conncoll","free",9
"356",2459550,"conncoll","paid",5
"357",2459551,"conncoll","free",4
"358",2459553,"conncoll","paid",9
"359",2459554,"conncoll","free",9
"360",2459555,"conncoll","paid",8
"361",2459556,"conncoll","free",9
"362",2459557,"conncoll","free",2
"363",2459558,"conncoll","paid",9
"364",2459560,"conncoll","free",7
"365",2459562,"conncoll","free",7
"366",2459567,"conncoll","free",5
"367",2459568,"conncoll","free",8
"368",2459575,"conncoll","free",9
"369",2459709,"conncoll","free",9
"370",2459710,"conncoll","free",9
"371",2459711,"conncoll","paid",4
"372",2459712,"conncoll","paid",9
"373",2459714,"conncoll","free",9
"374",2459715,"conncoll","free",9
"375",2459716,"conncoll","paid",7
"376",2459718,"conncoll","paid",9
"377",2459720,"conncoll","free",9
"378",2459721,"conncoll","paid",7
"379",2459722,"conncoll","paid",9
"380",2459723,"conncoll","free",9
"381",2459724,"conncoll","paid",9
"382",2459727,"conncoll","paid",9
"383",2459730,"conncoll","paid",9
