"","session_id","referrer","sunkgroup","sunkDV"
"672",2419021,"jmu","free",9
"673",2419031,"jmu","paid",9
"674",2419039,"jmu","paid",9
"675",2419118,"jmu","paid",9
"676",2419123,"jmu","paid",9
"677",2419126,"jmu","free",9
"678",2419136,"jmu","free",9
"679",2419214,"jmu","free",8
"680",2419302,"jmu","free",9
"681",2419308,"jmu","free",7
"682",2419313,"jmu","free",9
"683",2419389,"jmu","paid",9
"684",2419391,"jmu","free",9
"685",2419455,"jmu","free",5
"686",2419461,"jmu","free",8
"687",2419527,"jmu","free",4
"688",2419592,"jmu","paid",9
"689",2419674,"jmu","paid",8
"690",2419767,"jmu","paid",9
"691",2419793,"jmu","free",9
"692",2419818,"jmu","paid",2
"693",2419826,"jmu","paid",7
"694",2419847,"jmu","paid",9
"695",2419887,"jmu","paid",9
"696",2419919,"jmu","free",6
"697",2420020,"jmu","free",3
"698",2420156,"jmu","free",6
"699",2420182,"jmu","free",7
"700",2420235,"jmu","free",2
"701",2420247,"jmu","paid",9
"702",2420251,"jmu","free",2
"703",2420252,"jmu","paid",7
"704",2420253,"jmu","paid",8
"705",2420255,"jmu","free",9
"706",2420258,"jmu","free",9
"707",2420262,"jmu","paid",9
"708",2420266,"jmu","free",9
"709",2420272,"jmu","paid",9
"710",2420273,"jmu","free",9
"711",2420275,"jmu","free",9
"712",2420276,"jmu","paid",9
"713",2420281,"jmu","paid",9
"714",2420284,"jmu","paid",9
"715",2420294,"jmu","paid",9
"716",2420305,"jmu","paid",9
"717",2420311,"jmu","free",9
"718",2420319,"jmu","paid",9
"719",2420326,"jmu","free",9
"720",2420327,"jmu","paid",9
"721",2420330,"jmu","free",9
"722",2420338,"jmu","free",7
"723",2420341,"jmu","free",9
"724",2420345,"jmu","paid",9
"725",2420356,"jmu","free",2
"726",2420359,"jmu","free",9
"727",2420361,"jmu","free",9
"728",2420367,"jmu","paid",7
"729",2420382,"jmu","paid",5
"730",2420386,"jmu","paid",9
"731",2420405,"jmu","free",9
"732",2420433,"jmu","free",4
"733",2420456,"jmu","paid",9
"734",2420459,"jmu","free",8
"735",2420463,"jmu","free",9
"736",2420467,"jmu","paid",9
"737",2420471,"jmu","free",9
"738",2420481,"jmu","paid",9
"739",2420482,"jmu","paid",9
"740",2420485,"jmu","paid",7
"741",2420514,"jmu","free",9
"742",2420517,"jmu","paid",8
"743",2420518,"jmu","paid",9
"744",2420529,"jmu","paid",8
"745",2420534,"jmu","free",7
"746",2420543,"jmu","paid",9
"747",2420572,"jmu","paid",8
"748",2420580,"jmu","free",7
"749",2420605,"jmu","free",9
"750",2420622,"jmu","paid",9
"751",2420641,"jmu","free",6
"752",2420646,"jmu","free",8
"753",2420663,"jmu","free",9
"754",2420692,"jmu","free",9
"755",2420694,"jmu","free",6
"756",2420717,"jmu","paid",9
"757",2420719,"jmu","free",8
"758",2420736,"jmu","paid",9
"759",2420748,"jmu","free",9
"760",2420770,"jmu","paid",9
"761",2420808,"jmu","paid",9
"762",2420827,"jmu","paid",4
"763",2420878,"jmu","free",9
"764",2420912,"jmu","paid",9
"765",2420960,"jmu","paid",9
"766",2421044,"jmu","free",9
"767",2421241,"jmu","free",9
"768",2421264,"jmu","free",8
"769",2421291,"jmu","free",9
"770",2421306,"jmu","paid",9
