"","session_id","referrer","sunkgroup","sunkDV"
"2907",2374915,"pi","paid",9
"2908",2374924,"pi","paid",7
"2909",2374971,"pi","free",9
"2910",2375038,"pi","free",9
"2911",2375052,"pi","free",9
"2912",2375054,"pi","free",9
"2913",2375070,"pi","free",7
"2914",2375084,"pi","free",7
"2915",2375142,"pi","free",8
"2916",2375144,"pi","free",7
"2917",2375157,"pi","free",7
"2918",2375168,"pi","paid",9
"2919",2375176,"pi","free",1
"2920",2375182,"pi","free",9
"2921",2375215,"pi","free",9
"2922",2375225,"pi","paid",9
"2923",2375279,"pi","free",9
"2924",2375320,"pi","paid",9
"2925",2375322,"pi","free",9
"2926",2375383,"pi","free",6
"2927",2375443,"pi","paid",7
"2928",2375461,"pi","paid",9
"2929",2375465,"pi","paid",9
"2930",2375473,"pi","free",9
"2931",2375480,"pi","paid",9
"2932",2375482,"pi","paid",7
"2933",2375499,"pi","free",9
"2934",2375682,"pi","paid",8
"2935",2375747,"pi","paid",9
"2936",2375751,"pi","free",1
"2937",2375759,"pi","free",5
"2938",2375787,"pi","free",8
"2939",2375799,"pi","paid",9
"2940",2375811,"pi","free",9
"2941",2375832,"pi","free",1
"2942",2375851,"pi","free",9
"2943",2375858,"pi","paid",7
"2944",2375902,"pi","free",5
"2945",2375912,"pi","paid",8
"2946",2375933,"pi","free",7
"2947",2375936,"pi","free",9
"2948",2375942,"pi","free",7
"2949",2375978,"pi","paid",9
"2950",2375984,"pi","free",7
"2951",2376014,"pi","free",9
"2952",2376133,"pi","free",9
"2953",2376147,"pi","free",5
"2954",2376170,"pi","free",2
"2955",2376191,"pi","paid",9
"2956",2376237,"pi","free",9
"2957",2376261,"pi","paid",9
"2958",2376264,"pi","free",9
"2959",2376348,"pi","free",9
"2960",2376351,"pi","paid",7
"2961",2376367,"pi","free",7
"2962",2376368,"pi","paid",1
"2963",2376377,"pi","free",9
"2964",2376383,"pi","paid",9
"2965",2376385,"pi","paid",9
"2966",2376436,"pi","paid",9
"2967",2376471,"pi","free",9
"2968",2376485,"pi","free",7
"2969",2376497,"pi","paid",9
"2970",2376498,"pi","paid",9
"2971",2376509,"pi","paid",9
"2972",2376533,"pi","free",1
"2973",2376548,"pi","free",9
"2974",2376570,"pi","paid",9
"2975",2376586,"pi","free",9
"2976",2376661,"pi","paid",9
"2978",2376712,"pi","paid",9
"2979",2376752,"pi","paid",9
"2980",2376766,"pi","free",5
"2981",2376818,"pi","paid",9
"2982",2376819,"pi","free",1
"2983",2376821,"pi","paid",9
"2984",2376845,"pi","paid",9
"2985",2376861,"pi","free",9
"2986",2376874,"pi","paid",9
"2987",2376893,"pi","free",9
"2988",2376918,"pi","paid",8
"2989",2376933,"pi","free",5
"2990",2376948,"pi","free",9
"2991",2376962,"pi","paid",1
"2992",2376971,"pi","free",9
"2993",2376973,"pi","free",8
"2994",2376988,"pi","paid",9
"2995",2377002,"pi","free",7
"2996",2377008,"pi","free",1
"2997",2377060,"pi","free",9
"2998",2377064,"pi","paid",6
"2999",2377090,"pi","paid",9
"3000",2377110,"pi","free",1
"3001",2377134,"pi","paid",9
"3002",2377163,"pi","paid",9
"3003",2377180,"pi","free",9
"3004",2377193,"pi","free",9
"3005",2377213,"pi","paid",9
"3006",2377216,"pi","free",5
"3007",2377227,"pi","free",9
"3008",2377235,"pi","free",6
"3009",2377260,"pi","paid",9
"3010",2377266,"pi","paid",1
"3011",2377338,"pi","free",1
"3012",2377354,"pi","free",4
"3013",2377407,"pi","free",2
"3014",2377553,"pi","free",9
"3015",2377754,"pi","free",8
"3016",2377933,"pi","free",7
"3017",2377957,"pi","free",8
"3018",2377970,"pi","paid",8
"3019",2377989,"pi","paid",9
"3020",2377997,"pi","paid",7
"3021",2378031,"pi","paid",9
"3022",2378061,"pi","free",9
"3023",2378071,"pi","free",8
"3024",2378073,"pi","paid",9
"3025",2378091,"pi","paid",7
"3026",2378098,"pi","paid",5
"3027",2378104,"pi","paid",1
"3028",2378107,"pi","free",5
"3029",2378118,"pi","paid",9
"3030",2378148,"pi","free",9
"3031",2378165,"pi","paid",9
"3032",2378174,"pi","free",8
"3033",2378182,"pi","paid",3
"3034",2378202,"pi","free",9
"3035",2378213,"pi","paid",9
"3036",2378257,"pi","free",1
"3037",2378277,"pi","paid",7
"3038",2378291,"pi","free",9
"3039",2378321,"pi","free",9
"3040",2378337,"pi","paid",9
"3041",2378340,"pi","free",1
"3042",2378511,"pi","paid",9
"3043",2378525,"pi","free",9
"3044",2378601,"pi","paid",4
"3045",2378622,"pi","paid",9
"3046",2378660,"pi","paid",1
"3047",2378696,"pi","paid",9
"3048",2378706,"pi","paid",7
"3049",2378727,"pi","paid",9
"3050",2378743,"pi","free",5
"3051",2378781,"pi","free",5
"3052",2378786,"pi","paid",9
"3053",2378805,"pi","paid",7
"3054",2378811,"pi","free",1
"3055",2378814,"pi","free",9
"3056",2378846,"pi","paid",9
"3057",2378861,"pi","free",9
"3058",2378868,"pi","free",5
"3059",2378920,"pi","free",6
"3060",2378931,"pi","free",9
"3061",2378957,"pi","free",9
"3062",2378972,"pi","paid",5
"3063",2378991,"pi","paid",9
"3064",2378998,"pi","paid",9
"3065",2379007,"pi","free",3
"3066",2379029,"pi","paid",9
"3067",2379037,"pi","free",9
"3068",2379044,"pi","free",8
"3069",2379085,"pi","free",7
"3070",2379090,"pi","free",7
"3071",2379116,"pi","free",7
"3072",2379135,"pi","free",9
"3073",2379156,"pi","paid",9
"3074",2379183,"pi","paid",9
"3075",2379190,"pi","paid",8
"3076",2379222,"pi","paid",7
"3077",2379227,"pi","paid",7
"3078",2379299,"pi","paid",5
"3079",2379333,"pi","free",9
"3080",2379335,"pi","free",3
"3081",2379337,"pi","free",2
"3082",2379342,"pi","paid",9
"3083",2379343,"pi","free",7
"3084",2379349,"pi","free",9
"3085",2379353,"pi","paid",1
