"","session_id","referrer","sunkgroup","sunkDV"
"85",2401243,"brasilia","paid",9
"86",2401244,"brasilia","paid",9
"87",2401246,"brasilia","paid",8
"88",2401249,"brasilia","free",9
"89",2401250,"brasilia","paid",9
"90",2401251,"brasilia","paid",8
"91",2401252,"brasilia","paid",1
"92",2401255,"brasilia","paid",9
"93",2401257,"brasilia","paid",7
"94",2401258,"brasilia","paid",9
"95",2401259,"brasilia","paid",6
"96",2401260,"brasilia","paid",8
"97",2401261,"brasilia","free",8
"98",2401305,"brasilia","free",1
"99",2401306,"brasilia","paid",7
"100",2401308,"brasilia","free",9
"101",2401309,"brasilia","free",9
"102",2401312,"brasilia","free",9
"103",2401316,"brasilia","paid",9
"104",2401319,"brasilia","free",5
"105",2401320,"brasilia","free",9
"106",2401322,"brasilia","free",9
"107",2401325,"brasilia","paid",9
"108",2401328,"brasilia","free",9
"109",2401329,"brasilia","free",8
"110",2401335,"brasilia","free",9
"111",2401336,"brasilia","paid",9
"112",2401341,"brasilia","paid",9
"113",2401343,"brasilia","free",9
"114",2401352,"brasilia","paid",9
"115",2401368,"brasilia","paid",5
"116",2401371,"brasilia","free",9
"117",2401380,"brasilia","free",9
"118",2401382,"brasilia","paid",9
"119",2401385,"brasilia","paid",9
"120",2401388,"brasilia","free",8
"121",2401389,"brasilia","free",4
"122",2401390,"brasilia","paid",8
"123",2401391,"brasilia","paid",2
"124",2401393,"brasilia","paid",5
"125",2401396,"brasilia","paid",9
"126",2401398,"brasilia","free",9
"127",2401399,"brasilia","paid",9
"128",2401400,"brasilia","free",9
"129",2401402,"brasilia","paid",8
"130",2401405,"brasilia","free",7
"131",2401417,"brasilia","free",9
"132",2401440,"brasilia","free",7
"133",2401462,"brasilia","free",9
"134",2401463,"brasilia","paid",9
"135",2401464,"brasilia","paid",9
"136",2401466,"brasilia","free",9
"137",2401472,"brasilia","paid",9
"138",2401476,"brasilia","paid",9
"139",2401485,"brasilia","paid",9
"140",2401488,"brasilia","free",7
"141",2401489,"brasilia","paid",9
"142",2401490,"brasilia","paid",9
"143",2401494,"brasilia","paid",9
"144",2401495,"brasilia","paid",9
"145",2401497,"brasilia","paid",1
"146",2402832,"brasilia","paid",9
"147",2403781,"brasilia","free",9
"148",2404006,"brasilia","free",9
"149",2406260,"brasilia","free",9
"150",2413394,"brasilia","free",6
"151",2413458,"brasilia","paid",8
"152",2422247,"brasilia","paid",9
"153",2422422,"brasilia","paid",8
"154",2422639,"brasilia","free",9
"155",2426482,"brasilia","paid",9
"156",2428845,"brasilia","free",7
"157",2428937,"brasilia","paid",8
"158",2429105,"brasilia","free",1
"159",2429257,"brasilia","free",9
"160",2439535,"brasilia","paid",9
"161",2442313,"brasilia","free",2
"162",2442618,"brasilia","free",9
"163",2442751,"brasilia","free",7
"164",2445814,"brasilia","free",9
"165",2446096,"brasilia","free",9
"166",2451802,"brasilia","free",6
"167",2452252,"brasilia","paid",5
"168",2452326,"brasilia","paid",9
"169",2453867,"brasilia","free",7
"170",2457082,"brasilia","paid",6
"171",2457236,"brasilia","paid",9
"172",2458747,"brasilia","paid",9
"173",2458796,"brasilia","free",8
"174",2458919,"brasilia","paid",9
"175",2462035,"brasilia","free",9
"176",2465382,"brasilia","paid",8
"177",2465673,"brasilia","paid",9
"178",2465905,"brasilia","paid",9
"179",2466041,"brasilia","paid",9
"180",2466133,"brasilia","free",4
"181",2467447,"brasilia","paid",9
"182",2467639,"brasilia","paid",9
"183",2467777,"brasilia","paid",9
"184",2467949,"brasilia","paid",7
"185",2468111,"brasilia","paid",1
"186",2469707,"brasilia","free",1
"187",2469812,"brasilia","paid",9
"188",2469887,"brasilia","free",8
"189",2470010,"brasilia","free",1
"190",2470140,"brasilia","free",5
"191",2471873,"brasilia","free",9
"192",2472163,"brasilia","paid",1
"193",2472247,"brasilia","paid",9
"194",2472309,"brasilia","paid",8
"195",2477425,"brasilia","free",9
"196",2477613,"brasilia","free",9
"197",2477757,"brasilia","free",9
"198",2477847,"brasilia","paid",9
"199",2479434,"brasilia","paid",9
"200",2479598,"brasilia","free",2
"201",2479656,"brasilia","free",1
"202",2479774,"brasilia","free",8
"203",2482449,"brasilia","paid",6
"204",2482575,"brasilia","free",9
