"","session_id","referrer","sunkgroup","sunkDV"
"5969",2451755,"wisc","paid",9
"5970",2451756,"wisc","paid",9
"5971",2451762,"wisc","free",3
"5972",2451763,"wisc","paid",9
"5973",2451765,"wisc","free",9
"5974",2451768,"wisc","free",9
"5975",2451769,"wisc","paid",8
"5976",2451773,"wisc","free",9
"5977",2451775,"wisc","free",9
"5978",2451782,"wisc","paid",9
"5979",2451811,"wisc","free",9
"5980",2451854,"wisc","paid",4
"5981",2451914,"wisc","paid",8
"5982",2451915,"wisc","free",9
"5983",2451917,"wisc","paid",9
"5984",2451918,"wisc","free",8
"5985",2451920,"wisc","free",9
"5986",2451921,"wisc","free",9
"5987",2451924,"wisc","free",9
"5988",2451926,"wisc","paid",7
"5989",2451927,"wisc","paid",8
"5990",2451929,"wisc","free",3
"5991",2451942,"wisc","paid",8
"5992",2451979,"wisc","paid",9
"5993",2451983,"wisc","paid",9
"5994",2461615,"wisc","free",4
"5995",2461618,"wisc","paid",7
"5996",2461619,"wisc","free",8
"5997",2461623,"wisc","free",8
"5998",2461641,"wisc","free",7
"5999",2461643,"wisc","paid",7
"6000",2461658,"wisc","free",9
"6001",2461749,"wisc","paid",9
"6002",2461756,"wisc","paid",9
"6003",2461765,"wisc","paid",8
"6004",2461774,"wisc","free",8
"6005",2461788,"wisc","free",9
"6006",2461790,"wisc","free",9
"6007",2461792,"wisc","free",3
"6008",2461806,"wisc","free",9
"6009",2461810,"wisc","free",3
"6010",2461899,"wisc","free",9
"6011",2461906,"wisc","free",9
"6012",2461911,"wisc","paid",7
"6013",2461913,"wisc","free",1
"6014",2461915,"wisc","paid",9
"6015",2461918,"wisc","free",8
"6016",2461920,"wisc","free",9
"6017",2461921,"wisc","paid",9
"6018",2461924,"wisc","paid",5
"6019",2461974,"wisc","paid",8
"6020",2461982,"wisc","paid",7
"6021",2461986,"wisc","free",9
"6022",2461988,"wisc","free",9
"6023",2461994,"wisc","free",9
"6024",2462000,"wisc","paid",9
"6025",2462005,"wisc","paid",6
"6026",2462007,"wisc","free",9
"6027",2462009,"wisc","paid",9
"6028",2462013,"wisc","paid",6
"6029",2462014,"wisc","paid",9
"6030",2462063,"wisc","free",6
"6031",2462080,"wisc","free",8
"6032",2462088,"wisc","paid",9
"6033",2462094,"wisc","free",7
"6034",2462102,"wisc","free",5
"6035",2462104,"wisc","paid",6
"6036",2462128,"wisc","paid",9
"6037",2462132,"wisc","paid",4
"6038",2462133,"wisc","free",9
"6039",2462137,"wisc","paid",1
"6040",2462152,"wisc","free",9
"6041",2462184,"wisc","paid",9
"6042",2462186,"wisc","paid",9
"6043",2462187,"wisc","paid",7
"6044",2462188,"wisc","free",9
"6045",2462194,"wisc","free",9
"6046",2465656,"wisc","free",7
"6047",2465659,"wisc","free",9
"6048",2465663,"wisc","paid",8
"6049",2465664,"wisc","free",5
"6050",2465666,"wisc","paid",8
"6051",2465667,"wisc","paid",5
"6052",2465671,"wisc","paid",7
"6053",2465672,"wisc","paid",3
"6054",2465677,"wisc","paid",9
"6055",2465714,"wisc","free",4
"6056",2465716,"wisc","paid",7
"6057",2477361,"wisc","free",1
"6058",2477363,"wisc","paid",9
"6059",2477365,"wisc","paid",9
"6060",2477368,"wisc","paid",8
"6061",2477371,"wisc","free",3
"6062",2477374,"wisc","free",9
"6063",2477375,"wisc","free",7
"6064",2477418,"wisc","paid",8
