"","session_id","referrer","gambfalgroup","gambfalDV"
"1",2400853,"abington","two6",3.16227766016838
"2",2400856,"abington","two6",6
"3",2400860,"abington","three6",2.23606797749979
"4",2400868,"abington","two6",2
"5",2400872,"abington","three6",3.46410161513775
"6",2400914,"abington","two6",2.23606797749979
"7",2400916,"abington","three6",3.16227766016838
"8",2400925,"abington","two6",3.16227766016838
"9",2400934,"abington","two6",1.73205080756888
"10",2407192,"abington","two6",2.23606797749979
"11",2407222,"abington","three6",2.23606797749979
"12",2407225,"abington","two6",1.73205080756888
"13",2407227,"abington","three6",6
"14",2407268,"abington","three6",6
"15",2407271,"abington","three6",3.16227766016838
"16",2407288,"abington","three6",3.16227766016838
"17",2407289,"abington","three6",1.73205080756888
"18",2407335,"abington","three6",2.44948974278318
"19",2407367,"abington","two6",1
"20",2407368,"abington","two6",1.4142135623731
"21",2407369,"abington","two6",2
"22",2407370,"abington","three6",1
"23",2407373,"abington","two6",2
"24",2407395,"abington","three6",2.23606797749979
"25",2407403,"abington","three6",3.16227766016838
"26",2407404,"abington","three6",10
"27",2407405,"abington","three6",2.23606797749979
"28",2407407,"abington","two6",3.46410161513775
"29",2407412,"abington","three6",14.6628782986152
"30",2407864,"abington","three6",1.73205080756888
"32",2407983,"abington","two6",1.73205080756888
"33",2407987,"abington","two6",2.44948974278318
"34",2408017,"abington","three6",4.24264068711928
"35",2408033,"abington","two6",2.64575131106459
"36",2408059,"abington","three6",1
"38",2409135,"abington","two6",1.73205080756888
"39",2409137,"abington","two6",3.16227766016838
"40",2409138,"abington","three6",10
"41",2409144,"abington","three6",1.4142135623731
"42",2409145,"abington","three6",1
"43",2409147,"abington","two6",2.23606797749979
"44",2409150,"abington","two6",1.4142135623731
"45",2409203,"abington","three6",3.87298334620742
"46",2409204,"abington","two6",2.23606797749979
"47",2409209,"abington","two6",3.74165738677394
"48",2409214,"abington","three6",1.4142135623731
"49",2409217,"abington","three6",7.07106781186548
"50",2409255,"abington","three6",4.47213595499958
"51",2409256,"abington","two6",2.82842712474619
"52",2409259,"abington","two6",1.4142135623731
"53",2409260,"abington","two6",2
"54",2409264,"abington","three6",1.4142135623731
"55",2409552,"abington","two6",2
"56",2409555,"abington","three6",10
"57",2409556,"abington","two6",2.23606797749979
"58",2409603,"abington","three6",2.44948974278318
"60",2409606,"abington","two6",1.73205080756888
"61",2409607,"abington","two6",1.4142135623731
"62",2410995,"abington","two6",2.64575131106459
"63",2410997,"abington","two6",0
"64",2411137,"abington","two6",2.44948974278318
"65",2411191,"abington","two6",2.23606797749979
"66",2411192,"abington","two6",1.4142135623731
"67",2411195,"abington","three6",1.4142135623731
"68",2411198,"abington","two6",2.23606797749979
"69",2411199,"abington","three6",2.64575131106459
"71",2411203,"abington","three6",3.16227766016838
"72",2411204,"abington","three6",1.73205080756888
"73",2411205,"abington","two6",2.23606797749979
"74",2411301,"abington","three6",1.73205080756888
"75",2411308,"abington","two6",1.73205080756888
"76",2411379,"abington","three6",1.73205080756888
"77",2411382,"abington","three6",1.4142135623731
"78",2411384,"abington","three6",1.73205080756888
"79",2411385,"abington","two6",1.73205080756888
"80",2411395,"abington","three6",2.23606797749979
"81",2411401,"abington","three6",3
"82",2411402,"abington","two6",1
"83",2411443,"abington","three6",2.44948974278318
"84",2411445,"abington","two6",2.44948974278318
