"","session_id","referrer","gambfalgroup","gambfalDV"
"5636",2479466,"unipd","two6",1
"5637",2481208,"unipd","three6",14.6969384566991
"5638",2481277,"unipd","two6",0
"5639",2481290,"unipd","three6",1.73205080756888
"5640",2481300,"unipd","two6",0
"5641",2481329,"unipd","two6",2.44948974278318
"5642",2481381,"unipd","three6",4.47213595499958
"5644",2481642,"unipd","two6",2
"5645",2481650,"unipd","three6",3.74165738677394
"5646",2481666,"unipd","two6",2
"5647",2481669,"unipd","two6",3.16227766016838
"5648",2481678,"unipd","two6",1.4142135623731
"5649",2481688,"unipd","two6",3.16227766016838
"5650",2481705,"unipd","two6",0
"5651",2481724,"unipd","two6",1.4142135623731
"5652",2481736,"unipd","two6",0
"5653",2481756,"unipd","two6",22.3606797749979
"5654",2481761,"unipd","three6",2
"5655",2481762,"unipd","two6",1.4142135623731
"5656",2481766,"unipd","two6",3.16227766016838
"5657",2481772,"unipd","three6",3.87298334620742
"5658",2481780,"unipd","three6",10
"5659",2481795,"unipd","three6",4.47213595499958
"5660",2481809,"unipd","two6",0
"5661",2481814,"unipd","three6",1.4142135623731
"5662",2481863,"unipd","two6",0
"5663",2481866,"unipd","two6",1
"5664",2481867,"unipd","two6",2.64575131106459
"5665",2481915,"unipd","two6",0
"5666",2481937,"unipd","two6",1.4142135623731
"5667",2482069,"unipd","two6",0
"5668",2482157,"unipd","two6",2.23606797749979
"5670",2482188,"unipd","three6",3.16227766016838
"5671",2482220,"unipd","three6",1
"5672",2482247,"unipd","two6",3.16227766016838
"5674",2482262,"unipd","two6",2
"5675",2482438,"unipd","three6",3.16227766016838
"5676",2482453,"unipd","two6",2.23606797749979
"5677",2482461,"unipd","two6",2
"5678",2482476,"unipd","two6",2.23606797749979
"5679",2482519,"unipd","two6",3.87298334620742
"5680",2482591,"unipd","two6",2.23606797749979
"5683",2482777,"unipd","two6",0
"5684",2482864,"unipd","three6",4.24264068711928
"5686",2483553,"unipd","two6",0
"5687",2483595,"unipd","three6",1.73205080756888
"5688",2483612,"unipd","two6",3.16227766016838
"5689",2483629,"unipd","three6",1.73205080756888
"5690",2483770,"unipd","three6",3.16227766016838
"5691",2483791,"unipd","two6",1.73205080756888
"5692",2483792,"unipd","three6",10
"5693",2483871,"unipd","three6",14.6969384566991
"5694",2483932,"unipd","three6",1
"5695",2483985,"unipd","three6",1.73205080756888
"5697",2484059,"unipd","two6",1
"5698",2484318,"unipd","three6",3.16227766016838
"5699",2484326,"unipd","three6",3.46410161513775
"5700",2484426,"unipd","three6",3.16227766016838
"5701",2484434,"unipd","two6",1.73205080756888
"5702",2484464,"unipd","two6",3.87298334620742
"5703",2484467,"unipd","three6",1.4142135623731
"5704",2484491,"unipd","three6",14.6969384566991
"5705",2484505,"unipd","two6",0
"5707",2484702,"unipd","two6",0
"5708",2484722,"unipd","three6",1
"5709",2484843,"unipd","two6",0
"5710",2484977,"unipd","three6",2.23606797749979
"5711",2485013,"unipd","three6",1.4142135623731
"5712",2485029,"unipd","two6",0
"5713",2485084,"unipd","three6",1
"5714",2485107,"unipd","two6",1.73205080756888
"5715",2485579,"unipd","two6",1
"5716",2485979,"unipd","three6",2
"5717",2485980,"unipd","two6",0
"5718",2485997,"unipd","three6",14.6628782986152
"5719",2486001,"unipd","two6",1.4142135623731
"5720",2486003,"unipd","two6",1.73205080756888
"5721",2486015,"unipd","three6",14.6969384566991
"5722",2486023,"unipd","two6",0
"5723",2486027,"unipd","two6",0
"5724",2486037,"unipd","three6",2.44948974278318
"5725",2486040,"unipd","three6",1
"5726",2486108,"unipd","two6",0
"5727",2486115,"unipd","three6",14.142135623731
"5728",2486145,"unipd","two6",0
"5729",2486157,"unipd","two6",0
"5730",2486158,"unipd","two6",1.73205080756888
"5731",2486167,"unipd","three6",2.23606797749979
"5732",2486181,"unipd","two6",0
"5734",2486204,"unipd","two6",1.4142135623731
"5735",2486230,"unipd","three6",2.44948974278318
"5737",2486285,"unipd","two6",2
"5738",2486620,"unipd","three6",1.4142135623731
"5740",2486682,"unipd","three6",1
"5742",2486982,"unipd","two6",3.16227766016838
"5743",2487020,"unipd","two6",3
"5744",2487026,"unipd","two6",0
"5745",2487058,"unipd","three6",1
"5746",2487140,"unipd","two6",0
"5747",2487183,"unipd","three6",3.16227766016838
"5748",2487244,"unipd","two6",0
"5749",2487591,"unipd","two6",2.44948974278318
"5750",2487605,"unipd","three6",5.47722557505166
"5751",2487621,"unipd","three6",1.73205080756888
"5752",2487622,"unipd","two6",2.64575131106459
"5753",2487624,"unipd","two6",0
"5756",2487668,"unipd","three6",7.07106781186548
"5757",2487815,"unipd","two6",0
"5758",2487825,"unipd","two6",0
"5759",2487830,"unipd","two6",2
"5761",2487978,"unipd","three6",7.34846922834953
"5762",2488018,"unipd","two6",4.47213595499958
"5763",2488497,"unipd","three6",1
"5764",2488508,"unipd","three6",2.23606797749979
"5765",2488532,"unipd","two6",2.23606797749979
"5766",2488542,"unipd","two6",1
"5767",2488545,"unipd","two6",2.44948974278318
"5770",2488655,"unipd","two6",1.4142135623731
"5772",2488886,"unipd","two6",2.82842712474619
"5773",2489769,"unipd","three6",4.47213595499958
"5774",2489807,"unipd","three6",3.16227766016838
"5775",2489876,"unipd","three6",1.73205080756888
"5776",2490054,"unipd","two6",0
"5777",2490369,"unipd","three6",1
"5778",2491671,"unipd","three6",4.47213595499958
"5779",2493475,"unipd","two6",2.44948974278318
