"","session_id","referrer","gambfalgroup","gambfalDV"
"291",2457212,"conncoll","three6",3.16227766016838
"293",2457219,"conncoll","two6",1.73205080756888
"294",2457222,"conncoll","three6",4.47213595499958
"295",2457223,"conncoll","two6",0
"296",2457225,"conncoll","three6",1.4142135623731
"297",2457226,"conncoll","two6",1
"298",2457230,"conncoll","three6",3.87298334620742
"299",2457231,"conncoll","three6",3.16227766016838
"302",2457239,"conncoll","two6",1.4142135623731
"303",2457241,"conncoll","three6",14.142135623731
"304",2457242,"conncoll","three6",2.23606797749979
"305",2457247,"conncoll","three6",2.64575131106459
"306",2457266,"conncoll","two6",1.4142135623731
"307",2457376,"conncoll","two6",3.16227766016838
"308",2457377,"conncoll","two6",1
"310",2457410,"conncoll","two6",2.23606797749979
"311",2457483,"conncoll","two6",3.16227766016838
"313",2457485,"conncoll","three6",3.87298334620742
"314",2457486,"conncoll","two6",1.4142135623731
"315",2457487,"conncoll","three6",2.23606797749979
"316",2457489,"conncoll","two6",2.82842712474619
"317",2457490,"conncoll","three6",3.16227766016838
"319",2457497,"conncoll","two6",6
"320",2457498,"conncoll","three6",3.46410161513775
"321",2457706,"conncoll","three6",3.16227766016838
"322",2457712,"conncoll","two6",1
"323",2457722,"conncoll","three6",1.73205080756888
"324",2457723,"conncoll","three6",4.47213595499958
"325",2457724,"conncoll","three6",1.4142135623731
"326",2457725,"conncoll","three6",5.47722557505166
"327",2457726,"conncoll","two6",1
"328",2457727,"conncoll","two6",1.4142135623731
"329",2457728,"conncoll","three6",3.16227766016838
"330",2457730,"conncoll","three6",1
"331",2457731,"conncoll","two6",3.87298334620742
"332",2457732,"conncoll","two6",2
"333",2457733,"conncoll","two6",3.16227766016838
"334",2457734,"conncoll","two6",0
"335",2457735,"conncoll","three6",3.16227766016838
"336",2457736,"conncoll","two6",3.46410161513775
"337",2457737,"conncoll","two6",14.142135623731
"338",2457738,"conncoll","three6",4.24264068711928
"339",2459368,"conncoll","three6",1
"340",2459414,"conncoll","two6",1.73205080756888
"341",2459417,"conncoll","two6",2.23606797749979
"342",2459418,"conncoll","three6",1.73205080756888
"343",2459420,"conncoll","two6",1.73205080756888
"344",2459421,"conncoll","two6",2.44948974278318
"345",2459422,"conncoll","two6",2.23606797749979
"346",2459423,"conncoll","two6",1
"347",2459425,"conncoll","two6",0
"348",2459427,"conncoll","two6",4.47213595499958
"349",2459429,"conncoll","two6",2.23606797749979
"350",2459430,"conncoll","two6",1.73205080756888
"351",2459434,"conncoll","three6",5
"352",2459436,"conncoll","two6",2.44948974278318
"353",2459439,"conncoll","two6",1
"354",2459458,"conncoll","two6",10
"355",2459547,"conncoll","two6",4.47213595499958
"356",2459550,"conncoll","three6",3.87298334620742
"357",2459551,"conncoll","three6",5.47722557505166
"358",2459553,"conncoll","three6",15.8113883008419
"359",2459554,"conncoll","two6",2.23606797749979
"360",2459555,"conncoll","three6",7.54983443527075
"361",2459556,"conncoll","three6",4.47213595499958
"362",2459557,"conncoll","two6",0
"363",2459558,"conncoll","two6",2.23606797749979
"364",2459560,"conncoll","two6",0
"365",2459562,"conncoll","three6",10
"366",2459567,"conncoll","three6",1.73205080756888
"367",2459568,"conncoll","three6",1.73205080756888
"368",2459575,"conncoll","three6",4.24264068711928
"369",2459709,"conncoll","two6",2.23606797749979
"370",2459710,"conncoll","two6",3.74165738677394
"371",2459711,"conncoll","three6",3.16227766016838
"372",2459712,"conncoll","two6",1
"373",2459714,"conncoll","two6",1.73205080756888
"375",2459716,"conncoll","two6",0
"376",2459718,"conncoll","two6",2.23606797749979
"378",2459721,"conncoll","two6",2.23606797749979
"379",2459722,"conncoll","three6",3.16227766016838
"381",2459724,"conncoll","two6",1.4142135623731
"383",2459730,"conncoll","three6",5
