"","session_id","referrer","MoneyGroup","Sysjust"
"289",2457210,"conncoll","Money priming group",4.75
"290",2457211,"conncoll","Money priming group",2.75
"291",2457212,"conncoll","Money priming group",1.875
"292",2457217,"conncoll","Money priming group",2.875
"293",2457219,"conncoll","Money priming group",2.75
"294",2457222,"conncoll","Money priming group",3.625
"295",2457223,"conncoll","Control group",3.875
"296",2457225,"conncoll","Control group",2.375
"297",2457226,"conncoll","Control group",3.75
"298",2457230,"conncoll","Money priming group",4.125
"299",2457231,"conncoll","Money priming group",5.625
"300",2457233,"conncoll","Money priming group",2.5
"301",2457237,"conncoll","Money priming group",4.625
"302",2457239,"conncoll","Money priming group",4.25
"303",2457241,"conncoll","Money priming group",1.875
"304",2457242,"conncoll","Money priming group",2
"305",2457247,"conncoll","Control group",2.75
"306",2457266,"conncoll","Control group",3.25
"307",2457376,"conncoll","Money priming group",4.5
"308",2457377,"conncoll","Money priming group",3.75
"309",2457395,"conncoll","Control group",4
"310",2457410,"conncoll","Money priming group",3.25
"311",2457483,"conncoll","Money priming group",5.25
"312",2457484,"conncoll","Money priming group",3.75
"313",2457485,"conncoll","Money priming group",3.5
"314",2457486,"conncoll","Control group",4.5
"315",2457487,"conncoll","Money priming group",4.375
"316",2457489,"conncoll","Money priming group",4
"317",2457490,"conncoll","Money priming group",3.125
"318",2457492,"conncoll","Money priming group",3.125
"319",2457497,"conncoll","Control group",4.5
"320",2457498,"conncoll","Money priming group",3.375
"321",2457706,"conncoll","Money priming group",4.5
"322",2457712,"conncoll","Money priming group",5.125
"323",2457722,"conncoll","Control group",3
"324",2457723,"conncoll","Money priming group",4.375
"325",2457724,"conncoll","Money priming group",3
"326",2457725,"conncoll","Money priming group",5
"327",2457726,"conncoll","Control group",2.875
"328",2457727,"conncoll","Money priming group",3.5
"329",2457728,"conncoll","Control group",4.875
"330",2457730,"conncoll","Money priming group",3.5
"331",2457731,"conncoll","Control group",2.875
"332",2457732,"conncoll","Control group",3.25
"333",2457733,"conncoll","Money priming group",4.5
"334",2457734,"conncoll","Money priming group",4.625
"335",2457735,"conncoll","Control group",3.625
"336",2457736,"conncoll","Control group",5.375
"337",2457737,"conncoll","Control group",2.125
"338",2457738,"conncoll","Control group",4.625
"339",2459368,"conncoll","Money priming group",3.5
"340",2459414,"conncoll","Control group",3.25
"341",2459417,"conncoll","Money priming group",5.75
"342",2459418,"conncoll","Money priming group",3.5
"343",2459420,"conncoll","Money priming group",3.125
"344",2459421,"conncoll","Money priming group",5
"345",2459422,"conncoll","Control group",4.125
"346",2459423,"conncoll","Control group",4
"347",2459425,"conncoll","Money priming group",3.375
"348",2459427,"conncoll","Money priming group",3.75
"349",2459429,"conncoll","Money priming group",4.125
"350",2459430,"conncoll","Control group",4.125
"351",2459434,"conncoll","Money priming group",3.5
"352",2459436,"conncoll","Money priming group",5.125
"353",2459439,"conncoll","Money priming group",3.5
"354",2459458,"conncoll","Control group",5.25
"355",2459547,"conncoll","Control group",4.75
"356",2459550,"conncoll","Control group",2.625
"357",2459551,"conncoll","Control group",2.625
"358",2459553,"conncoll","Money priming group",2.5
"359",2459554,"conncoll","Money priming group",2.85714285714286
"360",2459555,"conncoll","Control group",3.375
"361",2459556,"conncoll","Control group",3.625
"362",2459557,"conncoll","Money priming group",3.25
"363",2459558,"conncoll","Control group",2.625
"364",2459560,"conncoll","Control group",1.375
"365",2459562,"conncoll","Money priming group",4.5
"366",2459567,"conncoll","Control group",3.75
"367",2459568,"conncoll","Money priming group",5
"368",2459575,"conncoll","Money priming group",3.375
"369",2459709,"conncoll","Control group",5.875
"370",2459710,"conncoll","Money priming group",5.625
"371",2459711,"conncoll","Control group",2.125
"372",2459712,"conncoll","Control group",2.625
"373",2459714,"conncoll","Money priming group",3.25
"374",2459715,"conncoll","Control group",3.75
"375",2459716,"conncoll","Control group",2.5
"376",2459718,"conncoll","Control group",3.25
"377",2459720,"conncoll","Control group",4.25
"378",2459721,"conncoll","Money priming group",4.625
"379",2459722,"conncoll","Control group",4.5
"380",2459723,"conncoll","Money priming group",6.125
"381",2459724,"conncoll","Control group",5.125
"382",2459727,"conncoll","Control group",4.5
"383",2459730,"conncoll","Money priming group",4
