"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1687","1","kansas_expert","ms",2.66666666666667,1,1
"1688","2","kansas_expert","tv",-0.333333333333334,6,2
"1689","3","kansas_expert","tv",1,1,2
"1690","4","kansas_expert","ms",1.66666666666667,1,1
"1691","5","kansas_expert","ms",0.666666666666666,1,1
"1692","6","kansas_expert","ms",2,4,1
"1693","8","kansas_expert","ms",0.333333333333333,1,1
"1694","9","kansas_expert","ms",1.66666666666667,1,1
"1695","11","kansas_expert","ms",-2.66666666666667,1,1
"1696","12","kansas_expert","ms",4,1,1
"1697","14","kansas_expert","ms",3.33333333333333,4,2
"1698","15","kansas_expert","ms",2.33333333333333,1,1
"1699","16","kansas_expert","ms",1.66666666666667,4,2
"1700","19","kansas_expert","ms",-1,1,1
"1701","20","kansas_expert","ms",-2,1,1
"1702","21","kansas_expert","ms",-2.66666666666667,1,1
"1703","22","kansas_expert","tv",2.33333333333333,1,1
"1704","24","kansas_expert","ms",4.66666666666667,1,NA
"1705","25","kansas_expert","ms",-0.333333333333333,1,1
"1706","26","kansas_expert","tv",0,1,1
"1707","27","kansas_expert","tv",0,1,2
"1708","28","kansas_expert","tv",-0.333333333333333,1,1
"1709","29","kansas_expert","ms",1.33333333333333,1,1
"1710","30","kansas_expert","tv",-3,2,1
"1711","31","kansas_expert","ms",2,1,1
"1712","32","kansas_expert","tv",4.33333333333333,1,1
"1713","33","kansas_expert","ms",-0.999999999999999,1,1
"1714","34","kansas_expert","tv",-1.33333333333333,2,1
"1715","35","kansas_expert","ms",-0.333333333333333,1,1
"1716","36","kansas_expert","ms",-2,6,1
"1717","37","kansas_expert","tv",-1.33333333333333,1,1
"1718","38","kansas_expert","ms",7,1,1
"1719","39","kansas_expert","ms",3,4,1
"1720","40","kansas_expert","ms",-2.66666666666667,0,1
"1721","41","kansas_expert","tv",2.33333333333333,4,2
"1722","42","kansas_expert","tv",7,1,1
"1723","43","kansas_expert","tv",1.33333333333333,1,2
"1724","44","kansas_expert","tv",0.666666666666666,1,1
"1725","45","kansas_expert","tv",0,1,1
"1726","46","kansas_expert","tv",1.66666666666667,1,1
"1727","47","kansas_expert","ms",-1.33333333333333,1,2
"1728","48","kansas_expert","tv",3.33333333333333,1,1
"1729","49","kansas_expert","tv",1.66666666666667,1,1
