"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"415","22","azusa","ms",2.66666666666667,NA,1
"416","4","azusa","ms",0.666666666666667,NA,1
"417","18","azusa","ms",1,NA,1
"418","1","azusa","ms",1,NA,1
"419","26","azusa","ms",-0.666666666666667,NA,1
"420","29","azusa","ms",1,NA,1
"421","3","azusa","ms",-0.666666666666667,NA,1
"422","14","azusa","ms",1.33333333333333,NA,1
"423","23","azusa","ms",0,NA,1
"424","16","azusa","ms",-0.999999999999999,NA,1
"425","25","azusa","ms",-1,NA,1
"426","17","azusa","ms",-0.333333333333333,NA,1
"427","12","azusa","ms",1.33333333333333,NA,1
"428","24","azusa","ms",0,NA,1
"429","5","azusa","ms",-4,NA,1
"430","2","azusa","tv",0.333333333333333,NA,1
"431","6","azusa","tv",-0.666666666666667,NA,1
"432","7","azusa","tv",0.333333333333333,NA,1
"433","8","azusa","tv",0,NA,1
"434","9","azusa","tv",-0.666666666666667,NA,1
"435","10","azusa","tv",-2,NA,1
"436","11","azusa","tv",-0.333333333333332,NA,1
"437","13","azusa","tv",1,NA,1
"438","15","azusa","tv",0,NA,1
"439","19","azusa","tv",0,NA,1
"440","20","azusa","tv",0,NA,1
"441","21","azusa","tv",2,NA,2
"442","27","azusa","tv",0.333333333333334,NA,2
"443","28","azusa","tv",1.66666666666667,NA,1
"444","30","azusa","tv",1.33333333333333,NA,1
