"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1300","1","kansas_inhouse","tv",4,NA,NA
"1301","2","kansas_inhouse","tv",2.33333333333333,NA,NA
"1302","3","kansas_inhouse","tv",-1,NA,NA
"1303","4","kansas_inhouse","ms",2.33333333333333,NA,NA
"1304","5","kansas_inhouse","ms",0,NA,NA
"1305","6","kansas_inhouse","ms",3.33333333333333,NA,NA
"1306","7","kansas_inhouse","ms",1,NA,NA
"1307","8","kansas_inhouse","ms",4,NA,NA
"1308","9","kansas_inhouse","ms",-0.666666666666667,NA,NA
"1309","10","kansas_inhouse","tv",1.66666666666667,NA,NA
"1310","11","kansas_inhouse","tv",4,NA,NA
"1311","12","kansas_inhouse","ms",-5.66666666666667,NA,NA
"1312","13","kansas_inhouse","ms",3.33333333333333,NA,NA
"1313","14","kansas_inhouse","ms",-0.333333333333333,NA,NA
"1314","15","kansas_inhouse","tv",-1,NA,NA
"1315","16","kansas_inhouse","ms",6.66666666666667,NA,NA
"1317","17","kansas_inhouse","ms",3.66666666666667,NA,NA
"1318","18","kansas_inhouse","ms",6.33333333333333,NA,NA
"1319","19","kansas_inhouse","tv",2,NA,NA
"1320","20","kansas_inhouse","tv",0.333333333333333,NA,NA
"1321","21","kansas_inhouse","ms",1.66666666666667,NA,NA
"1322","55","kansas_inhouse","tv",5.66666666666667,NA,NA
"1323","23","kansas_inhouse","tv",-5.33333333333333,NA,NA
"1324","24","kansas_inhouse","ms",0.666666666666667,NA,NA
"1325","25","kansas_inhouse","ms",-0.333333333333334,NA,NA
"1326","26","kansas_inhouse","ms",4,NA,NA
"1327","27","kansas_inhouse","ms",1.33333333333333,NA,NA
"1328","28","kansas_inhouse","ms",-2.33333333333333,NA,NA
"1329","29","kansas_inhouse","tv",1,NA,NA
"1330","30","kansas_inhouse","tv",-3.33333333333333,NA,NA
"1331","31","kansas_inhouse","ms",1.66666666666667,NA,NA
"1332","32","kansas_inhouse","ms",1,NA,NA
"1333","33","kansas_inhouse","tv",0.666666666666666,NA,NA
"1334","34","kansas_inhouse","ms",-1.66666666666667,NA,NA
"1335","35","kansas_inhouse","ms",5.33333333333333,NA,NA
"1336","36","kansas_inhouse","tv",0.666666666666667,NA,NA
"1337","37","kansas_inhouse","tv",4,NA,NA
"1338","38","kansas_inhouse","tv",1.33333333333333,NA,NA
"1339","39","kansas_inhouse","tv",2.66666666666667,NA,NA
"1340","69","kansas_inhouse","ms",3,NA,NA
"1341","40","kansas_inhouse","tv",3,NA,NA
"1342","41","kansas_inhouse","tv",-0.333333333333334,NA,NA
"1343","42","kansas_inhouse","tv",4,NA,NA
"1344","43","kansas_inhouse","ms",0.666666666666666,NA,NA
"1345","44","kansas_inhouse","ms",-0.333333333333334,NA,NA
"1346","45","kansas_inhouse","tv",1.66666666666667,NA,NA
"1347","46","kansas_inhouse","ms",-5,NA,NA
"1348","47","kansas_inhouse","tv",-1,NA,NA
"1349","49","kansas_inhouse","tv",5.66666666666667,NA,NA
"1350","50","kansas_inhouse","ms",-0.666666666666667,NA,NA
"1351","51","kansas_inhouse","tv",1.33333333333333,NA,NA
"1352","52","kansas_inhouse","ms",-0.666666666666666,NA,NA
"1353","53","kansas_inhouse","tv",-1.33333333333333,NA,NA
"1354","54","kansas_inhouse","ms",0,NA,NA
"1355","56","kansas_inhouse","tv",3.33333333333333,NA,NA
"1356","57","kansas_inhouse","tv",1,NA,NA
"1357","58","kansas_inhouse","tv",-2.33333333333333,NA,NA
"1358","59","kansas_inhouse","ms",8,NA,NA
"1359","60","kansas_inhouse","tv",4.33333333333333,NA,NA
"1360","61","kansas_inhouse","tv",6,NA,NA
"1361","62","kansas_inhouse","ms",0.666666666666666,NA,NA
"1363","63","kansas_inhouse","tv",5.33333333333333,NA,NA
"1364","64","kansas_inhouse","ms",-3,NA,NA
"1365","65","kansas_inhouse","tv",7.66666666666667,NA,NA
"1366","66","kansas_inhouse","tv",0,NA,NA
"1367","67","kansas_inhouse","tv",-0.666666666666667,NA,NA
"1368","78","kansas_inhouse","tv",-2,NA,NA
"1369","68","kansas_inhouse","tv",-1.66666666666667,NA,NA
"1370","70","kansas_inhouse","tv",5,NA,NA
"1371","71","kansas_inhouse","ms",1.33333333333333,NA,NA
"1372","72","kansas_inhouse","ms",4,NA,NA
"1373","73","kansas_inhouse","tv",0.666666666666667,NA,NA
"1374","74","kansas_inhouse","tv",-2,NA,NA
"1375","75","kansas_inhouse","tv",-4.66666666666667,NA,NA
"1376","76","kansas_inhouse","ms",-1,NA,NA
