"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1143",NA,"upenn","ms",-0.333333333333333,3,1
"1144",NA,"upenn","ms",3,1,1
"1145",NA,"upenn","tv",0.333333333333333,1,1
"1146",NA,"upenn","tv",-1.66666666666667,1,1
"1147",NA,"upenn","ms",3.33333333333333,2,1
"1148",NA,"upenn","ms",-0.333333333333333,1,1
"1149",NA,"upenn","tv",-1.66666666666667,3,2
"1150",NA,"upenn","tv",2.33333333333333,1,1
"1151",NA,"upenn","tv",1.66666666666667,1,1
"1152",NA,"upenn","tv",2,4,2
"1153",NA,"upenn","tv",1.33333333333333,1,1
"1154",NA,"upenn","ms",-1.66666666666667,3,2
"1155",NA,"upenn","tv",0.333333333333333,2,1
"1156",NA,"upenn","ms",-1.33333333333333,2,1
"1157",NA,"upenn","ms",3,1,1
"1158",NA,"upenn","tv",0.333333333333334,1,1
"1159",NA,"upenn","ms",-0.333333333333333,2,1
"1160",NA,"upenn","ms",0.666666666666666,2,1
"1161",NA,"upenn","ms",-0.333333333333334,3,1
"1162",NA,"upenn","tv",2.33333333333333,1,1
"1163",NA,"upenn","ms",5.66666666666667,3,1
"1164",NA,"upenn","ms",1,3,1
"1165",NA,"upenn","tv",0.666666666666667,1,1
"1166",NA,"upenn","tv",0.333333333333334,1,1
"1167",NA,"upenn","tv",-0.333333333333333,1,1
"1168",NA,"upenn","ms",-3.33333333333333,1,1
"1169",NA,"upenn","tv",-2.66666666666667,2,2
"1170",NA,"upenn","tv",0.666666666666667,3,1
"1171",NA,"upenn","ms",-1.66666666666667,2,1
"1172",NA,"upenn","ms",-1,2,1
"1173",NA,"upenn","tv",-2.33333333333333,1,1
"1174",NA,"upenn","tv",-3.33333333333333,2,1
"1175",NA,"upenn","tv",-0.666666666666666,1,1
"1176",NA,"upenn","ms",1,3,2
"1177",NA,"upenn","tv",-1.33333333333333,5,1
"1178",NA,"upenn","ms",0.333333333333333,2,1
"1179",NA,"upenn","tv",0.333333333333333,3,1
"1180",NA,"upenn","tv",-1.33333333333333,3,2
"1181",NA,"upenn","tv",0,1,1
"1182",NA,"upenn","ms",-4.33333333333333,3,1
"1183",NA,"upenn","ms",0,5,1
"1184",NA,"upenn","tv",1.33333333333333,3,2
"1185",NA,"upenn","ms",4,1,1
"1186",NA,"upenn","ms",2.66666666666667,4,1
"1187",NA,"upenn","tv",-0.666666666666667,2,1
"1188",NA,"upenn","ms",-1.33333333333333,3,1
"1189",NA,"upenn","tv",2.66666666666667,3,1
"1190",NA,"upenn","tv",0,1,1
"1191",NA,"upenn","tv",-4,4,1
"1192",NA,"upenn","ms",1,3,1
"1193",NA,"upenn","tv",-0.666666666666667,5,1
"1194",NA,"upenn","tv",-0.666666666666667,2,1
"1195",NA,"upenn","tv",-1,3,2
"1196",NA,"upenn","ms",1.33333333333333,1,1
"1197",NA,"upenn","tv",0.666666666666666,1,1
"1198",NA,"upenn","tv",0,3,1
"1199",NA,"upenn","ms",-1.33333333333333,3,2
"1200",NA,"upenn","ms",-4.66666666666667,3,2
"1201",NA,"upenn","tv",-0.666666666666667,3,1
"1202",NA,"upenn","ms",1.66666666666667,3,1
"1203",NA,"upenn","ms",-0.333333333333333,1,1
"1204",NA,"upenn","tv",0.333333333333334,2,1
"1205",NA,"upenn","tv",-4.33333333333333,3,2
"1206",NA,"upenn","tv",-0.333333333333333,5,1
"1207",NA,"upenn","ms",0.333333333333334,3,2
"1208",NA,"upenn","ms",2,5,1
"1209",NA,"upenn","ms",0.333333333333333,4,1
"1210",NA,"upenn","tv",0,3,2
"1211",NA,"upenn","tv",3.66666666666667,1,1
"1212",NA,"upenn","ms",-2.66666666666667,1,1
"1213",NA,"upenn","ms",3,3,1
"1214",NA,"upenn","tv",-2.66666666666667,3,2
"1215",NA,"upenn","ms",-0.333333333333334,4,1
"1216",NA,"upenn","tv",-1.33333333333333,3,1
"1217",NA,"upenn","ms",-4,5,1
"1218",NA,"upenn","ms",1,1,1
"1219",NA,"upenn","ms",2,1,1
"1220",NA,"upenn","ms",1.33333333333333,3,2
"1221",NA,"upenn","tv",0.333333333333334,1,1
"1222",NA,"upenn","tv",0,3,1
"1223",NA,"upenn","ms",-0.666666666666667,4,1
"1224",NA,"upenn","ms",0.333333333333333,3,1
"1225",NA,"upenn","tv",3.33333333333333,1,1
"1226",NA,"upenn","tv",0.666666666666666,1,1
"1227",NA,"upenn","ms",-1,5,1
"1228",NA,"upenn","tv",-0.999999999999999,2,1
