"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1377","1","pace_expert","tv",2,1,1
"1378","2","pace_expert","ms",1.66666666666667,1,1
"1379","3","pace_expert","ms",0,6,1
"1380","4","pace_expert","tv",1,1,1
"1381","5","pace_expert","tv",0,1,1
"1382","6","pace_expert","ms",1.66666666666667,1,2
"1383","7","pace_expert","ms",3.66666666666667,1,1
"1384","8","pace_expert","tv",0,1,1
"1385","9","pace_expert","ms",3.33333333333333,1,1
"1386","10","pace_expert","tv",4.66666666666667,1,1
"1387","11","pace_expert","ms",0.333333333333333,6,1
"1388","12","pace_expert","tv",0.333333333333333,NA,1
"1389","13","pace_expert","ms",-0.333333333333333,2,1
"1390","14","pace_expert","tv",1.66666666666667,1,1
"1391","15","pace_expert","ms",1.66666666666667,1,1
"1392","16","pace_expert","tv",5.66666666666667,1,1
"1393","17","pace_expert","ms",1,4,1
"1394","18","pace_expert","tv",3.33333333333333,6,1
"1395","19","pace_expert","tv",0.333333333333333,1,1
"1396","20","pace_expert","ms",2,1,1
"1397","21","pace_expert","ms",-2,1,1
"1398","22","pace_expert","tv",0.666666666666666,2,1
"1399","23","pace_expert","tv",3,1,1
"1400","24","pace_expert","ms",-1,1,1
"1401","25","pace_expert","tv",0,1,1
"1402","26","pace_expert","ms",0,2,1
"1403","27","pace_expert","tv",-0.333333333333334,6,1
"1404","28","pace_expert","ms",2.33333333333333,2,1
"1405","29","pace_expert","ms",5,1,1
"1406","30","pace_expert","tv",3,1,1
"1407","31","pace_expert","ms",-0.666666666666667,1,1
"1408","32","pace_expert","tv",5.33333333333333,1,1
"1409","33","pace_expert","ms",-3.33333333333333,1,1
"1410","34","pace_expert","tv",4.33333333333333,6,1
"1411","35","pace_expert","tv",-0.666666666666666,2,1
"1412","36","pace_expert","ms",0.333333333333333,NA,1
"1413","37","pace_expert","tv",0.666666666666667,6,1
"1414","38","pace_expert","ms",-0.333333333333333,1,1
"1415","39","pace_expert","ms",0.666666666666667,1,1
"1416","40","pace_expert","tv",3,1,1
"1417","41","pace_expert","tv",1.33333333333333,2,1
"1418","42","pace_expert","ms",0.333333333333332,4,1
"1419","44","pace_expert","tv",0.333333333333334,6,1
"1420","45","pace_expert","tv",0.666666666666667,1,1
"1421","46","pace_expert","ms",-3,1,2
"1422","47","pace_expert","tv",1.33333333333333,1,1
"1423","48","pace_expert","ms",3,6,1
"1424","49","pace_expert","ms",6,1,1
"1425","50","pace_expert","tv",4,6,2
"1426","51","pace_expert","ms",3,1,1
"1427","52","pace_expert","tv",4,1,1
"1428","53","pace_expert","tv",-0.333333333333333,6,1
"1429","54","pace_expert","ms",3.66666666666667,1,1
"1430","55","pace_expert","tv",-0.333333333333333,1,1
"1431","56","pace_expert","ms",0.333333333333333,4,1
"1432","57","pace_expert","ms",1.33333333333333,1,1
"1433","58","pace_expert","tv",0.333333333333334,6,1
"1434","59","pace_expert","ms",0.333333333333332,1,6
"1435","60","pace_expert","tv",1.66666666666667,NA,1
"1436","61","pace_expert","tv",3.66666666666667,1,1
"1437","62","pace_expert","ms",-2,NA,1
"1438","63","pace_expert","tv",1.33333333333333,1,1
"1439","64","pace_expert","ms",0.999999999999999,1,1
"1440","65","pace_expert","ms",0,4,1
"1441","66","pace_expert","tv",-1,6,2
"1442","67","pace_expert","ms",3.33333333333333,4,1
"1443","68","pace_expert","tv",-0.666666666666667,6,1
"1444","69","pace_expert","tv",0.666666666666666,1,1
"1445","70","pace_expert","ms",-1,6,1
"1446","71","pace_expert","tv",1,1,1
"1447","72","pace_expert","ms",0,1,2
"1448","73","pace_expert","ms",-0.666666666666667,1,1
"1449","74","pace_expert","tv",1.66666666666667,2,1
"1450","75","pace_expert","tv",-0.333333333333334,1,1
"1451","76","pace_expert","ms",2.66666666666667,1,1
"1452","77","pace_expert","tv",-0.333333333333334,1,1
"1453","78","pace_expert","ms",0.666666666666667,1,1
"1454","79","pace_expert","ms",2.33333333333333,1,1
"1455","80","pace_expert","tv",3.66666666666667,2,1
"1456","81","pace_expert","tv",-0.333333333333333,2,1
"1457","82","pace_expert","ms",-1.33333333333333,NA,1
"1458","83","pace_expert","ms",4,4,2
"1459","84","pace_expert","tv",5,1,1
"1460","85","pace_expert","tv",2.66666666666667,1,1
"1461","86","pace_expert","ms",2.66666666666667,1,1
"1462","87","pace_expert","tv",-0.333333333333334,2,1
"1463","88","pace_expert","ms",5.66666666666667,1,1
"1464","89","pace_expert","ms",0.333333333333333,6,1
"1465","90","pace_expert","tv",1.66666666666667,1,1
"1466","91","pace_expert","tv",-1.66666666666667,1,1
"1467","92","pace_expert","ms",1.33333333333333,2,1
"1468","93","pace_expert","ms",-0.666666666666667,1,1
"1469","94","pace_expert","tv",-0.666666666666667,1,1
"1470","95","pace_expert","tv",3.33333333333333,1,1
"1471","96","pace_expert","ms",3,1,1
"1472","97","pace_expert","ms",0.333333333333333,1,1
"1473","98","pace_expert","tv",-0.333333333333333,6,1
"1474","99","pace_expert","ms",4,NA,1
"1475","100","pace_expert","tv",-0.333333333333334,NA,1
"1476","101","pace_expert","ms",1.33333333333333,1,1
"1477","102","pace_expert","tv",-0.666666666666667,NA,1
"1478","103","pace_expert","ms",3,NA,2
"1479","104","pace_expert","tv",-1,1,1
"1480","105","pace_expert","ms",1,1,1
"1481","106","pace_expert","tv",2.66666666666667,6,2
"1482","107","pace_expert","ms",0.333333333333333,1,1
