"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"188","1","cnj","tv",2.66666666666667,6,1
"189","2","cnj","tv",3.66666666666667,4,1
"190","3","cnj","tv",3,1,1
"191","4","cnj","tv",1,1,1
"192","5","cnj","ms",1,1,1
"193","6","cnj","ms",0.666666666666667,1,1
"194","7","cnj","tv",0,1,1
"195","8","cnj","ms",3,6,1
"196","9","cnj","ms",2,1,1
"197","10","cnj","ms",4,1,1
"198","11","cnj","tv",-1.33333333333333,1,1
"199","12","cnj","ms",-0.333333333333333,1,1
"200","13","cnj","ms",-0.333333333333334,2,2
"201","14","cnj","ms",1,1,1
"202","15","cnj","tv",-1.33333333333333,1,1
"203","16","cnj","ms",1,1,1
"204","17","cnj","tv",2.66666666666667,4,2
"205","18","cnj","ms",0,1,1
"206","19","cnj","ms",1.66666666666667,1,1
"207","20","cnj","ms",0.666666666666666,6,1
"208","21","cnj","tv",-1.33333333333333,1,1
"209","22","cnj","tv",2.33333333333333,1,1
"210","23","cnj","ms",3,1,1
"211","24","cnj","tv",-0.333333333333333,2,1
"212","25","cnj","ms",2.66666666666667,1,1
"213","26","cnj","ms",1.33333333333333,1,1
"214","27","cnj","ms",5,1,1
"215","28","cnj","tv",5.66666666666667,1,1
"216","29","cnj","ms",3,1,1
"217","30","cnj","ms",0.666666666666667,2,1
"218","31","cnj","tv",-1,1,1
"219","32","cnj","tv",-0.333333333333334,1,1
"220","33","cnj","tv",-0.666666666666666,1,1
"221","34","cnj","tv",2.33333333333333,4,1
"222","35","cnj","ms",0,4,2
"223","36","cnj","ms",-0.666666666666667,1,1
"224","37","cnj","ms",1,1,1
"225","38","cnj","ms",-1,NA,1
"226","39","cnj","ms",-1,1,1
"227","40","cnj","tv",0,NA,1
"228","41","cnj","ms",0.333333333333333,1,2
"229","42","cnj","tv",0.666666666666667,1,1
"230","43","cnj","ms",2.33333333333333,1,1
"231","44","cnj","tv",-0.666666666666666,4,1
"232","45","cnj","tv",3,1,1
"233","46","cnj","tv",0.333333333333334,1,2
"234","47","cnj","tv",2,1,1
"235","48","cnj","ms",0.333333333333334,1,1
"236","49","cnj","ms",5.33333333333333,4,1
"237","50","cnj","tv",-1.33333333333333,1,1
"238","51","cnj","ms",2,1,1
"239","52","cnj","ms",1.66666666666667,1,1
"240","53","cnj","tv",1.66666666666667,1,1
"241","54","cnj","ms",3,1,1
"242","55","cnj","ms",1.66666666666667,4,1
"243","56","cnj","tv",0.666666666666666,2,1
"244","57","cnj","tv",-1,1,1
"245","58","cnj","ms",2.66666666666667,1,1
"246","59","cnj","ms",5.66666666666667,1,1
"247","60","cnj","ms",2,1,1
"248","61","cnj","tv",0.666666666666667,1,1
"249","62","cnj","ms",3,1,1
"250","63","cnj","ms",3.33333333333333,1,1
"251","64","cnj","tv",0,1,2
"252","65","cnj","ms",1.66666666666667,6,1
"253","67","cnj","ms",-1.66666666666667,1,1
"254","68","cnj","ms",-0.666666666666667,1,1
"255","69","cnj","tv",-2.66666666666667,1,2
"256","70","cnj","tv",1.66666666666667,1,1
"257","71","cnj","ms",-1,1,1
"258","72","cnj","tv",0.666666666666667,2,1
"259","73","cnj","ms",3.66666666666667,1,1
"260","75","cnj","tv",0,4,1
"261","76","cnj","tv",0,4,1
"262","77","cnj","tv",0.666666666666666,1,1
"263","78","cnj","ms",1.66666666666667,1,1
"264","79","cnj","ms",4.66666666666667,1,1
"265","80","cnj","ms",-0.666666666666666,1,1
"266","81","cnj","ms",-1.33333333333333,1,1
"267","82","cnj","ms",0.333333333333333,4,1
"268","84","cnj","tv",4,1,1
"269","85","cnj","ms",3.33333333333333,1,1
"270","86","cnj","ms",2,1,1
"271","87","cnj","tv",1.66666666666667,4,2
"272","88","cnj","tv",1.66666666666667,6,1
"273","89","cnj","ms",1,4,1
"274","90","cnj","tv",1.33333333333333,1,1
"275","91","cnj","tv",0,1,1
"276","92","cnj","ms",1.33333333333333,1,1
"277","93","cnj","ms",0.666666666666667,1,1
"278","94","cnj","ms",3.66666666666667,1,1
"279","95","cnj","ms",1.33333333333333,1,1
"280","96","cnj","tv",1.33333333333333,1,1
"281","97","cnj","tv",1.33333333333333,1,1
"282","98","cnj","tv",1,1,1
"283","99","cnj","ms",2,4,1
"284","100","cnj","ms",1.66666666666667,1,1
"285","101","cnj","tv",4.33333333333333,1,1
"286","102","cnj","tv",0.666666666666666,NA,1
"287","103","cnj","ms",2.33333333333333,1,1
"288","104","cnj","tv",1.33333333333333,5,1
"289","105","cnj","tv",8,1,1
"290","106","cnj","ms",0,1,1
"291","107","cnj","tv",3,1,1
"292","108","cnj","tv",1.33333333333333,1,1
"293","109","cnj","tv",1.66666666666667,2,1
"294","110","cnj","ms",1.66666666666667,6,1
"295","111","cnj","ms",2.33333333333333,1,1
"296","112","cnj","tv",0.666666666666667,1,1
"297","113","cnj","ms",3,1,1
"298","114","cnj","ms",-0.333333333333333,1,1
"299","115","cnj","ms",1,1,1
"300","116","cnj","tv",-2,1,1
"301","117","cnj","tv",0,1,1
"302","118","cnj","tv",-0.666666666666667,1,1
"303","119","cnj","tv",3,1,1
"304","120","cnj","ms",1.66666666666667,1,1
