"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1658","1","sou_inhouse","ms",0.333333333333333,1,NA
"1659","2","sou_inhouse","tv",1.66666666666667,1,NA
"1660","3","sou_inhouse","tv",0,6,NA
"1661","4","sou_inhouse","ms",-0.333333333333334,1,NA
"1662","5","sou_inhouse","ms",-1.66666666666667,1,NA
"1663","6","sou_inhouse","tv",-0.666666666666667,1,NA
"1664","7","sou_inhouse","ms",-1.66666666666667,1,NA
"1665","8","sou_inhouse","tv",-2.66666666666667,1,NA
"1666","9","sou_inhouse","ms",-1,1,NA
"1667","10","sou_inhouse","ms",0.333333333333333,1,NA
"1668","11","sou_inhouse","tv",-3,1,NA
"1669","12","sou_inhouse","tv",-0.666666666666667,1,NA
"1670","13","sou_inhouse","tv",-0.666666666666667,1,NA
"1671","15","sou_inhouse","ms",0,1,NA
"1672","16","sou_inhouse","ms",-0.666666666666667,1,NA
"1673","17","sou_inhouse","tv",0.333333333333333,6,NA
"1674","18","sou_inhouse","tv",-3.66666666666667,4,NA
"1675","20","sou_inhouse","ms",1.33333333333333,1,NA
"1676","21","sou_inhouse","ms",-0.666666666666667,1,NA
"1677","22","sou_inhouse","tv",0,1,NA
"1678","23","sou_inhouse","ms",0,1,NA
"1679","24","sou_inhouse","tv",-1.33333333333333,2,NA
"1680","25","sou_inhouse","ms",3,1,NA
"1681","26","sou_inhouse","tv",-1.66666666666667,1,NA
"1682","27","sou_inhouse","ms",-0.666666666666666,1,NA
"1683","28","sou_inhouse","tv",-3.33333333333333,1,NA
"1684","29","sou_inhouse","ms",-1.66666666666667,1,NA
"1685","30","sou_inhouse","ms",0.666666666666667,1,NA
"1686","31","sou_inhouse","tv",1.33333333333333,2,NA
