"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"623","1","wpi","ms",-0.666666666666667,NA,NA
"624","2","wpi","tv",0.666666666666667,NA,NA
"625","3","wpi","ms",0.666666666666667,NA,NA
"626","4","wpi","tv",1,NA,NA
"627","5","wpi","tv",0.666666666666667,NA,NA
"628","6","wpi","ms",-1,NA,NA
"629","7","wpi","tv",1.33333333333333,NA,NA
"630","8","wpi","ms",-2.33333333333333,NA,NA
"631","9","wpi","tv",2.33333333333333,NA,NA
"632","10","wpi","ms",0.666666666666667,NA,NA
"633","11","wpi","tv",-1.33333333333333,NA,NA
"634","12","wpi","ms",-1.33333333333333,NA,NA
"635","13","wpi","tv",-1,NA,NA
"636","14","wpi","ms",0,NA,NA
"637","15","wpi","tv",0,NA,NA
"638","16","wpi","ms",0.333333333333333,NA,NA
"639","17","wpi","ms",2.66666666666667,NA,NA
"640","18","wpi","tv",0,NA,NA
"641","19","wpi","ms",2,NA,NA
"642","20","wpi","tv",-2.33333333333333,NA,NA
"643","21","wpi","tv",3.33333333333333,NA,NA
"644","22","wpi","ms",2.66666666666667,NA,NA
"645","23","wpi","ms",-4.33333333333333,NA,NA
"646","24","wpi","tv",-0.666666666666667,NA,NA
"647","26","wpi","ms",0.666666666666667,NA,NA
"648","27","wpi","tv",-3.33333333333333,NA,NA
"649","29","wpi","tv",-0.333333333333334,NA,NA
"650","30","wpi","ms",-1,NA,NA
"651","31","wpi","tv",1.66666666666667,NA,NA
"652","32","wpi","ms",-1.33333333333333,NA,NA
"653","33","wpi","tv",3.66666666666667,NA,NA
"654","34","wpi","ms",2.66666666666667,NA,NA
"655","35","wpi","tv",2.33333333333333,NA,NA
"656","36","wpi","tv",0.333333333333333,NA,NA
"657","37","wpi","ms",0.666666666666667,NA,NA
"658","38","wpi","ms",0,NA,NA
"659","39","wpi","tv",4,NA,NA
"660","40","wpi","tv",0,NA,NA
"661","41","wpi","ms",0,NA,NA
"662","42","wpi","tv",2,NA,NA
"663","43","wpi","ms",0.333333333333333,NA,NA
"664","44","wpi","ms",2.33333333333333,NA,NA
"665","46","wpi","tv",6,NA,NA
"666","47","wpi","ms",-2.33333333333333,NA,NA
"667","50","wpi","tv",0,NA,NA
"668","51","wpi","ms",0,NA,NA
"669","52","wpi","tv",1,NA,NA
"670","53","wpi","ms",1,NA,NA
"671","54","wpi","tv",2.66666666666667,NA,NA
"672","55","wpi","tv",-1.33333333333333,NA,NA
"673","56","wpi","ms",0,NA,NA
"674","57","wpi","ms",-1,NA,NA
"675","58","wpi","tv",3.83333333333333,NA,NA
"676","59","wpi","ms",5,NA,NA
"677","60","wpi","tv",0.666666666666667,NA,NA
"678","61","wpi","ms",1,NA,NA
"679","62","wpi","tv",0.666666666666667,NA,NA
"680","63","wpi","ms",2.33333333333333,NA,NA
"681","64","wpi","tv",0,NA,NA
"682","65","wpi","tv",-1.33333333333333,NA,NA
"683","66","wpi","ms",2,NA,NA
"684","67","wpi","ms",2,NA,NA
"685","68","wpi","tv",6,NA,NA
"686","69","wpi","tv",-0.333333333333333,NA,NA
"687","70","wpi","ms",0.666666666666667,NA,NA
"688","71","wpi","tv",0,NA,NA
"689","72","wpi","ms",-0.666666666666667,NA,NA
"690","73","wpi","ms",1.33333333333333,NA,NA
"691","74","wpi","tv",1.33333333333333,NA,NA
"692","75","wpi","ms",1,NA,NA
"693","76","wpi","tv",1.33333333333333,NA,NA
"694","77","wpi","tv",0.333333333333333,NA,NA
"695","78","wpi","ms",0,NA,NA
"696","79","wpi","ms",0.666666666666666,NA,NA
"697","80","wpi","tv",2.66666666666667,NA,NA
"698","81","wpi","tv",-1.66666666666667,NA,NA
"699","82","wpi","ms",-0.666666666666667,NA,NA
"700","83","wpi","tv",3.66666666666667,NA,NA
"701","84","wpi","ms",0.666666666666667,NA,NA
"702","85","wpi","ms",0.333333333333333,NA,NA
"703","86","wpi","tv",0.666666666666667,NA,NA
"704","87","wpi","ms",2.66666666666667,NA,NA
"705","88","wpi","tv",-0.666666666666666,NA,NA
"706","89","wpi","tv",0.666666666666667,NA,NA
"707","90","wpi","ms",-1.33333333333333,NA,NA
"708","91","wpi","tv",0,NA,NA
"709","92","wpi","ms",0,NA,NA
"710","93","wpi","tv",-2,NA,NA
"711","94","wpi","ms",4,NA,NA
"712","95","wpi","tv",0,NA,NA
"713","96","wpi","ms",2.66666666666667,NA,NA
"714","97","wpi","ms",2,NA,NA
"715","98","wpi","tv",-1.33333333333333,NA,NA
"716","99","wpi","tv",2.66666666666667,NA,NA
"717","100","wpi","ms",1.66666666666667,NA,NA
"718","101","wpi","tv",1,NA,NA
"719","102","wpi","ms",1.66666666666667,NA,NA
"720","103","wpi","tv",-0.333333333333334,NA,NA
"721","104","wpi","ms",0.333333333333333,NA,NA
"722","105","wpi","tv",-1.66666666666667,NA,NA
"723","107","wpi","ms",-1.66666666666667,NA,NA
"724","108","wpi","ms",0,NA,NA
"725","109","wpi","tv",1.33333333333333,NA,NA
"726","110","wpi","tv",-1.66666666666667,NA,NA
"727","111","wpi","ms",0.333333333333333,NA,NA
"728","112","wpi","ms",2.66666666666667,NA,NA
"729","113","wpi","tv",-1.66666666666667,NA,NA
"730","114","wpi","tv",2.66666666666667,NA,NA
"731","115","wpi","ms",0.333333333333333,NA,NA
"732","116","wpi","ms",-1,NA,NA
"733","117","wpi","tv",1.66666666666667,NA,NA
"734","118","wpi","ms",2.66666666666667,NA,NA
"735","119","wpi","tv",0.666666666666667,NA,NA
"736","120","wpi","ms",2.33333333333333,NA,NA
"737","121","wpi","tv",-0.333333333333333,NA,NA
"738","122","wpi","tv",3,NA,NA
"739","123","wpi","ms",-2.33333333333333,NA,NA
"740","124","wpi","ms",1.33333333333333,NA,NA
"741","125","wpi","ms",-1.33333333333333,NA,NA
"742","126","wpi","tv",-0.333333333333333,NA,NA
"743","127","wpi","ms",-1,NA,NA
"744","128","wpi","tv",0.666666666666666,NA,NA
"746","130","wpi","ms",2,NA,NA
"747","131","wpi","tv",-0.666666666666667,NA,NA
"748","132","wpi","ms",0,NA,NA
"749","133","wpi","tv",-3.66666666666667,NA,NA
"750","134","wpi","ms",-0.333333333333333,NA,NA
"751","135","wpi","ms",0,NA,NA
"752","136","wpi","tv",-2,NA,NA
"753","137","wpi","ms",-0.333333333333334,NA,NA
"754","138","wpi","tv",3.33333333333333,NA,NA
"755","139","wpi","tv",-0.333333333333334,NA,NA
"756","140","wpi","ms",2,NA,NA
"757","141","wpi","ms",-1,NA,NA
"758","142","wpi","tv",-2,NA,NA
"759","143","wpi","ms",1.66666666666667,NA,NA
"760","144","wpi","tv",-0.666666666666667,NA,NA
"761","145","wpi","tv",0,NA,NA
"762","146","wpi","ms",-0.333333333333333,NA,NA
"763","147","wpi","ms",1,NA,NA
"764","148","wpi","tv",-0.333333333333334,NA,NA
"765","149","wpi","ms",0.666666666666667,NA,NA
"766","150","wpi","tv",3.33333333333333,NA,NA
