"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1483","1","wesleyan_inhouse","tv",0.333333333333334,6,NA
"1484","2","wesleyan_inhouse","tv",-1,4,NA
"1485","3","wesleyan_inhouse","ms",-1.66666666666667,6,NA
"1486","4","wesleyan_inhouse","tv",2.33333333333333,4,NA
"1487","5","wesleyan_inhouse","tv",2.33333333333333,4,NA
"1488","6","wesleyan_inhouse","tv",0,1,NA
"1489","7","wesleyan_inhouse","tv",1,4,NA
"1490","8","wesleyan_inhouse","ms",-0.333333333333334,1,NA
"1491","9","wesleyan_inhouse","tv",2,1,NA
"1492","10","wesleyan_inhouse","tv",0,4,NA
"1493","11","wesleyan_inhouse","tv",3,6,NA
"1494","12","wesleyan_inhouse","tv",-1.66666666666667,NA,NA
"1495","13","wesleyan_inhouse","ms",-2,1,NA
"1496","14","wesleyan_inhouse","tv",-2.33333333333333,6,NA
"1497","15","wesleyan_inhouse","ms",4.66666666666667,4,NA
"1498","16","wesleyan_inhouse","tv",-2.33333333333333,1,NA
"1499","17","wesleyan_inhouse","tv",-0.666666666666667,1,NA
"1500","18","wesleyan_inhouse","ms",1.66666666666667,4,NA
"1501","19","wesleyan_inhouse","ms",1.66666666666667,4,NA
"1502","20","wesleyan_inhouse","ms",0,2,NA
"1503","21","wesleyan_inhouse","ms",0.666666666666667,1,NA
"1504","22","wesleyan_inhouse","ms",-1.33333333333333,2,NA
"1505","23","wesleyan_inhouse","tv",1.33333333333333,4,NA
"1506","24","wesleyan_inhouse","ms",-1.33333333333333,2,NA
"1507","25","wesleyan_inhouse","tv",-1,4,NA
"1508","26","wesleyan_inhouse","ms",1.33333333333333,1,NA
"1509","27","wesleyan_inhouse","tv",0.666666666666666,4,NA
"1510","28","wesleyan_inhouse","ms",2.33333333333333,4,NA
"1511","29","wesleyan_inhouse","ms",1.33333333333333,4,NA
"1512","30","wesleyan_inhouse","ms",0,2,NA
"1513","31","wesleyan_inhouse","tv",0,4,NA
"1514","32","wesleyan_inhouse","tv",0,1,NA
"1515","33","wesleyan_inhouse","tv",-1.66666666666667,2,NA
"1516","34","wesleyan_inhouse","ms",-0.333333333333333,4,NA
"1517","35","wesleyan_inhouse","tv",2.66666666666667,4,NA
"1518","36","wesleyan_inhouse","ms",1.33333333333333,1,NA
"1519","37","wesleyan_inhouse","ms",1.66666666666667,4,NA
"1520","38","wesleyan_inhouse","tv",0,6,NA
"1521","39","wesleyan_inhouse","ms",5.33333333333333,6,NA
"1522","40","wesleyan_inhouse","tv",3.66666666666667,1,NA
"1523","41","wesleyan_inhouse","tv",-1,6,NA
"1524","42","wesleyan_inhouse","tv",4,4,NA
"1525","43","wesleyan_inhouse","ms",-2.33333333333333,6,NA
"1526","44","wesleyan_inhouse","tv",1,1,NA
"1527","45","wesleyan_inhouse","ms",-3.33333333333333,6,NA
"1528","46","wesleyan_inhouse","tv",0.333333333333333,4,NA
"1529","47","wesleyan_inhouse","ms",-1,1,NA
"1530","48","wesleyan_inhouse","ms",-2,2,NA
"1531","49","wesleyan_inhouse","tv",1.66666666666667,4,NA
"1532","50","wesleyan_inhouse","tv",0.333333333333333,4,NA
"1533","51","wesleyan_inhouse","ms",0,1,NA
"1534","52","wesleyan_inhouse","ms",1,1,NA
"1535","53","wesleyan_inhouse","ms",-2,6,NA
"1536","54","wesleyan_inhouse","tv",1.33333333333333,2,NA
"1537","55","wesleyan_inhouse","tv",0.333333333333333,4,NA
"1538","56","wesleyan_inhouse","tv",-1.66666666666667,6,NA
"1539","57","wesleyan_inhouse","tv",-0.333333333333333,4,NA
"1540","58","wesleyan_inhouse","ms",0,4,NA
"1541","59","wesleyan_inhouse","tv",-3,1,NA
"1542","60","wesleyan_inhouse","tv",0.666666666666667,2,NA
"1543","61","wesleyan_inhouse","tv",2.66666666666667,4,NA
"1544","62","wesleyan_inhouse","ms",2,1,NA
"1545","63","wesleyan_inhouse","tv",-0.666666666666666,3,NA
"1546","64","wesleyan_inhouse","ms",0.666666666666667,6,NA
"1547","65","wesleyan_inhouse","tv",1,1,NA
