"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1548","66","wesleyan_inhouse","tv",-0.666666666666667,4,NA
"1549","67","wesleyan_inhouse","ms",2.66666666666667,1,NA
"1550","68","wesleyan_inhouse","ms",-0.333333333333333,6,NA
"1551","69","wesleyan_inhouse","tv",1,1,NA
"1552","70","wesleyan_inhouse","tv",-4,6,NA
"1553","71","wesleyan_inhouse","tv",-0.666666666666666,6,NA
"1554","72","wesleyan_inhouse","ms",-0.333333333333334,1,NA
"1555","73","wesleyan_inhouse","ms",1,4,NA
"1556","74","wesleyan_inhouse","ms",-4.66666666666667,1,NA
"1557","75","wesleyan_inhouse","tv",-0.333333333333333,1,NA
"1558","76","wesleyan_inhouse","ms",-3,6,NA
"1559","77","wesleyan_inhouse","tv",0.666666666666666,1,NA
"1560","78","wesleyan_inhouse","ms",0.333333333333333,6,NA
"1561","79","wesleyan_inhouse","ms",-1.66666666666667,1,NA
"1562","80","wesleyan_inhouse","tv",-1.33333333333333,1,NA
"1563","81","wesleyan_inhouse","tv",-2,1,NA
"1564","82","wesleyan_inhouse","ms",-2,1,NA
"1565","83","wesleyan_inhouse","tv",-3,1,NA
"1566","84","wesleyan_inhouse","ms",2,6,NA
"1567","85","wesleyan_inhouse","ms",-1,4,NA
"1568","86","wesleyan_inhouse","tv",4.33333333333333,1,NA
"1569","87","wesleyan_inhouse","ms",-0.666666666666667,1,NA
"1570","88","wesleyan_inhouse","ms",1.33333333333333,1,NA
"1571","89","wesleyan_inhouse","ms",-0.333333333333333,1,NA
"1572","90","wesleyan_inhouse","tv",-1,2,NA
"1573","91","wesleyan_inhouse","tv",-3,1,NA
"1574","92","wesleyan_inhouse","ms",0.333333333333334,1,NA
"1575","93","wesleyan_inhouse","ms",-1.33333333333333,4,NA
"1576","94","wesleyan_inhouse","tv",0.666666666666667,1,NA
"1577","95","wesleyan_inhouse","ms",0,1,NA
"1578","96","wesleyan_inhouse","tv",0,1,NA
"1579","97","wesleyan_inhouse","tv",-0.333333333333333,2,NA
"1580","98","wesleyan_inhouse","tv",-0.666666666666666,1,NA
"1581","99","wesleyan_inhouse","ms",-2,4,NA
"1582","100","wesleyan_inhouse","tv",-0.333333333333333,1,NA
"1583","101","wesleyan_inhouse","ms",-0.333333333333334,1,NA
"1584","102","wesleyan_inhouse","tv",0.333333333333333,1,NA
"1585","103","wesleyan_inhouse","ms",2.66666666666667,1,NA
"1586","104","wesleyan_inhouse","tv",-1,1,NA
"1587","105","wesleyan_inhouse","ms",0,1,NA
"1588","106","wesleyan_inhouse","tv",-2.33333333333333,1,NA
"1589","107","wesleyan_inhouse","ms",-0.666666666666667,4,NA
"1590","108","wesleyan_inhouse","tv",-2,1,NA
"1591","109","wesleyan_inhouse","ms",-2.33333333333333,1,NA
"1592","110","wesleyan_inhouse","tv",0.666666666666666,2,NA
"1593","111","wesleyan_inhouse","ms",2,4,NA
"1594","112","wesleyan_inhouse","tv",-0.666666666666667,6,NA
"1595","113","wesleyan_inhouse","tv",-0.333333333333334,1,NA
"1596","114","wesleyan_inhouse","tv",-0.666666666666667,1,NA
"1597","115","wesleyan_inhouse","tv",0,1,NA
"1598","116","wesleyan_inhouse","tv",-0.666666666666666,1,NA
"1599","117","wesleyan_inhouse","ms",-1,1,NA
"1600","118","wesleyan_inhouse","tv",-3.33333333333333,1,NA
"1601","119","wesleyan_inhouse","ms",-1.33333333333333,1,NA
"1602","120","wesleyan_inhouse","tv",-0.333333333333333,2,NA
"1603","121","wesleyan_inhouse","tv",-1,1,NA
"1604","122","wesleyan_inhouse","ms",2.33333333333333,4,NA
"1605","123","wesleyan_inhouse","ms",-0.666666666666667,6,NA
"1606","124","wesleyan_inhouse","tv",0,1,NA
"1607","125","wesleyan_inhouse","tv",4.66666666666667,1,NA
"1608","126","wesleyan_inhouse","ms",-0.666666666666666,1,NA
"1609","127","wesleyan_inhouse","ms",-0.666666666666667,1,NA
"1610","128","wesleyan_inhouse","ms",2.33333333333333,4,NA
"1611","129","wesleyan_inhouse","tv",-0.333333333333333,4,NA
"1612","130","wesleyan_inhouse","ms",1.66666666666667,4,NA
"1613","131","wesleyan_inhouse","tv",-2,1,NA
"1614","132","wesleyan_inhouse","tv",-1,1,NA
"1615","133","wesleyan_inhouse","tv",-1.33333333333333,6,NA
"1616","134","wesleyan_inhouse","tv",-2,1,NA
"1617","135","wesleyan_inhouse","ms",-1,1,NA
"1618","136","wesleyan_inhouse","tv",0,1,NA
"1619","137","wesleyan_inhouse","ms",-0.666666666666667,1,NA
"1620","138","wesleyan_inhouse","tv",0.333333333333334,6,NA
"1621","139","wesleyan_inhouse","ms",3,1,NA
"1622","140","wesleyan_inhouse","ms",0,1,NA
"1623","141","wesleyan_inhouse","tv",-1.33333333333333,6,NA
"1624","142","wesleyan_inhouse","ms",-1.33333333333333,4,NA
"1625","143","wesleyan_inhouse","ms",-1.66666666666667,1,NA
"1626","144","wesleyan_inhouse","tv",-1,2,NA
"1627","145","wesleyan_inhouse","tv",-4.33333333333333,1,NA
"1628","146","wesleyan_inhouse","tv",-4.66666666666667,1,NA
"1629","147","wesleyan_inhouse","tv",-2.33333333333333,1,NA
"1630","148","wesleyan_inhouse","tv",-2,1,NA
"1631","149","wesleyan_inhouse","tv",1.33333333333333,1,NA
"1632","150","wesleyan_inhouse","tv",4.33333333333333,1,NA
"1633","151","wesleyan_inhouse","tv",0,2,NA
"1634","152","wesleyan_inhouse","tv",-2,1,NA
"1635","153","wesleyan_inhouse","tv",1,1,NA
"1636","154","wesleyan_inhouse","ms",-0.333333333333333,1,NA
"1637","155","wesleyan_inhouse","tv",-0.333333333333334,1,NA
"1638","156","wesleyan_inhouse","ms",0,1,NA
"1639","157","wesleyan_inhouse","tv",0,6,NA
"1640","158","wesleyan_inhouse","tv",-0.666666666666667,1,NA
"1641","159","wesleyan_inhouse","tv",0.666666666666667,1,NA
"1642","160","wesleyan_inhouse","tv",1,1,NA
"1643","161","wesleyan_inhouse","ms",-1,2,NA
"1644","162","wesleyan_inhouse","ms",-0.666666666666667,6,NA
"1645","163","wesleyan_inhouse","tv",1.66666666666667,1,NA
"1646","164","wesleyan_inhouse","ms",1,NA,NA
"1647","165","wesleyan_inhouse","ms",1.66666666666667,1,NA
"1648","166","wesleyan_inhouse","ms",-1.66666666666667,1,NA
"1649","167","wesleyan_inhouse","ms",-2.66666666666667,1,NA
"1650","168","wesleyan_inhouse","tv",-0.333333333333333,1,NA
"1651","169","wesleyan_inhouse","tv",0.333333333333333,4,NA
"1652","170","wesleyan_inhouse","tv",-2,1,NA
"1653","171","wesleyan_inhouse","ms",-2.33333333333333,1,NA
"1654","172","wesleyan_inhouse","ms",0.333333333333333,1,NA
"1655","173","wesleyan_inhouse","ms",-1.33333333333333,6,NA
"1656","174","wesleyan_inhouse","tv",-0.666666666666666,NA,NA
"1657","175","wesleyan_inhouse","ms",-0.333333333333334,1,NA
