"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"108","1","uwmadison_expert","ms",-0.666666666666667,1,1
"109","2","uwmadison_expert","ms",5.33333333333333,1,1
"110","3","uwmadison_expert","ms",0,4,2
"111","4","uwmadison_expert","ms",1.33333333333333,1,1
"112","5","uwmadison_expert","ms",5.66666666666667,1,1
"113","6","uwmadison_expert","ms",0.666666666666667,NA,1
"114","7","uwmadison_expert","ms",2.66666666666667,1,1
"115","8","uwmadison_expert","ms",-2,1,1
"116","9","uwmadison_expert","ms",-0.333333333333333,1,1
"117","10","uwmadison_expert","ms",0.666666666666667,1,1
"118","11","uwmadison_expert","ms",-3.66666666666667,1,1
"119","12","uwmadison_expert","ms",0,4,2
"120","13","uwmadison_expert","ms",3,1,1
"121","14","uwmadison_expert","ms",-1,1,1
"122","15","uwmadison_expert","ms",-1.33333333333333,1,1
"123","16","uwmadison_expert","ms",0,1,1
"124","17","uwmadison_expert","ms",3,1,1
"125","18","uwmadison_expert","ms",0.333333333333334,4,2
"126","19","uwmadison_expert","ms",3,1,1
"127","20","uwmadison_expert","ms",-3,1,1
"128","21","uwmadison_expert","ms",-0.666666666666667,1,1
"129","22","uwmadison_expert","ms",-0.666666666666667,1,1
"130","23","uwmadison_expert","ms",0.333333333333333,1,1
"131","24","uwmadison_expert","ms",3,1,1
"132","25","uwmadison_expert","ms",2.33333333333333,1,1
"133","26","uwmadison_expert","ms",4,4,2
"134","27","uwmadison_expert","ms",-1.33333333333333,1,1
"135","28","uwmadison_expert","ms",0,1,1
"136","29","uwmadison_expert","ms",-0.333333333333333,1,1
"137","30","uwmadison_expert","ms",4.66666666666667,1,1
"138","31","uwmadison_expert","ms",0.666666666666667,1,1
"139","32","uwmadison_expert","ms",1,1,1
"140","33","uwmadison_expert","ms",-1,NA,NA
"141","34","uwmadison_expert","ms",-1.33333333333333,1,1
"142","35","uwmadison_expert","ms",2.33333333333333,1,1
"143","36","uwmadison_expert","ms",2.66666666666667,1,1
"144","37","uwmadison_expert","ms",1.33333333333333,1,1
"145","38","uwmadison_expert","ms",1,1,1
"146","39","uwmadison_expert","ms",1.33333333333333,4,2
"147","40","uwmadison_expert","ms",3.33333333333333,4,2
"148","41","uwmadison_expert","tv",1,1,1
"149","42","uwmadison_expert","tv",-1.33333333333333,1,1
"150","43","uwmadison_expert","tv",4,1,1
"151","44","uwmadison_expert","tv",2.66666666666667,1,1
"152","45","uwmadison_expert","tv",0.333333333333334,1,1
"153","46","uwmadison_expert","tv",-1.33333333333333,1,1
"154","47","uwmadison_expert","tv",0,1,1
"155","48","uwmadison_expert","tv",0,1,1
"156","49","uwmadison_expert","tv",3.66666666666667,1,1
"157","50","uwmadison_expert","tv",-0.333333333333332,1,1
"158","51","uwmadison_expert","tv",1,1,1
"159","52","uwmadison_expert","tv",0,1,1
"160","53","uwmadison_expert","tv",2,1,1
"161","54","uwmadison_expert","tv",1.66666666666667,1,1
"162","55","uwmadison_expert","tv",2.66666666666667,1,1
"163","56","uwmadison_expert","tv",2.66666666666667,4,2
"164","57","uwmadison_expert","tv",1,4,1
"166","59","uwmadison_expert","tv",-1.66666666666667,1,1
"167","60","uwmadison_expert","tv",2,1,1
"168","61","uwmadison_expert","tv",-0.333333333333334,1,1
"169","62","uwmadison_expert","tv",0,1,1
"170","63","uwmadison_expert","tv",0,1,1
"171","64","uwmadison_expert","tv",-1.33333333333333,1,1
"172","65","uwmadison_expert","tv",-0.666666666666667,4,2
"173","66","uwmadison_expert","tv",0,1,1
"174","67","uwmadison_expert","tv",1.33333333333333,1,1
"175","68","uwmadison_expert","tv",0,1,1
"176","69","uwmadison_expert","tv",0.666666666666667,1,1
"177","70","uwmadison_expert","tv",0.333333333333334,1,1
"178","71","uwmadison_expert","tv",5.33333333333333,1,1
"179","72","uwmadison_expert","tv",-1,6,2
"180","73","uwmadison_expert","tv",3,1,1
"181","74","uwmadison_expert","tv",-0.666666666666667,1,1
"182","75","uwmadison_expert","tv",1,1,1
"183","76","uwmadison_expert","tv",-0.333333333333333,4,2
"184","77","uwmadison_expert","tv",5,4,1
"185","78","uwmadison_expert","tv",1.33333333333333,6,1
"186","79","uwmadison_expert","tv",1.66666666666667,1,1
"187","80","uwmadison_expert","tv",1.33333333333333,4,2
